GeneSymbol,ZHL,epval,efdr,Replicate1
Mtfmt,-0.071336101,0.811370875,0.961227787,0
Jdp2,-0.071486221,0.811453035,0.961227787,0
Snx5,-0.071497618,0.811457651,0.961227787,0
Sh3kbp1,-0.071562827,0.811479806,0.961227787,0
Idh1,-0.071618514,0.811503808,0.961227787,0
Ccr1,-0.071680529,0.811534733,0.961227787,0
Gm1661,-0.071737394,0.811562428,0.961227787,0
Mon1b,-0.072010369,0.811684283,0.961227787,0
Gabbr1,-0.0720477,0.811697207,0.961227787,0
Acsbg2,-0.07216396,0.811751673,0.961227787,0
Serpinb9d,-0.072186064,0.811760905,0.961227787,0
Ckap2,-0.072215534,0.811779829,0.961227787,0
Olfr945,-0.072246327,0.811796907,0.961227787,0
Olfr61,-0.07236588,0.811849988,0.961227787,0
Igfbpl1,-0.072380901,0.811860143,0.961227787,0
A1cf,-0.072417578,0.811882299,0.961227787,0
Igbp1b,-0.07244432,0.811895684,0.961227787,0
Foxg1,-0.072492195,0.811915532,0.961227787,0
NonTargetingControlGuideForMouse_44,-0.072503803,0.811917378,0.961227787,0
Ufl1,-0.072608204,0.811967228,0.961227787,0
Spp1,-0.072771043,0.812034156,0.961227787,0
Slco1a5,-0.073104447,0.812193861,0.961227787,0
Fhod1,-0.073124832,0.8121994,0.961227787,0
NonTargetingControlGuideForMouse_34,-0.073235855,0.812251096,0.961227787,0
Col6a3,-0.073268345,0.812261251,0.961227787,0
Chchd3,-0.073514528,0.812380799,0.961227787,0
mmu-mir-6898,-0.073610303,0.812434803,0.961227787,0
Ttc39d,-0.073612626,0.812435264,0.961227787,0
Csrp2bp,-0.073619043,0.812438495,0.961227787,0
Fam132b,-0.073634417,0.81244588,0.961227787,0
Med12,-0.073641719,0.812450958,0.961227787,0
Hsd3b5,-0.073665411,0.812460651,0.961227787,0
Zfp212,-0.073706196,0.812480498,0.961227787,0
Itch,-0.073723955,0.812491115,0.961227787,0
Fxn,-0.073827546,0.812542349,0.961227787,0
Clasp1,-0.073836383,0.812547427,0.961227787,0
Cabp2,-0.073844297,0.812549735,0.961227787,0
Mex3c,-0.073850802,0.812552504,0.961227787,0
Adam21,-0.073931091,0.812598661,0.961227787,0
Prh1,-0.074074518,0.812668821,0.961227787,0
mmu-mir-291b,-0.074161319,0.812709439,0.961227787,0
Cpa5,-0.074194763,0.812723286,0.961227787,0
Chadl,-0.074237496,0.812746365,0.961227787,0
mmu-mir-5106,-0.074340908,0.812799908,0.961227787,0
Cdkn1a,-0.074345978,0.812802677,0.961227787,0
Poc1a,-0.074420525,0.812843757,0.961227787,0
Rnls,-0.074615747,0.812937918,0.961227787,0
Zfp65,-0.074694881,0.812978998,0.961227787,0
Olfr629,-0.074760421,0.813019617,0.961227787,0
Sncg,-0.074912437,0.813091622,0.961227787,0
Gbx2,-0.074980819,0.813125779,0.961227787,0
Napb,-0.075150965,0.813206554,0.961227787,0
Hecw1,-0.075269113,0.813255943,0.961227787,0
Olfr509,-0.07532157,0.813282714,0.961227787,0
Cdk15,-0.075353389,0.8132961,0.961227787,0
Dapk2,-0.075418684,0.813332102,0.961227787,0
NonTargetingControlGuideForMouse_25,-0.075474967,0.813361182,0.961227787,0
Sftpb,-0.075522593,0.813382876,0.961227787,0
Ly6c1,-0.075771975,0.813498731,0.961227787,0
Serpinf1,-0.075859021,0.813537964,0.961227787,0
Mup21,-0.07597513,0.81358366,0.961227787,0
Rhox11,-0.076092195,0.813633972,0.961227787,0
Ttc21a,-0.076113965,0.813646434,0.961227787,0
Magi2,-0.076303377,0.813738749,0.961227787,0
Ubxn2a,-0.076478494,0.813807985,0.961227787,0
Tm4sf20,-0.076501336,0.813817678,0.961227787,0
Camta1,-0.076517466,0.813825525,0.961227787,0
Zfp488,-0.07655329,0.813842603,0.961227787,0
Olfr237-ps1,-0.076555526,0.813843526,0.961227787,0
Abca13,-0.076588755,0.813856912,0.961227787,0
Slc9a7,-0.076824799,0.813963074,0.961227787,0
Ndufb11,-0.076916573,0.814010616,0.961227787,0
Panx1,-0.077001255,0.814056312,0.961227787,0
Lamtor5,-0.077223012,0.81417309,0.961227787,0
Ndufs1,-0.077269421,0.814198938,0.961227787,0
Gas8,-0.077318617,0.814224787,0.961227787,0
Ric8b,-0.077425948,0.814276483,0.961227787,0
BC048562,-0.077663229,0.814396954,0.961227787,0
Aco2,-0.077771517,0.814446342,0.961227787,0
Ergic2,-0.077816351,0.814470805,0.961227787,0
Stxbp6,-0.078004749,0.814561736,0.961227787,0
Trim38,-0.078185262,0.814637895,0.961227787,0
Jam3,-0.078278701,0.814687284,0.961227787,0
Abcc2,-0.078346193,0.814716824,0.961227787,0
Carhsp1,-0.078352816,0.814720517,0.961227787,0
Rbm11,-0.078537283,0.814813755,0.961227787,0
Polr3d,-0.078733207,0.814924533,0.961227787,0
Sim2,-0.078810131,0.814966074,0.961227787,0
Uba7,-0.0788269,0.814973459,0.961227787,0
Itgam,-0.078911845,0.815012232,0.961227787,0
Dnajb5,-0.078979068,0.815045465,0.961227787,0
Pemt,-0.078993735,0.815049619,0.961227787,0
Ago3,-0.079169082,0.815138241,0.961227787,0
Rpusd2,-0.079169827,0.815139626,0.961227787,0
Stk24,-0.079198045,0.815149781,0.961227787,0
Cyth4,-0.079248849,0.815171475,0.961227787,0
Olfr352,-0.079250516,0.815174244,0.961227787,0
Tubgcp2,-0.079403605,0.81523748,0.961227787,0
Qprt,-0.079452749,0.815263328,0.961227787,0
Gsg1,-0.079465188,0.815269328,0.961227787,0
Magea5,-0.079617402,0.815336718,0.961227787,0
mmu-mir-1947,-0.07970865,0.815376875,0.961227787,0
Gpr6,-0.079753498,0.815399954,0.961227787,0
Trpm2,-0.079774202,0.815409647,0.961227787,0
Phf1,-0.079840072,0.815444265,0.961227787,0
Layn,-0.079842384,0.81544565,0.961227787,0
Pcsk5,-0.079939893,0.815481191,0.961227787,0
Pdc,-0.080027908,0.815522733,0.961227787,0
Ccdc127,-0.080083463,0.815549042,0.961227787,0
Gucy2c,-0.080137728,0.815570275,0.961227787,0
Tyrobp,-0.080206486,0.815598892,0.961227787,0
Tcf23,-0.080362232,0.815675052,0.961227787,0
Zbtb16,-0.080487153,0.815732287,0.961227787,0
Slc27a6,-0.080555189,0.815762289,0.961227787,0
Cep152,-0.080630409,0.8158006,0.961227787,0
Rhox3f,-0.080639096,0.815805216,0.961227787,0
Rbmxl1,-0.080652222,0.815811678,0.961227787,0
Olfr583,-0.080739561,0.815856912,0.961227787,0
Acyp2,-0.08077332,0.815870298,0.961227787,0
Timp1,-0.080897495,0.815929841,0.961227787,0
Traf7,-0.080924094,0.81594415,0.961227787,0
Eif2b2,-0.081042463,0.815993538,0.961227787,0
Olfr1046,-0.081275729,0.816102008,0.961227787,0
Zbtb18,-0.081533047,0.816223863,0.961227787,0
Adh6a,-0.081587658,0.816252481,0.961227787,0
Islr2,-0.081613333,0.81626679,0.961227787,0
Phox2a,-0.081939945,0.816426033,0.961227787,0
Myl3,-0.082163007,0.816534041,0.961227787,0
Med14,-0.082385571,0.816629125,0.961227787,0
1700003M02Rik,-0.082808062,0.816819755,0.961227787,0
Mst1,-0.082809767,0.816819755,0.961227787,0
AY074887,-0.082819594,0.816824833,0.961227787,0
Psmd1,-0.082844964,0.816834987,0.961227787,0
Lce1a2,-0.082935824,0.81687976,0.961227787,0
Gpr182,-0.082992082,0.816905147,0.961227787,0
Sgsm3,-0.083073868,0.816941149,0.961227787,0
Cdca7,-0.083194598,0.816998384,0.961227787,0
Cep76,-0.083311472,0.81705562,0.961227787,0
mmu-mir-7678,-0.083415911,0.817099931,0.961227787,0
Suclg2,-0.083456731,0.817115163,0.961227787,0
Slc16a9,-0.083481472,0.81712901,0.961227787,0
4931414P19Rik,-0.083618115,0.817189015,0.961227787,0
Alox5,-0.083634093,0.817197323,0.961227787,0
Tctn3,-0.08365765,0.817208401,0.961227787,0
Vnn3,-0.083687243,0.817225017,0.961227787,0
BC031181,-0.083712494,0.817235634,0.961227787,0
H1fnt,-0.083862695,0.817315486,0.961227787,0
Zxdb,-0.083957702,0.817350565,0.961227787,0
Tmem181a,-0.084358853,0.817533349,0.961227787,0
4930538K18Rik,-0.084473847,0.817579045,0.961227787,0
Foxi2,-0.084490883,0.817584122,0.961227787,0
Mest,-0.084645656,0.81764505,0.961227787,0
Tmem107,-0.084731466,0.817678283,0.961227787,0
Gm10436,-0.084849566,0.817731364,0.961227787,0
Rxrg,-0.084921153,0.817764136,0.961227787,0
Pprc1,-0.084948447,0.817773367,0.961227787,0
Dnmt3a,-0.085076739,0.817832449,0.961227787,0
Fasn,-0.085186598,0.817888299,0.961227787,0
Dmwd,-0.085213666,0.817903993,0.961227787,0
Ppp1r3g,-0.085224681,0.817909993,0.961227787,0
Adhfe1,-0.085285108,0.817933533,0.961227787,0
Lca5l,-0.085528324,0.818048004,0.961227787,0
Mycbpap,-0.085534839,0.818050773,0.961227787,0
Pbp2,-0.085536712,0.818051235,0.961227787,0
Zc3h4,-0.085632267,0.818092776,0.961227787,0
Abcb1a,-0.085742678,0.818142165,0.961227787,0
Slit2,-0.086011131,0.818253404,0.961227787,0
Efcab10,-0.086029252,0.818260328,0.961227787,0
Rai2,-0.086091801,0.818280637,0.961227787,0
Gde1,-0.086349936,0.818403416,0.961227787,0
mmu-mir-6341,-0.086526705,0.818482806,0.961227787,0
Fmnl2,-0.086791619,0.818602816,0.961227787,0
Wnt4,-0.086791838,0.818603277,0.961227787,0
Olfr344,-0.086806597,0.818607893,0.961227787,0
Ipcef1,-0.086933355,0.818662359,0.961227787,0
Gm3259,-0.086960801,0.818676667,0.961227787,0
Atp2c2,-0.087084731,0.818736672,0.961227787,0
NonTargetingControlGuideForMouse_150,-0.087163192,0.818776367,0.961227787,0
Snn,-0.087163794,0.818776829,0.961227787,0
Il17d,-0.087292263,0.818839603,0.961227787,0
mmu-mir-598,-0.087331383,0.818862682,0.961227787,0
Adam23,-0.087388324,0.818885299,0.961227787,0
Msi2,-0.087429432,0.818900992,0.961227787,0
Fap,-0.087449159,0.818906531,0.961227787,0
Lpar3,-0.087468447,0.818918071,0.961227787,0
Nras,-0.087655529,0.81899423,0.961227787,0
Lect1,-0.087702014,0.81901454,0.961227787,0
Sh3gl3,-0.087769903,0.819049619,0.961227787,0
Plbd2,-0.087890462,0.81910547,0.961227787,0
Fam161a,-0.087970859,0.819141011,0.961227787,0
Apol7a,-0.088020645,0.819165013,0.961227787,0
Serf1,-0.088087526,0.819190399,0.961227787,0
Snx13,-0.088175911,0.81922871,0.961227787,0
Birc2,-0.088192014,0.819235634,0.961227787,0
Gpx4,-0.088259044,0.819270713,0.961227787,0
Gin1,-0.088270242,0.819275329,0.961227787,0
Cryl1,-0.088587837,0.819431802,0.961227787,0
Tas2r131,-0.088641208,0.819454881,0.961227787,0
Gxylt2,-0.088806776,0.819529656,0.961227787,0
Ptprn2,-0.088826374,0.819541657,0.961227787,0
Ctrl,-0.08885588,0.819550427,0.961227787,0
Mboat1,-0.089380396,0.819771521,0.961227787,0
Srsf2,-0.08938798,0.819776137,0.961227787,0
BC037034,-0.089691816,0.819925687,0.961227787,0
Pir,-0.089748961,0.819949688,0.961227787,0
mmu-mir-1907,-0.08979791,0.819973229,0.961227787,0
Zfp512,-0.090038264,0.8200997,0.961227787,0
Olfr1246,-0.090158844,0.820154166,0.961227787,0
Ebf4,-0.090186657,0.820168474,0.961227787,0
Tfpt,-0.090234165,0.820199862,0.961227787,0
Taf1a,-0.090243106,0.8202054,0.961227787,0
Ftmt,-0.090274246,0.820217863,0.961227787,0
Krtap9-5,-0.090416444,0.820284791,0.961227787,0
Sec16b,-0.090463628,0.820304177,0.961227787,0
Plk2,-0.090644157,0.820383568,0.961227787,0
Wtip,-0.090721439,0.820411724,0.961227787,0
Cacna1f,-0.090849439,0.820472652,0.961227787,0
B3gat2,-0.090990518,0.820541426,0.961227787,0
Timp2,-0.091145891,0.820607893,0.961227787,0
Kctd6,-0.091404848,0.820720517,0.961227787,0
Pcdhb18,-0.091404965,0.820720517,0.961227787,0
Tbxas1,-0.091420604,0.82073021,0.961227787,0
Cdca4,-0.091533568,0.820774521,0.961227787,0
Gm16404,-0.091741282,0.820868221,0.961227787,0
Gsta4,-0.091845044,0.820919455,0.961227787,0
Stra6,-0.091862101,0.820924994,0.961227787,0
Lmnb2,-0.091901158,0.820942534,0.961227787,0
Slc17a9,-0.091937669,0.820959612,0.961227787,0
Psg26,-0.091997039,0.820993307,0.961227787,0
Antxr1,-0.092038324,0.821015924,0.961227787,0
Olfr483,-0.092181944,0.821075467,0.961227787,0
Armcx4,-0.092322834,0.82114655,0.961227787,0
Olfm1,-0.09280613,0.821378721,0.961227787,0
Dennd1c,-0.09305436,0.821494115,0.961227787,0
Trim44,-0.093135705,0.821524117,0.961227787,0
Nup210l,-0.093336614,0.821618278,0.961227787,0
Cdk10,-0.093417837,0.821652896,0.961227787,0
Mdga1,-0.093477368,0.821680129,0.961227787,0
Tmem202,-0.093511233,0.821696746,0.961227787,0
Jmjd7,-0.093547814,0.821713363,0.961227787,0
Htr5b,-0.093755188,0.82180937,0.961227787,0
Proser2,-0.09398714,0.821915994,0.961227787,0
Glmn,-0.093990235,0.821916917,0.961227787,0
Yipf5,-0.094030384,0.821941842,0.961227787,0
Scgb1a1,-0.09413195,0.821981075,0.961227787,0
Olfr340,-0.094140859,0.821983845,0.961227787,0
mmu-mir-6380,-0.094388615,0.822105239,0.961227787,0
Aaed1,-0.094944426,0.822332795,0.961227787,0
Gcnt4,-0.094957455,0.822336949,0.961227787,0
Ptgdr,-0.095013355,0.822360489,0.961227787,0
Ucma,-0.095032432,0.822364643,0.961227787,0
Aadacl3,-0.095047859,0.822371105,0.961227787,0
Lrrn4cl,-0.095322145,0.822499423,0.961227787,0
H2-M10.5,-0.095432331,0.822547427,0.961227787,0
BC048609,-0.095732352,0.822675744,0.961227787,0
Ppdpf,-0.095812527,0.82271267,0.961227787,0
AU040320,-0.095923467,0.822761597,0.961227787,0
Gm19402,-0.096345467,0.822960535,0.961227787,0
Arx,-0.096470562,0.82302054,0.961227787,0
Tufm,-0.096701933,0.823114701,0.961227787,0
Kcnc3,-0.096849322,0.823175629,0.961227787,0
Oplah,-0.096860292,0.82317886,0.961227787,0
Nhs,-0.09689825,0.82319363,0.961227787,0
Tnfrsf1b,-0.097289073,0.823381952,0.961227787,0
Flt3,-0.097336112,0.823404108,0.961227787,0
Dvl2,-0.097397709,0.823431802,0.961227787,0
Aebp2,-0.097434763,0.823446573,0.961227787,0
Otor,-0.097441089,0.823450727,0.961227787,0
Btla,-0.097488522,0.823473344,0.961227787,0
Papd7,-0.09756644,0.82350427,0.961227787,0
mmu-mir-29b-1,-0.097617996,0.823526887,0.961227787,0
9230110F15Rik,-0.097848637,0.82363351,0.961227787,0
Glyat,-0.09844144,0.823897069,0.961227787,0
2010106E10Rik,-0.098475387,0.823912301,0.961227787,0
Kcnh1,-0.098483261,0.823916917,0.961227787,0
Pdlim4,-0.098727536,0.824032772,0.961227787,0
mmu-mir-450a-2,-0.098825364,0.824068313,0.961227787,0
Doxl2,-0.099133143,0.824200323,0.961227787,0
Cyp2d9,-0.099302745,0.824271405,0.961227787,0
Kif22,-0.09935365,0.824304639,0.961227787,0
NonTargetingControlGuideForMouse_82,-0.099422258,0.824337411,0.961227787,0
Dusp28,-0.099537733,0.824391415,0.961227787,0
Bzrap1,-0.099660504,0.82444588,0.961227787,0
mmu-mir-6990,-0.099857855,0.824535426,0.961227787,0
Olfr635,-0.099921933,0.824562659,0.961227787,0
Rsad2,-0.100102713,0.82464528,0.961227787,0
Piezo1,-0.100156716,0.824663282,0.961227787,0
Chad,-0.100408896,0.824778214,0.961227787,0
Ambra1,-0.100545421,0.824834987,0.961227787,0
Naa60,-0.100554775,0.82483868,0.961227787,0
Rcbtb2,-0.100691441,0.82489453,0.961227787,0
Topbp1,-0.100784877,0.824931456,0.961227787,0
Det1,-0.100959712,0.825013616,0.961227787,0
Clmn,-0.10096109,0.82501454,0.961227787,0
Olfr221,-0.101033526,0.825042234,0.961227787,0
Abhd15,-0.101082713,0.825067621,0.961227787,0
mmu-mir-664,-0.10118905,0.825102239,0.961227787,0
Dapp1,-0.101232787,0.825124856,0.961227787,0
Cyb561a3,-0.101239319,0.825127164,0.961227787,0
Tex40,-0.101310455,0.825153935,0.961227787,0
Slc39a3,-0.101390839,0.825190399,0.961227787,0
Arid4a,-0.101409665,0.825199631,0.961227787,0
Cml5,-0.101423623,0.825207016,0.961227787,0
Klk5,-0.101482096,0.825231941,0.961227787,0
Pex5l,-0.101652274,0.825305331,0.961227787,0
Gramd3,-0.101794458,0.825368105,0.961227787,0
NonTargetingControlGuideForMouse_156,-0.101876301,0.825405493,0.961227787,0
Opn4,-0.102140495,0.825521809,0.961227787,0
Vmn1r87,-0.102145517,0.825524117,0.961227787,0
Magea1,-0.102327809,0.825592892,0.961227787,0
Asrgl1,-0.102412691,0.825633972,0.961227787,0
Asph,-0.102514515,0.825677821,0.961227787,0
Zc3hc1,-0.102557775,0.82569213,0.961227787,0
Zfp358,-0.102595963,0.825707824,0.961227787,0
mmu-mir-669n,-0.102637844,0.825733672,0.961227787,0
Zfp119a,-0.102684295,0.825752596,0.961227787,0
Taar7a,-0.10271296,0.825763213,0.961227787,0
Pou6f1,-0.102988403,0.825884145,0.961227787,0
Mbd5,-0.10390535,0.826298638,0.961227787,0
Plekhg4,-0.104349065,0.826488807,0.961227787,0
Myh10,-0.104507938,0.826560812,0.961227787,0
Klk1b27,-0.10453337,0.82657189,0.961227787,0
Cisd2,-0.104539576,0.82657466,0.961227787,0
Slc6a9,-0.104593623,0.826596815,0.961227787,0
Lrat,-0.104603414,0.826600508,0.961227787,0
Lypd5,-0.104607625,0.826602354,0.961227787,0
Ube2d1,-0.104607675,0.826602354,0.961227787,0
mmu-mir-672,-0.104699994,0.826643434,0.961227787,0
St8sia1,-0.104810978,0.826688207,0.961227787,0
Tatdn1,-0.104971398,0.82676252,0.961227787,0
Olfr624,-0.104997374,0.826772675,0.961227787,0
Pspn,-0.105014178,0.826784214,0.961227787,0
mmu-let-7k,-0.105041621,0.826793446,0.961227787,0
Nudt8,-0.105108386,0.826816524,0.961227787,0
Angpt1,-0.105285886,0.826901454,0.961227787,0
Rgs22,-0.105368659,0.82694438,0.961227787,0
Vmn1r23,-0.105817781,0.827146088,0.961227787,0
mmu-mir-19a,-0.106171597,0.8272961,0.961227787,0
2810006K23Rik,-0.106239908,0.827323333,0.961227787,0
Lix1l,-0.106357798,0.827376414,0.961227787,0
Hoxb9,-0.106546711,0.827449342,0.961227787,0
Usf2,-0.106734082,0.827531502,0.961227787,0
Tnni3k,-0.106757252,0.827543965,0.961227787,0
Prkce,-0.10676828,0.827552273,0.961227787,0
Zfp185,-0.106770605,0.827555504,0.961227787,0
Usp11,-0.106781325,0.827557812,0.961227787,0
Atp1a2,-0.106831246,0.827575352,0.961227787,0
Trpv6,-0.106896301,0.827608124,0.961227787,0
Olfr112,-0.106915784,0.827613663,0.961227787,0
Olfr391-ps,-0.106928537,0.827620125,0.961227787,0
Ccpg1,-0.107012158,0.827653358,0.961227787,0
1700023E05Rik,-0.107042033,0.827664436,0.961227787,0
Fgf8,-0.107057714,0.827669975,0.961227787,0
Akt1s1,-0.107152365,0.827710132,0.961227787,0
mmu-mir-568,-0.107235353,0.827743826,0.961227787,0
Ccdc61,-0.107274532,0.827762751,0.961227787,0
Echdc3,-0.107289073,0.827766905,0.961227787,0
Rbm44,-0.107334969,0.827792292,0.961227787,0
Adamts1,-0.107454805,0.827842603,0.961227787,0
Rxfp4,-0.107514738,0.827867067,0.961227787,0
Chmp4b,-0.107633754,0.827927071,0.961227787,0
Fer1l4,-0.10766235,0.827937688,0.961227787,0
Ccdc64,-0.107665938,0.827939534,0.961227787,0
Rnf149,-0.108011583,0.828079852,0.961227787,0
Zak,-0.108380465,0.828244634,0.961227787,0
Sdc1,-0.10844528,0.828274637,0.961227787,0
Nkg7,-0.108648592,0.828354489,0.961227787,0
Rgs5,-0.108651309,0.828356797,0.961227787,0
Bpgm,-0.108852174,0.82843988,0.961227787,0
0610007P14Rik,-0.108992644,0.828501731,0.961227787,0
mmu-mir-144,-0.109015244,0.828514655,0.961227787,0
Emid1,-0.109123345,0.828561274,0.961227787,0
Gprc6a,-0.109207193,0.828598661,0.961227787,0
Chrac1,-0.109382991,0.828669282,0.961227787,0
Oxsr1,-0.109396318,0.828675283,0.961227787,0
mmu-mir-676,-0.109543432,0.828749596,0.961227787,0
Lsm7,-0.109625219,0.828782368,0.961227787,0
Ccdc125,-0.10964236,0.82878883,0.961227787,0
Faim2,-0.109699662,0.828813293,0.961227787,0
Hsd17b1,-0.109792317,0.828855297,0.961227787,0
Pmp2,-0.109832118,0.828873298,0.961227787,0
Ankrd12,-0.109840318,0.828878837,0.961227787,0
Pnpla3,-0.109921771,0.82892361,0.961227787,0
Gm5803,-0.110102321,0.828998846,0.961227787,0
Gtf2a1,-0.110131529,0.829010847,0.961227787,0
Sval2,-0.110207616,0.829040849,0.961227787,0
Wdyhv1,-0.110422398,0.829134549,0.961227787,0
Olfr1512,-0.11044553,0.829145627,0.961227787,0
Gpr135,-0.110788818,0.829295638,0.961227787,0
Coa4,-0.110844992,0.829320563,0.961227787,0
Vmn1r233,-0.110910048,0.829348258,0.961227787,0
Lmbr1l,-0.110924329,0.82935195,0.961227787,0
Prss43,-0.110973804,0.829370875,0.961227787,0
Slc28a3,-0.11105193,0.829401339,0.961227787,0
Tmem132d,-0.111068649,0.829407339,0.961227787,0
Pnliprp1,-0.11115031,0.829438726,0.961227787,0
Gpr98,-0.111152605,0.829441495,0.961227787,0
Lrrtm4,-0.111240104,0.829483037,0.961227787,0
3110035E14Rik,-0.111460864,0.829579045,0.961227787,0
Tgfbi,-0.111498679,0.829593815,0.961227787,0
Oas1b,-0.111550074,0.829611355,0.961227787,0
Elmo2,-0.11156334,0.829617355,0.961227787,0
Pkn1,-0.111611955,0.829635357,0.961227787,0
Wdfy3,-0.111629194,0.829641357,0.961227787,0
Hoxd4,-0.111665948,0.82965382,0.961227787,0
Tnfrsf17,-0.111689091,0.829665359,0.961227787,0
Bpifa6,-0.111787408,0.829707824,0.961227787,0
Dcdc2c,-0.112020949,0.829807985,0.961227787,0
mmu-mir-3085,-0.112083201,0.829836603,0.961227787,0
Cidec,-0.112244092,0.829893838,0.961227787,0
Tnfsf10,-0.112560035,0.830028618,0.961227787,0
Ins2,-0.112948683,0.830182322,0.961227787,0
Mnt,-0.113106604,0.83024648,0.961227787,0
Mctp2,-0.113215437,0.830305562,0.961227787,0
Bmp8a,-0.113310018,0.83034895,0.961227787,0
Klrb1f,-0.113419201,0.830402492,0.961227787,0
Kcnh6,-0.113728853,0.830532195,0.961227787,0
Prkd2,-0.113771784,0.830552504,0.961227787,0
Bcl6b,-0.113833908,0.830580198,0.961227787,0
Cers1,-0.11390053,0.830604662,0.961227787,0
Ints10,-0.113965309,0.830634664,0.961227787,0
Zfp955b,-0.114195693,0.830739441,0.961227787,0
Efr3a,-0.114399321,0.830839141,0.961227787,0
Klra10,-0.114551149,0.830901916,0.961227787,0
Gm8439,-0.114595926,0.830918071,0.961227787,0
Cfhr1,-0.114621275,0.830927302,0.961227787,0
Fam134c,-0.114692255,0.830957766,0.961227787,0
mmu-mir-376c,-0.114789899,0.830999308,0.961227787,0
Mecom,-0.114797934,0.831002539,0.961227787,0
Twsg1,-0.114945473,0.831067159,0.961227787,0
Lgals2,-0.114992271,0.831090699,0.961227787,0
1810009J06Rik,-0.115037679,0.831105931,0.961227787,0
Fam78a,-0.115054807,0.831113316,0.961227787,0
Tex24,-0.115316177,0.831233326,0.961227787,0
Tbc1d5,-0.115369802,0.831258712,0.961227787,0
Mex3a,-0.115723794,0.831409185,0.961227787,0
Pck1,-0.115775596,0.831427648,0.961227787,0
Lypd8,-0.115878096,0.831471959,0.961227787,0
Dpf1,-0.115924976,0.831493653,0.961227787,0
Elovl1,-0.115971451,0.831513963,0.961227787,0
Pth2r,-0.11605308,0.83155135,0.961227787,0
Ttll6,-0.116100817,0.831566582,0.961227787,0
Chmp3,-0.116113754,0.831573044,0.961227787,0
Zbtb20,-0.116222895,0.83161874,0.961227787,0
Gata6,-0.116286528,0.831650127,0.961227787,0
Sik3,-0.116372553,0.831694438,0.961227787,0
Tep1,-0.116448986,0.831734595,0.961227787,0
Glrx5,-0.116543088,0.83177429,0.961227787,0
Olfr107,-0.116604286,0.831810293,0.961227787,0
Bik,-0.116633309,0.831824602,0.961227787,0
Bahd1,-0.116694876,0.831848142,0.961227787,0
Alkbh8,-0.116897702,0.831939534,0.961227787,0
mmu-mir-7210,-0.116938724,0.831957535,0.961227787,0
Olfr1034,-0.116996572,0.83198246,0.961227787,0
Foxd1,-0.117131406,0.832036003,0.961227787,0
Tspyl1,-0.117588924,0.832235403,0.961227787,0
Tex36,-0.117656537,0.832262174,0.961227787,0
mmu-mir-653,-0.117664299,0.832267251,0.961227787,0
Smug1,-0.117684061,0.832273713,0.961227787,0
Tmem132a,-0.117688274,0.832275098,0.961227787,0
Oas1g,-0.117694479,0.832280175,0.961227787,0
Trpc1,-0.117728879,0.832298638,0.961227787,0
Vgf,-0.117877349,0.83235772,0.961227787,0
Cyp4f40,-0.117982094,0.832400646,0.961227787,0
Fbxo38,-0.118201172,0.832497577,0.961227787,0
Abhd16b,-0.118290385,0.832542811,0.961227787,0
Steap2,-0.118341508,0.832564505,0.961227787,0
Dnajb12,-0.118510523,0.832630048,0.961227787,0
Lipn,-0.118520781,0.832633279,0.961227787,0
Vmn1r76,-0.118732317,0.832717286,0.961227787,0
Mertk,-0.118793655,0.832739903,0.961227787,0
Upf3b,-0.118881493,0.832778214,0.961227787,0
Asic5,-0.118896727,0.83278606,0.961227787,0
Syna,-0.118914696,0.83279483,0.961227787,0
Gngt2,-0.118980263,0.832826217,0.961227787,0
Zic2,-0.119037472,0.832859451,0.961227787,0
Tas2r113,-0.11930504,0.832972536,0.961227787,0
Gm7694,-0.119398845,0.833018694,0.961227787,0
Lrrc16b,-0.119423769,0.833030695,0.961227787,0
Pcp4l1,-0.11950819,0.833066236,0.961227787,0
Meox1,-0.119513483,0.833066697,0.961227787,0
Btbd9,-0.119530834,0.833072236,0.961227787,0
Gm4841,-0.119547027,0.833081468,0.961227787,0
Mefv,-0.119548288,0.833081468,0.961227787,0
Ano2,-0.119628774,0.833120702,0.961227787,0
Olfr713,-0.120162005,0.83335472,0.961227787,0
Adam11,-0.120299712,0.833406416,0.961227787,0
Pax6,-0.120424716,0.833459497,0.961227787,0
Zfp605,-0.120604725,0.833531964,0.961227787,0
Arhgap39,-0.120793966,0.833611816,0.961227787,0
mmu-mir-491,-0.120804685,0.833619201,0.961227787,0
Zfp438,-0.120849113,0.833634895,0.961227787,0
Fcna,-0.120859679,0.833639511,0.961227787,0
Dusp26,-0.120964521,0.833684283,0.961227787,0
Gm14137,-0.121070765,0.833731364,0.961227787,0
Ezh1,-0.121124782,0.833752596,0.961227787,0
Smad9,-0.12114507,0.833757674,0.961227787,0
Timm23,-0.121151483,0.833760443,0.961227787,0
Gpr82,-0.121201823,0.833780291,0.961227787,0
Cilp2,-0.121388264,0.833839372,0.961227787,0
Vmn1r69,-0.121395995,0.833843065,0.961227787,0
Nkx6-1,-0.121407869,0.833847681,0.961227787,0
Ccdc166,-0.12144441,0.83385922,0.961227787,0
C1qtnf2,-0.121470551,0.833867067,0.961227787,0
Ccdc157,-0.12147064,0.833867067,0.961227787,0
Olfr972,-0.121595858,0.83392384,0.961227787,0
BC051665,-0.121704233,0.833961689,0.961227787,0
mmu-mir-6404,-0.121790798,0.833999077,0.961227787,0
