"GeneSymbol","EntrezID","num","neg.score","neg.p.value","neg.fdr","neg.rank","neg.goodsgrna","neg.lfc","pos.score","pos.p.value","pos.fdr","pos.rank","pos.goodsgrna","pos.lfc","replicate1","replicate2","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","KEGG.4","KEGG.class.iteration4","Network.4","Network.class.iteration4","Pathway"
"BLVRB",645,5,0.1013,0.25463,0.995379,5399,2,-0.38576,0.2669,0.40698,0.990367,9005,2,-0.38576,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"BLZF1",8548,6,0.17418,0.38451,0.995379,7919,2,0.57258,0.157,0.30828,0.990367,6244,2,0.57258,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BMF",90427,6,0.014424,0.05706,0.991427,1185,5,-3.258,0.05475,0.14913,0.990367,2957,1,-3.258,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BMI1",648,6,0.34535,0.58171,0.995379,12067,3,-0.34465,0.34208,0.50276,0.990367,10494,2,-0.34465,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"BMP1",649,6,0.18406,0.39978,0.995379,8196,3,-0.23207,0.43483,0.58325,0.990367,12328,2,-0.23207,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BMP10",27302,6,0.60811,0.78634,0.99581,16593,2,0.1888,0.27814,0.4487,0.990367,9229,2,0.1888,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BMP15",9210,6,0.54378,0.75585,0.99581,15796,2,0.81121,0.20226,0.374,0.990367,7520,3,0.81121,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"BMP2",650,6,0.9949,0.99493,0.999816,21581,0,0.8705,0.24197,0.41833,0.990367,8504,2,0.8705,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"BMP2K",55589,6,0.17725,0.38925,0.995379,7997,3,-0.070634,0.53872,0.67772,0.990991,14274,2,-0.070634,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BMP3",651,6,0.70353,0.8356,0.99581,17777,1,0.77651,0.082913,0.19548,0.990367,3936,2,0.77651,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BMP4",652,6,0.39619,0.62756,0.995379,13096,2,0.61073,0.20246,0.37428,0.990367,7525,3,0.61073,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"BMP5",653,6,0.21258,0.44284,0.995379,9057,2,0.68776,0.51479,0.65542,0.990367,13815,2,0.68776,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"BMP6",654,6,0.56521,0.76566,0.99581,16065,1,1.4957,0.032273,0.095141,0.990367,1905,4,1.4957,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"BMP7",655,5,0.98833,0.98832,0.999727,21430,0,0.78007,0.41785,0.56082,0.990367,12001,2,0.78007,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"BMP8A",353500,5,0.63329,0.77264,0.99581,16879,2,0.21054,0.32159,0.46214,0.990367,10110,2,0.21054,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"BMP8B",656,4,0.58226,0.72464,0.995579,16280,1,1.1878,0.073191,0.1616,0.990367,3604,2,1.1878,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"BMPER",168667,6,0.0031604,0.01542,0.964662,316,6,-1.8844,0.99684,0.99689,0.999983,21615,0,-1.8844,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BMPR1A",657,6,0.39351,0.62519,0.995379,13049,3,0.63655,0.11424,0.24404,0.990367,4954,3,0.63655,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"BMPR1B",658,6,0.094645,0.25189,0.995379,5158,2,0.90601,0.74972,0.77574,0.992015,16822,1,0.90601,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"BMPR2",659,6,0.1566,0.35664,0.995379,7322,4,-0.93928,0.21633,0.39374,0.990367,7925,2,-0.93928,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"BMS1",9790,6,0.050471,0.16119,0.995379,3276,3,-2.2787,0.19425,0.36252,0.990367,7304,1,-2.2787,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"BMX",660,6,0.36524,0.59969,0.995379,12464,2,0.023799,0.84506,0.84578,0.99405,18446,1,0.023799,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BNC1",646,6,0.26139,0.50413,0.995379,10307,1,1.1578,0.41497,0.56577,0.990367,11939,2,1.1578,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BNC2",54796,6,0.17418,0.38451,0.995379,7915,1,1.6478,0.032065,0.094604,0.990367,1890,4,1.6478,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BNIP1",662,6,0.26698,0.50935,0.995379,10438,3,-0.69636,0.38429,0.53907,0.990367,11290,2,-0.69636,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"BNIP2",663,6,0.24378,0.48736,0.995379,9944,3,-0.41512,0.74682,0.77404,0.992015,16777,1,-0.41512,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BNIP3",664,6,0.055823,0.17538,0.995379,3541,2,-0.13775,0.86871,0.86874,0.99648,18912,0,-0.13775,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"BNIP3L",665,6,0.031293,0.10821,0.995379,2209,2,1.1176,0.076594,0.18558,0.990367,3714,3,1.1176,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"BNIPL",149428,6,0.21654,0.44865,0.995379,9172,4,-0.41788,0.93055,0.93077,0.99901,20164,0,-0.41788,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BOC",91653,6,0.19594,0.41792,0.995379,8552,2,0.17118,0.0030109,0.012654,0.973334,256,1,0.17118,0,0,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"BOD1",91272,5,0.26516,0.47342,0.995379,10399,3,-0.67901,0.95406,0.95423,0.99901,20707,0,-0.67901,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BOD1L1",259282,5,0.3804,0.60392,0.995379,12795,3,-0.42609,0.90717,0.90722,0.99901,19684,0,-0.42609,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BOD1L2",284257,6,0.39994,0.63092,0.995379,13189,3,0.23991,0.056097,0.15233,0.990367,3016,2,0.23991,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BOK",666,5,0.15005,0.33261,0.995379,7082,2,-0.14636,0.73442,0.7439,0.992015,16601,1,-0.14636,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"BOLA1",51027,6,0.19594,0.41792,0.995379,8555,2,0.77414,0.1249,0.26009,0.990367,5270,3,0.77414,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BOLA2",552900,6,0.99448,0.99452,0.999816,21572,0,1.9011,0.038306,0.1101,0.990367,2168,4,1.9011,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BOLA3",388962,6,0.97974,0.97989,0.999727,21253,0,0.73145,0.44279,0.59041,0.990367,12478,2,0.73145,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BOLL",66037,5,0.41768,0.63246,0.995379,13511,1,-0.21367,0.7414,0.74937,0.992015,16709,1,-0.21367,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BOP1",23246,6,0.37266,0.60631,0.995379,12636,2,1.4238,0.037426,0.10792,0.990367,2122,4,1.4238,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BORA",79866,6,0.1678,0.37452,0.995379,7712,4,-0.98608,0.67132,0.73352,0.992015,15707,1,-0.98608,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BPGM",669,6,0.21221,0.44228,0.995379,9049,4,-0.45709,0.44454,0.59196,0.990367,12508,2,-0.45709,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"BPHL",670,6,0.77722,0.87768,0.996821,18782,2,2.8461,0.0032743,0.01367,0.973334,279,4,2.8461,0,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"BPI",671,6,0.31225,0.55138,0.995379,11349,3,-1.1992,0.84733,0.84785,0.99405,18490,1,-1.1992,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BPIFA1",51297,6,0.40306,0.63371,0.995379,13235,3,0.055011,0.1429,0.28729,0.990367,5849,2,0.055011,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BPIFA2",140683,6,0.95099,0.9547,0.998806,20713,1,0.69639,0.42637,0.5758,0.990367,12163,2,0.69639,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BPIFA3",128861,6,0.74214,0.85699,0.995987,18323,2,1.3207,0.010211,0.037602,0.973334,780,3,1.3207,0,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"BPIFB1",92747,6,0.99626,0.99631,0.999816,21616,0,1.2246,0.068843,0.1732,0.990367,3447,3,1.2246,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BPIFB2",80341,6,0.12807,0.30954,0.995379,6385,4,-0.66346,0.94828,0.94843,0.99901,20559,0,-0.66346,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BPIFB3",359710,6,0.53068,0.74526,0.995725,15566,3,0.07355,0.24323,0.41937,0.990367,8520,2,0.07355,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BPIFB4",149954,6,0.53104,0.74555,0.995725,15570,2,1.0511,0.1737,0.33279,0.990367,6718,3,1.0511,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BPIFB6",128859,6,0.032932,0.1129,0.995379,2298,5,-3.0434,0.68342,0.73934,0.992015,15875,1,-3.0434,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BPIFC",254240,6,0.50101,0.71965,0.995579,15033,3,0.71798,0.035626,0.10344,0.990367,2065,3,0.71798,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BPNT1",10380,6,0.52465,0.74006,0.995579,15456,1,0.62185,0.48924,0.63206,0.990367,13367,2,0.62185,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"BPTF",2186,6,0.15879,0.36013,0.995379,7396,4,-0.90358,0.28212,0.45197,0.990367,9315,2,-0.90358,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BPY2",9083,5,0.94774,0.94794,0.998806,20658,0,1.1879,0.76752,0.77082,0.992015,17092,1,1.1879,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BPY2C",442868,1,0.34109,0.34132,0.995379,11958,1,-0.92046,0.65891,0.65891,0.990367,15569,0,-0.92046,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BRAF",673,6,0.10955,0.27803,0.995379,5712,3,-0.099769,0.41603,0.5667,0.990367,11965,2,-0.099769,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"BRAP",8315,6,0.61039,0.78747,0.99581,16615,2,0.89323,0.2102,0.38516,0.990367,7738,2,0.89323,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"BRAT1",221927,6,0.23589,0.47682,0.995379,9732,3,-0.3829,0.20293,0.37493,0.990367,7540,2,-0.3829,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BRCA1",672,6,0.20627,0.43346,0.995379,8870,2,0.28219,0.30618,0.47223,0.990367,9821,2,0.28219,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"BRCA2",675,6,0.53967,0.7528,0.99581,15727,3,-0.1292,0.13787,0.27971,0.990367,5710,2,-0.1292,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"BRCC3",79184,6,0.059112,0.18385,0.995379,3715,3,-0.80437,0.14841,0.29549,0.990367,6022,3,-0.80437,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"BRD1",23774,6,0.38727,0.61957,0.995379,12929,1,1.8811,0.012499,0.043793,0.990367,902,4,1.8811,0,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"BRD2",6046,6,0.024787,0.089107,0.995379,1830,4,-3.741,0.97321,0.97326,0.999983,21083,0,-3.741,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BRD3",8019,6,0.5161,0.73279,0.995579,15287,2,-0.2061,0.39701,0.55014,0.990367,11556,2,-0.2061,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BRD4",23476,6,0.22145,0.45578,0.995379,9321,4,-1.0046,0.60407,0.70344,0.991961,14954,1,-1.0046,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BRD7",29117,6,0.48014,0.70145,0.995579,14663,2,0.1358,0.44502,0.59237,0.990367,12519,1,0.1358,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BRD8",10902,6,0.0575,0.17968,0.995379,3627,4,-1.238,0.023775,0.073649,0.990367,1484,2,-1.238,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BRD9",65980,6,0.10867,0.2765,0.995379,5670,4,-1.0312,0.15014,0.29807,0.990367,6068,1,-1.0312,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BRDT",676,6,0.98233,0.9825,0.999727,21314,0,2.0488,0.0045117,0.018384,0.973334,368,5,2.0488,0,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"BRF1",2972,6,0.17245,0.38181,0.995379,7860,4,-1.7979,0.53771,0.67676,0.990743,14262,1,-1.7979,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BRF2",55290,6,0.03461,0.11765,0.995379,2387,4,-3.6858,0.35858,0.51685,0.990367,10813,2,-3.6858,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BRI3",25798,6,0.52708,0.74217,0.995579,15499,3,-0.55764,0.87492,0.875,0.997337,19029,0,-0.55764,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BRI3BP",140707,6,0.7245,0.84702,0.995872,18084,1,1.7081,0.0052796,0.021253,0.973334,429,5,1.7081,0,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"BRICD5",283870,6,0.31167,0.55085,0.995379,11335,2,0.39492,0.059858,0.15886,0.990367,3148,2,0.39492,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BRINP1",1620,4,0.072753,0.17654,0.995379,4318,2,-0.50752,0.59102,0.61308,0.990367,14805,1,-0.50752,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BRINP2",57795,6,0.95392,0.95668,0.998806,20761,1,0.91344,0.22225,0.40199,0.990367,8105,2,0.91344,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BRINP3",339479,6,0.87186,0.92053,0.998285,19786,1,1.0511,0.19435,0.36268,0.990367,7309,3,1.0511,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BRIP1",83990,6,0.0042202,0.020162,0.983147,398,6,-1.9627,0.99578,0.99584,0.999983,21591,0,-1.9627,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"BRIX1",55299,5,0.045457,0.13396,0.995379,3013,3,-2.447,0.42681,0.57004,0.990367,12172,1,-2.447,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BRK1",55845,6,0.18245,0.39729,0.995379,8139,2,0.14707,0.21685,0.39449,0.990367,7947,3,0.14707,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"BRMS1",25855,6,0.14525,0.33814,0.995379,6954,2,0.35436,0.80483,0.8127,0.992362,17715,1,0.35436,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BRMS1L",84312,6,0.09564,0.2537,0.995379,5186,2,0.74988,0.056224,0.15264,0.990367,3021,3,0.74988,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BROX",148362,6,0.084781,0.23432,0.995379,4774,4,-1.4337,0.77013,0.78868,0.992015,17135,1,-1.4337,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BRPF1",7862,5,0.98981,0.98985,0.999727,21471,0,1.1939,0.099198,0.21168,0.990367,4435,3,1.1939,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BRPF3",27154,6,0.23589,0.47682,0.995379,9730,2,2.3142,0.0038786,0.015961,0.973334,317,4,2.3142,0,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"BRS3",680,6,0.020437,0.075862,0.995379,1561,3,-0.51912,0.92542,0.92566,0.99901,20046,0,-0.51912,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"BRSK1",84446,6,0.69183,0.82923,0.99581,17611,2,1.329,0.13881,0.28106,0.990367,5739,3,1.329,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BRSK2",9024,6,0.69385,0.83029,0.99581,17643,2,0.2423,0.10897,0.23593,0.990367,4779,2,0.2423,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BRWD1",54014,6,0.18088,0.39489,0.995379,8097,3,-0.94698,0.90258,0.9027,0.99901,19585,0,-0.94698,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BRWD3",254065,6,0.18406,0.39978,0.995379,8201,2,-0.22553,0.15109,0.29949,0.990367,6091,1,-0.22553,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BSCL2",26580,6,0.04913,0.15761,0.995379,3210,4,-0.49495,0.76502,0.78526,0.992015,17051,1,-0.49495,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BSDC1",55108,6,0.34338,0.57988,0.995379,12010,2,0.4871,0.36722,0.52429,0.990367,10980,2,0.4871,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BSG",682,6,0.24378,0.48736,0.995379,9941,2,0.96493,0.63745,0.71773,0.992015,15335,1,0.96493,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BSN",8927,6,0.68708,0.82667,0.99581,17554,2,-0.084644,0.31023,0.47566,0.990367,9915,1,-0.084644,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BSND",7809,6,0.23994,0.48258,0.995379,9856,3,-1.1025,0.54561,0.68051,0.991001,14350,1,-1.1025,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BSPH1",100131137,5,0.91226,0.91852,0.998285,20191,1,1.3754,0.097351,0.20848,0.990367,4375,3,1.3754,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BSPRY",54836,6,0.36307,0.5977,0.995379,12425,2,1.0365,0.0098281,0.036554,0.973334,754,3,1.0365,0,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"BST1",683,6,0.48153,0.70266,0.995579,14717,2,-0.24619,0.94806,0.94821,0.99901,20554,0,-0.24619,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"BST2",684,6,0.018366,0.069386,0.995379,1426,5,-2.0556,0.98796,0.988,0.999983,21424,0,-2.0556,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BSX",390259,6,0.014557,0.057472,0.991427,1190,5,-4.5702,0.59191,0.69853,0.991961,14816,1,-4.5702,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BTAF1",9044,6,0.43061,0.65811,0.995379,13768,3,0.44135,0.11057,0.23841,0.990367,4835,3,0.44135,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BTBD1",53339,6,0.43436,0.66139,0.995427,13838,3,-0.019403,0.65564,0.72603,0.992015,15532,1,-0.019403,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BTBD10",84280,6,0.94272,0.94954,0.998806,20583,1,0.69805,0.043073,0.12161,0.990367,2417,2,0.69805,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BTBD11",121551,6,0.535,0.74889,0.995725,15653,2,-0.11898,0.29589,0.46354,0.990367,9595,2,-0.11898,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BTBD16",118663,6,0.12785,0.30918,0.995379,6374,2,0.88391,0.18181,0.34458,0.990367,6944,2,0.88391,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BTBD17",388419,5,0.099793,0.25159,0.995379,5343,1,0.53477,0.41356,0.55643,0.990367,11913,2,0.53477,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BTBD18",643376,6,0.18284,0.39789,0.995379,8174,3,-1.371,0.2493,0.4244,0.990367,8647,2,-1.371,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BTBD2",55643,6,0.25959,0.5024,0.995379,10289,3,-0.69571,0.94818,0.94833,0.99901,20558,0,-0.69571,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BTBD3",22903,6,0.09564,0.2537,0.995379,5189,1,1.7608,0.044876,0.12591,0.990367,2507,4,1.7608,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BTBD6",90135,6,0.088128,0.24029,0.995379,4910,3,-0.96141,0.34792,0.50781,0.990367,10611,1,-0.96141,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BTBD7",55727,6,0.19807,0.42114,0.995379,8606,2,1.2618,0.1134,0.24273,0.990367,4929,3,1.2618,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BTBD8",284697,6,0.050444,0.16111,0.995379,3270,4,-1.9649,0.26255,0.43565,0.990367,8916,1,-1.9649,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BTBD9",114781,6,0.36419,0.59873,0.995379,12443,3,-0.31249,0.11783,0.24943,0.990367,5065,2,-0.31249,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BTC",685,6,0.23531,0.47598,0.995379,9704,1,1.1397,0.19963,0.37022,0.990367,7452,3,1.1397,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"BTD",686,6,0.13582,0.32254,0.995379,6618,4,-0.56992,0.82564,0.82906,0.993112,18083,1,-0.56992,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"BTF3",689,5,0.43849,0.64516,0.995379,13910,2,0.21805,0.085574,0.18774,0.990367,4014,2,0.21805,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BTF3L4",91408,5,0.30791,0.52314,0.995379,11262,2,-0.37461,0.84556,0.84551,0.99405,18457,0,-0.37461,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BTG1",694,6,0.081353,0.22809,0.995379,4641,3,0.24969,0.24283,0.41905,0.990367,8516,2,0.24969,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
