"GeneSymbol","EntrezID","num","neg.score","neg.p.value","neg.fdr","neg.rank","neg.goodsgrna","neg.lfc","pos.score","pos.p.value","pos.fdr","pos.rank","pos.goodsgrna","pos.lfc","replicate1","replicate2","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","KEGG.4","KEGG.class.iteration4","Network.4","Network.class.iteration4","Pathway"
"LCE1C",353133,6,0.13594,0.32275,0.995379,6639,2,1.9673,0.0046304,0.018828,0.973334,376,4,1.9673,0,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"LCE1D",353134,6,0.10477,0.26976,0.995379,5530,3,-0.52452,0.045691,0.12785,0.990367,2544,3,-0.52452,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LCE1E",353135,4,0.79935,0.82581,0.99581,19046,1,1.3736,0.16221,0.26858,0.990367,6389,2,1.3736,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LCE1F",353137,6,0.012022,0.049339,0.989847,1022,4,-2.1296,0.18336,0.34676,0.990367,6974,2,-2.1296,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LCE2A",353139,5,0.63255,0.77213,0.99581,16851,2,0.25846,0.19739,0.33734,0.990367,7397,2,0.25846,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LCE2B",26239,6,0.10429,0.26892,0.995379,5512,4,-1.2166,0.92794,0.9282,0.99901,20118,0,-1.2166,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LCE2C",353140,6,0.61039,0.78747,0.99581,16610,1,0.96454,0.18689,0.35186,0.990367,7077,3,0.96454,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LCE2D",353141,4,0.77204,0.81074,0.99581,18709,1,0.66959,0.11715,0.21461,0.990367,5044,2,0.66959,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LCE3A",353142,6,0.059483,0.18479,0.995379,3745,5,-1.8116,0.48619,0.62928,0.990367,13293,1,-1.8116,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LCE3B",353143,6,0.91304,0.935,0.998763,20198,1,0.85768,0.17895,0.34039,0.990367,6870,3,0.85768,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LCE3C",353144,6,0.36858,0.60271,0.995379,12545,3,-0.10487,0.36156,0.51942,0.990367,10863,1,-0.10487,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LCE3D",84648,6,0.038386,0.12834,0.995379,2612,4,-2.7064,0.43833,0.58637,0.990367,12393,1,-2.7064,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LCE3E",353145,4,0.45882,0.61728,0.995379,14294,1,1.2201,0.063809,0.14505,0.990367,3283,2,1.2201,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LCE4A",199834,5,0.27904,0.48974,0.995379,10673,1,0.50987,0.14239,0.28276,0.990367,5833,2,0.50987,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LCE5A",254910,6,0.83744,0.91123,0.998285,19493,1,0.51937,0.51059,0.65161,0.990367,13739,2,0.51937,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LCE6A",448835,6,0.11187,0.28204,0.995379,5799,2,-0.013141,0.85957,0.85952,0.994959,18736,1,-0.013141,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LCK",3932,6,0.0066884,0.031024,0.989847,614,4,-4.8591,0.053323,0.14577,0.990367,2903,1,-4.8591,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"LCLAT1",253558,6,0.84577,0.91329,0.998285,19551,1,0.72917,0.83284,0.83503,0.993208,18223,1,0.72917,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"LCMT1",51451,6,0.95385,0.95664,0.998806,20759,1,1.4535,0.036828,0.10643,0.990367,2102,3,1.4535,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LCMT2",9836,5,0.09006,0.23171,0.995379,4979,3,-1.7202,0.739,0.74751,0.992015,16666,1,-1.7202,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LCN1",3933,6,0.50822,0.72594,0.995579,15155,3,0.31022,0.27111,0.44285,0.990367,9087,2,0.31022,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LCN10",414332,6,0.26361,0.50616,0.995379,10364,2,1.2173,0.062672,0.1634,0.990367,3245,3,1.2173,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LCN12",286256,6,0.074544,0.21574,0.995379,4388,2,0.78798,0.14678,0.29308,0.990367,5969,3,0.78798,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LCN15",389812,6,0.96174,0.96253,0.998985,20892,1,0.56744,0.26454,0.43731,0.990367,8954,2,0.56744,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LCN2",3934,6,0.059994,0.1861,0.995379,3775,3,-1.84,0.75434,0.77853,0.992015,16894,1,-1.84,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"LCN6",158062,6,0.60188,0.78332,0.99581,16531,2,0.72096,0.13942,0.28203,0.990367,5754,2,0.72096,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LCN8",138307,6,0.44188,0.66806,0.995427,13982,2,0.66037,0.23626,0.41362,0.990367,8399,2,0.66037,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LCN9",392399,5,0.098212,0.2484,0.995379,5277,2,-0.012791,0.28309,0.42331,0.990367,9337,2,-0.012791,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LCNL1",401562,6,0.11763,0.29188,0.995379,6021,4,-2.4518,0.78978,0.80199,0.992362,17455,1,-2.4518,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LCOR",84458,6,0.00001093,0.000078728,0.569307,2,3,-3.005,0.21199,0.38767,0.990367,7790,2,-3.005,1,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LCORL",254251,6,0.36559,0.6,0.995379,12483,3,-0.031613,0.89245,0.89261,0.99901,19370,0,-0.031613,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LCP1",3936,6,0.99176,0.99176,0.999763,21516,0,1.5299,0.039656,0.11338,0.990367,2235,4,1.5299,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LCP2",3937,6,0.97327,0.97331,0.999715,21120,0,0.84128,0.85153,0.85174,0.99405,18575,1,0.84128,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"LCT",3938,6,0.97465,0.97476,0.999727,21138,0,0.66484,0.71275,0.75465,0.992015,16290,1,0.66484,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"LCTL",197021,6,0.2207,0.4547,0.995379,9303,3,-0.39992,0.74888,0.77525,0.992015,16807,1,-0.39992,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LDB1",8861,6,0.99889,0.99889,1,21659,0,1.9448,0.0030622,0.012862,0.973334,257,5,1.9448,0,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"LDB2",9079,6,0.21357,0.44433,0.995379,9091,1,0.79784,0.12992,0.26765,0.990367,5447,2,0.79784,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LDB3",11155,6,0.25481,0.49788,0.995379,10174,3,-0.49449,0.89012,0.89024,0.99901,19330,0,-0.49449,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LDHA",3939,6,0.15374,0.35201,0.995379,7247,3,-1.3603,0.1917,0.35884,0.990367,7212,1,-1.3603,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"LDHAL6A",160287,6,0.0092402,0.040286,0.989847,800,5,-1.6985,0.98331,0.98345,0.999983,21317,0,-1.6985,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"LDHAL6B",92483,6,0.057941,0.18087,0.995379,3646,3,-0.76313,0.3237,0.4871,0.990367,10140,1,-0.76313,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"LDHB",3945,6,0.50115,0.71977,0.995579,15037,2,-0.12284,0.2311,0.40931,0.990367,8297,1,-0.12284,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"LDHC",3948,6,0.23621,0.4773,0.995379,9739,3,-0.077,0.19336,0.36122,0.990367,7272,3,-0.077,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"LDHD",197257,6,0.30406,0.54371,0.995379,11177,3,0.52268,0.14074,0.28402,0.990367,5795,3,0.52268,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"LDLR",3949,5,0.62058,0.76387,0.99581,16723,2,-0.099349,0.85381,0.85371,0.994118,18631,0,-0.099349,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"LDLRAD1",388633,6,0.20841,0.43664,0.995379,8934,1,1.4322,0.041517,0.1179,0.990367,2343,4,1.4322,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LDLRAD2",401944,6,0.69039,0.82847,0.99581,17594,2,0.74847,0.093648,0.21225,0.990367,4269,1,0.74847,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LDLRAD3",143458,6,0.031179,0.10787,0.995379,2182,3,-2.4372,0.22199,0.40163,0.990367,8099,2,-2.4372,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LDLRAD4",753,5,0.13626,0.31476,0.995379,6645,1,0.497,0.78655,0.78758,0.992015,17396,1,0.497,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LDLRAP1",26119,6,0.0015805,0.0079483,0.917185,176,5,-4.3256,0.95853,0.95851,0.999231,20810,0,-4.3256,0.5,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"LDOC1",23641,6,0.85868,0.91678,0.998285,19663,1,1.6936,0.0052406,0.021117,0.973334,425,3,1.6936,0,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"LEAP2",116842,6,0.0010373,0.005319,0.860781,116,4,-5.7807,0.79065,0.8026,0.992362,17471,1,-5.7807,0.5,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LECT2",3950,5,0.14204,0.32235,0.995379,6834,3,-1.0342,0.41221,0.5551,0.990367,11888,2,-1.0342,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LEF1",51176,6,0.36258,0.59726,0.995379,12407,3,-0.59154,0.50804,0.64925,0.990367,13707,1,-0.59154,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"LEFTY1",10637,6,0.47922,0.70067,0.995579,14649,3,0.23655,0.89142,0.89153,0.99901,19346,0,0.23655,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"LEFTY2",7044,6,0.99514,0.99518,0.999816,21587,0,0.7143,0.025449,0.077929,0.990367,1574,3,0.7143,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"LEKR1",389170,6,0.73937,0.85541,0.995987,18294,1,-0.052997,0.31836,0.48259,0.990367,10059,2,-0.052997,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LELP1",149018,6,0.060734,0.18799,0.995379,3814,5,-2.0227,0.26299,0.43602,0.990367,8928,1,-2.0227,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LEMD1",93273,6,0.76266,0.86893,0.995987,18575,2,0.42372,0.34766,0.50759,0.990367,10606,2,0.42372,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LEMD2",221496,6,0.011784,0.048577,0.989847,1010,3,0.30313,0.092444,0.21039,0.990367,4225,3,0.30313,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LEMD3",23592,4,0.018219,0.058654,0.995379,1417,2,-2.7613,0.10673,0.20208,0.990367,4700,1,-2.7613,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LENEP",55891,6,0.052668,0.16708,0.995379,3380,3,0.094311,0.079936,0.19078,0.990367,3845,2,0.094311,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LENG1",79165,5,0.10309,0.25816,0.995379,5456,3,-0.67921,0.90675,0.90682,0.99901,19668,0,-0.67921,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LENG8",114823,6,0.7595,0.86707,0.995987,18544,1,0.70921,0.44338,0.59094,0.990367,12490,1,0.70921,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LENG9",94059,6,0.043722,0.1431,0.995379,2914,5,-0.73216,0.9774,0.97752,0.999983,21171,0,-0.73216,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LEO1",123169,6,0.052668,0.16708,0.995379,3391,2,0.83585,0.18615,0.35079,0.990367,7057,3,0.83585,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LEP",3952,6,0.15618,0.35596,0.995379,7303,4,-0.85737,0.45134,0.59801,0.990367,12630,1,-0.85737,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"LEPR",3953,6,0.73842,0.85488,0.995987,18270,2,0.36125,0.45992,0.60565,0.990367,12798,2,0.36125,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"LEPROT",54741,6,0.49407,0.71353,0.995579,14933,2,0.33021,0.49065,0.63331,0.990367,13386,2,0.33021,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LEPROTL1",23484,6,0.76694,0.87148,0.996302,18643,1,1.7565,0.0043464,0.017752,0.973334,351,5,1.7565,0,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"LETM1",3954,6,0.03059,0.10618,0.995379,2156,4,-3.7975,0.047499,0.13208,0.990367,2617,2,-3.7975,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"LETM2",137994,6,0.1642,0.36884,0.995379,7578,4,-0.74366,0.81269,0.81868,0.992592,17859,1,-0.74366,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
