"GeneSymbol","EntrezID","sgRNA","CRISPR.beta","CRISPR.z","CRISPR.p.value","CRISPR.fdr","CRISPR.wald.p.value","CRISPR.wald.fdr","replicate1","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","Pathway"
"IKBKE",9641,6,0.34294,0.67431,0.7172,0.9938,0.50011,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0",NA
"IKBKG",8517,6,0.20229,0.60616,0.86164,0.9983,0.54441,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0",NA
"IKZF1",10320,6,-0.024802,-0.060747,0.31087,0.96911,0.95156,0.98741,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IKZF2",22807,6,0.25376,0.59725,0.98253,0.9993,0.55034,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IKZF3",22806,6,0.50935,0.75469,0.31253,0.96945,0.45043,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IKZF4",64375,6,0.093523,0.25034,0.56164,0.98593,0.80232,0.95791,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IKZF5",64376,6,0.11623,0.31393,0.61829,0.98948,0.75358,0.94949,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IL10",3586,6,0.23223,0.64926,0.95262,0.99913,0.51617,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL10RA",3587,6,-0.054102,-0.16623,0.2646,0.95663,0.86798,0.97025,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL10RB",3588,6,0.3509,1.157,0.69351,0.9938,0.24727,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL11",3589,6,0.41111,0.88932,0.531,0.98209,0.37383,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL11RA",3590,6,0.10826,0.25586,0.59815,0.98885,0.79806,0.95613,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL12A",3592,6,0.4519,0.83049,0.42762,0.97791,0.40626,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL12B",3593,6,0.48437,1.0701,0.35894,0.97382,0.28459,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL12RB1",3594,6,-0.26345,-0.80342,0.067475,0.7685,0.42173,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL12RB2",3595,6,0.1607,0.40293,0.74231,0.9938,0.687,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL13",3596,6,0.37131,0.76545,0.6376,0.99199,0.44401,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL13RA1",3597,6,0.34085,0.80032,0.72337,0.9938,0.42352,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL13RA2",3598,6,0.86198,0.89611,0.01673,0.49035,0.37019,0.94395,0,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"IL15",3600,6,0.14133,0.46028,0.68871,0.9938,0.64531,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL15RA",3601,6,0.27949,0.56373,0.90533,0.99913,0.57294,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL16",3603,6,0.31134,0.84293,0.80822,0.99668,0.39927,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IL17A",3605,6,0.024768,0.067596,0.40536,0.97543,0.94611,0.98672,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL17B",27190,6,0.48117,1.2175,0.36521,0.97382,0.22341,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL17C",27189,6,0.096594,0.24998,0.56948,0.98745,0.80261,0.95795,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL17D",53342,6,0.55526,0.71363,0.23261,0.9478,0.47545,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL17F",112744,6,0.52689,0.8291,0.28004,0.95663,0.40705,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL17RA",23765,6,-0.049822,-0.14946,0.27059,0.95663,0.88119,0.97369,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL17RB",55540,6,-0.027942,-0.082947,0.30589,0.96696,0.93389,0.9839,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL17RC",84818,6,-0.089149,-0.27616,0.21233,0.93278,0.78243,0.95305,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL17RD",54756,6,0.027366,0.065046,0.41107,0.97594,0.94814,0.98692,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IL17RE",132014,6,0.28937,0.61236,0.87487,0.9983,0.5403,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL17REL",400935,6,0.52872,1.019,0.27704,0.95663,0.30821,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IL18",3606,6,0.6541,1.1671,0.11398,0.85052,0.24316,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0",NA
"IL18BP",10068,6,0.36814,0.84442,0.64682,0.9937,0.39843,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IL18R1",8809,6,0.25005,0.72503,0.99401,0.99995,0.46844,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL18RAP",8807,6,0.36889,0.82111,0.64437,0.99311,0.41158,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL19",29949,6,0.15703,0.41871,0.73135,0.9938,0.67543,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL1A",3552,6,0.16356,0.45348,0.75024,0.9938,0.65021,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL1B",3553,6,0.86222,1.3949,0.016684,0.49035,0.16305,0.94395,0,"MedConf","No","MedConf","No","MedConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Cytosolic DNA-sensing pathway"
"IL1F10",84639,6,0.4195,1.0819,0.50901,0.98209,0.27931,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IL1R1",3554,6,0.38651,0.76745,0.5952,0.98885,0.44281,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL1R2",7850,6,0.32703,0.86661,0.76278,0.99494,0.38616,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL1RAP",3556,6,0.68567,1.162,0.08863,0.80339,0.24524,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL1RAPL1",11141,6,0.63171,0.81892,0.13564,0.87854,0.41283,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IL1RAPL2",26280,6,0.596,0.8861,0.17325,0.90563,0.37556,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IL1RL1",9173,6,0.47753,0.6865,0.3724,0.97461,0.4924,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IL1RL2",8808,6,0.60552,0.98178,0.16265,0.8951,0.32621,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IL1RN",3557,6,0.38559,0.70867,0.59796,0.98885,0.47853,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IL2",3558,6,0.33804,0.63259,0.73107,0.9938,0.527,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL20",50604,6,0.068743,0.16868,0.50113,0.98209,0.86605,0.9702,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL20RA",53832,6,0.40052,0.79161,0.55671,0.9842,0.42859,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL20RB",53833,6,0.41026,0.70101,0.53358,0.98209,0.48329,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL21",59067,6,0.28863,0.83856,0.87703,0.9983,0.40172,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL21R",50615,6,0.23883,0.62229,0.9735,0.9993,0.53375,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL22",50616,6,0.4511,0.80763,0.42992,0.97881,0.4193,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL22RA1",58985,6,0.17584,0.56059,0.78559,0.99598,0.57508,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL22RA2",116379,6,0.16455,0.44072,0.75305,0.9938,0.65941,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL23A",51561,6,0.41276,0.98128,0.52652,0.98209,0.32646,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL23R",149233,6,0.16122,0.36893,0.74388,0.9938,0.71218,0.94548,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL24",11009,6,0.40617,1.0863,0.54321,0.98209,0.27733,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL25",64806,6,0.53977,0.86548,0.25824,0.95452,0.38677,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL26",55801,6,0.28136,0.74554,0.89994,0.99913,0.45594,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL27",246778,6,0.51983,1.0133,0.29258,0.96222,0.3109,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IL27RA",9466,6,0.46296,0.77977,0.40277,0.97543,0.43552,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL2RA",3559,6,0.21704,0.57772,0.90607,0.99913,0.56345,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL2RB",3560,6,0.10869,0.29494,0.59921,0.98885,0.76804,0.95094,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL2RG",3561,6,0.33246,0.90543,0.74706,0.9938,0.36524,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL3",3562,6,0.1057,0.3582,0.59275,0.98885,0.72019,0.94548,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL31",386653,6,0.15293,0.28383,0.72028,0.9938,0.77654,0.95291,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IL31RA",133396,6,0.37412,0.65449,0.6293,0.99107,0.51279,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IL32",9235,6,0.2477,0.47293,0.99972,1,0.63626,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IL33",90865,6,0.3092,0.74929,0.81426,0.99668,0.45368,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0",NA
"IL34",146433,6,-0.31122,-0.97354,0.046366,0.6881,0.33028,0.94395,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"IL36A",27179,6,0.14295,0.40587,0.69263,0.9938,0.68484,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IL36B",27177,6,0.28351,0.91946,0.89247,0.9983,0.35786,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IL36G",56300,6,0.10842,0.27295,0.59847,0.98885,0.78489,0.95343,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IL36RN",26525,6,0.40521,0.59799,0.54524,0.98209,0.54985,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IL37",27178,6,0.35718,0.49614,0.67682,0.9938,0.6198,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IL4",3565,6,0.90526,0.95346,0.011476,0.45191,0.34036,0.94395,0,"MedConf","No","MedConf","No","MedConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf",NA
"IL4I1",259307,6,0.11984,0.43727,0.62728,0.99039,0.66192,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL4R",3566,6,0.69861,0.70883,0.079596,0.79375,0.47843,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL5",3567,6,0.062098,0.15505,0.48601,0.98209,0.87679,0.97263,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL5RA",3568,6,0.080336,0.25545,0.52897,0.98209,0.79837,0.95631,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL6",3569,6,0.44024,0.78588,0.45467,0.98007,0.43194,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0",NA
"IL6R",3570,6,0.20688,0.53174,0.87514,0.9983,0.5949,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL6ST",3572,6,-0.0015497,-0.0039707,0.35277,0.97307,0.99683,0.99978,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL7",3574,6,0.21508,0.37633,0.89966,0.99913,0.70667,0.94531,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL7R",3575,6,0.71216,1.4641,0.070609,0.778,0.14318,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IL9",3578,6,0.29527,0.59583,0.85643,0.99732,0.55129,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ILDR1",286676,6,0.41993,0.85909,0.50735,0.98209,0.39029,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ILDR2",387597,6,0.11724,0.24951,0.62151,0.98966,0.80297,0.95801,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ILF2",3608,5,-0.11025,-0.26111,0.23215,0.9478,0.79401,0.95503,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ILF3",3609,6,-0.079805,-0.26364,0.22538,0.94302,0.79206,0.95489,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ILK",3611,6,0.076219,0.22344,0.51947,0.98209,0.82319,0.96301,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ILKAP",80895,6,0.37025,0.85587,0.64078,0.99266,0.39207,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ILVBL",10994,6,0.20002,0.4662,0.85477,0.9971,0.64107,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IMMP1L",196294,6,0.87162,0.76073,0.015394,0.48547,0.44682,0.94395,0,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"IMMP2L",83943,6,0.03647,0.12497,0.42988,0.97881,0.90055,0.97682,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IMMT",10989,6,-0.24067,-0.7737,0.078444,0.79236,0.43911,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IMP3",55272,6,-0.05136,-0.14074,0.2687,0.95663,0.88807,0.97527,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"IMP4",92856,6,-0.4827,-1.6133,0.012306,0.45641,0.10667,0.94395,0,"MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Ribosome biogenesis in eukaryotes"
"IMPA1",3612,6,1.1359,1.0135,0.0011061,0.1791,0.31084,0.94395,0.5,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"IMPA2",3613,6,0.1771,0.40267,0.78928,0.99598,0.68719,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IMPACT",55364,6,0.35927,0.60276,0.67157,0.9938,0.54667,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IMPAD1",54928,6,0.31424,1.0236,0.79988,0.9961,0.30604,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IMPDH1",3614,6,0.21746,0.48268,0.90708,0.99913,0.62933,0.94395,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"IMPDH2",3615,6,-0.26608,-0.63424,0.066184,0.76446,0.52592,0.94395,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"IMPG1",3617,6,0.71402,1.3886,0.069549,0.77652,0.16494,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IMPG2",50939,6,0.34652,0.74689,0.70613,0.9938,0.45513,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"INA",9118,6,0.28932,0.72509,0.87501,0.9983,0.46839,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"INCA1",388324,6,0.019015,0.055313,0.39512,0.97543,0.95589,0.98823,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"INCENP",3619,6,-0.45285,-1.1488,0.015578,0.48986,0.25064,0.94395,0,"MedConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf",NA
"INF2",64423,6,0.024223,0.066183,0.40434,0.97543,0.94723,0.98692,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ING1",3621,6,0.10506,0.24322,0.59156,0.98885,0.80784,0.95953,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ING2",3622,6,0.28288,0.8289,0.89464,0.99877,0.40716,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ING3",54556,6,0.26853,0.50162,0.93764,0.99913,0.61594,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ING4",51147,6,0.42593,0.65861,0.49265,0.98209,0.51015,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ING5",84289,6,0.0097006,0.027398,0.37669,0.97543,0.97814,0.99517,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"INHA",3623,6,0.48303,1.0389,0.36157,0.97382,0.29887,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"INHBA",3624,6,0.12414,0.32844,0.64,0.99214,0.74258,0.9481,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"INHBB",3625,6,0.057392,0.15624,0.47573,0.98191,0.87584,0.9724,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"INHBC",3626,6,0.25312,0.65083,0.98447,0.9993,0.51516,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"INHBE",83729,6,-0.37966,-0.96897,0.027054,0.57704,0.33256,0.94395,0,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"INIP",58493,6,0.58386,1.0272,0.19127,0.91876,0.30434,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"INMT",11185,6,0.43278,0.72131,0.47509,0.98191,0.47072,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"INO80",54617,6,0.26827,0.58496,0.93852,0.99913,0.55857,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"INO80B",83444,6,-0.11642,-0.25082,0.17933,0.90996,0.80195,0.95783,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"INO80C",125476,6,-0.48927,-1.3406,0.011568,0.45225,0.18004,0.94395,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"INO80D",54891,6,0.44676,1.223,0.44075,0.97974,0.22131,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"INO80E",283899,6,0.045797,0.12706,0.44932,0.98007,0.89889,0.97665,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"INPP1",3628,6,0.43954,0.93283,0.45679,0.98007,0.35091,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"INPP4A",3631,6,-0.13703,-0.48454,0.15767,0.89487,0.62801,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"INPP4B",8821,6,0.1487,0.31311,0.70724,0.9938,0.7542,0.94949,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"INPP5A",3632,6,1.0672,0.88994,0.0022123,0.22535,0.3735,0.94395,0.5,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"INPP5B",3633,6,0.73986,0.96468,0.056091,0.73313,0.3347,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"INPP5D",3635,6,0.63262,1.3887,0.1349,0.87854,0.16493,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"INPP5E",56623,6,-0.0011775,-0.0036469,0.35387,0.97326,0.99709,0.99978,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"INPP5F",22876,6,0.46011,0.63203,0.40877,0.97594,0.52737,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"INPP5J",27124,6,0.16527,0.49292,0.75471,0.99387,0.62207,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"INPP5K",51763,6,0.63644,1.026,0.13131,0.87557,0.30487,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"INPPL1",3636,6,0.22011,0.64078,0.91473,0.99913,0.52167,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"INS",3630,6,0.34797,0.78641,0.70212,0.9938,0.43163,0.94395,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"INS-IGF2",723961,4,-0.35982,-0.95957,0.077476,0.79217,0.33727,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"INSC",387755,6,0.5407,1.0128,0.25663,0.95294,0.31113,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"INSIG1",3638,6,0.45822,0.97113,0.41324,0.97594,0.33148,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"INSIG2",51141,6,0.33801,0.55603,0.73107,0.9938,0.57819,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"INSL3",3640,6,-0.0077504,-0.020405,0.343,0.97156,0.98372,0.99654,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"INSL4",3641,6,0.56579,0.72467,0.21644,0.93434,0.46865,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"INSL5",10022,6,0.59832,1.0906,0.17071,0.9028,0.27544,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"INSL6",11172,6,0.67818,1.3421,0.094114,0.81104,0.17956,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"INSM1",3642,6,0.53425,1.2326,0.26755,0.95663,0.21772,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"INSM2",84684,6,0.20244,0.4284,0.86242,0.9983,0.66836,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"INSR",3643,6,0.22331,0.73272,0.9251,0.99913,0.46373,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"INSRR",3645,6,0.28066,0.48087,0.90243,0.99913,0.63061,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"INTS1",26173,6,0.18925,0.39465,0.82422,0.99668,0.6931,0.94508,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"INTS10",55174,6,0.22469,0.63314,0.93031,0.99913,0.52664,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"INTS12",57117,6,0.02427,0.081843,0.40439,0.97543,0.93477,0.98441,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"INTS2",57508,6,-0.33973,-0.93925,0.036733,0.63536,0.3476,0.94395,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"INTS3",65123,6,-0.04409,-0.10446,0.27981,0.95663,0.9168,0.9792,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"INTS4",92105,6,0.23285,0.54628,0.95442,0.99913,0.58487,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"INTS5",80789,6,-0.041438,-0.12453,0.28359,0.95663,0.9009,0.97682,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
