"GeneSymbol","EntrezID","num","neg.score","neg.p.value","neg.fdr","neg.rank","neg.goodsgrna","neg.lfc","pos.score","pos.p.value","pos.fdr","pos.rank","pos.goodsgrna","pos.lfc","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","KEGG.4","KEGG.class.iteration4","Network.4","Network.class.iteration4","KEGG.5","KEGG.class.iteration5","Network.5","Network.class.iteration5","Pathway"
"MYF5",4617,6,0.21423,0.17191,0.411142,9041,4,-0.67461,0.82471,0.8739,1,17087,1,-0.67461,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MYF6",4618,5,0.76619,0.6342,0.758242,17935,1,0.040529,0.48054,0.62099,1,12484,1,0.040529,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYH1",4619,6,0.092479,0.084874,0.33459,5126,3,-0.386,0.37396,0.55845,1,10509,1,-0.386,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"MYH10",4628,5,0.90642,0.76232,0.863855,19272,1,1.2566,0.010884,0.047258,1,786,3,1.2566,"MedConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Regulation of actin cytoskeleton, Tight junction"
"MYH11",4629,6,0.80145,0.65829,0.777017,18361,2,0.56973,0.089743,0.21285,1,3974,1,0.56973,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"MYH13",8735,4,0.40854,0.27906,0.485979,13126,1,0.17445,0.22018,0.35697,1,7593,2,0.17445,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"MYH14",79784,6,0.12285,0.10284,0.35622,6183,4,-1.0456,0.30672,0.47849,1,9276,1,-1.0456,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"MYH15",22989,6,0.11138,0.096701,0.35622,5789,4,-1.2266,0.35211,0.53291,1,10098,2,-1.2266,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"MYH2",4620,6,0.10994,0.089183,0.33459,5742,3,-0.79188,0.33167,0.51242,1,9736,2,-0.79188,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"MYH3",4621,6,0.99184,0.96949,1,20523,0,1.3319,0.050552,0.15088,1,2656,3,1.3319,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"MYH4",4622,6,0.69636,0.54179,0.683871,17136,2,0.3274,0.29044,0.46226,1,8974,2,0.3274,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"MYH6",4624,6,0.24418,0.21127,0.454546,9897,3,-0.84202,0.90824,0.94887,1,18727,0,-0.84202,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MYH7",4625,6,0.31381,0.24927,0.470634,11297,3,-0.58397,0.24914,0.43461,1,8155,2,-0.58397,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MYH7B",57644,6,0.40529,0.30029,0.497544,13053,2,1.5993,0.029749,0.10429,1,1756,4,1.5993,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"MYH8",4626,6,0.7528,0.60129,0.732868,17782,2,0.39251,0.023733,0.079527,1,1446,2,0.39251,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"MYH9",4627,5,0.25927,0.19847,0.445418,10277,3,-0.55979,0.1373,0.27877,1,5511,2,-0.55979,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"MYL1",4632,6,0.19117,0.14751,0.381783,8337,4,-0.98028,0.054042,0.1574,1,2784,1,-0.98028,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYL10",93408,6,0.35399,0.27118,0.479923,12095,2,1.1633,0.07004,0.17936,1,3343,3,1.1633,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"MYL12A",10627,6,0.11912,0.10219,0.35622,6056,3,-0.95498,0.44163,0.6385,1,11752,2,-0.95498,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"MYL12B",103910,4,0.82048,0.6403,0.763432,18581,1,-0.043633,0.040984,0.10896,1,2283,2,-0.043633,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"MYL2",4633,6,0.57507,0.45441,0.618945,15842,1,1.8062,0.014237,0.056441,1,955,4,1.8062,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"MYL3",4634,5,0.54981,0.40258,0.573079,15511,2,0.033762,0.56359,0.6643,1,13368,1,0.033762,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MYL4",4635,5,0.043508,0.04603,0.329107,2894,2,-0.14834,0.68886,0.75073,1,14812,1,-0.14834,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MYL5",4636,6,0.12366,0.10304,0.35622,6215,3,-0.72165,0.18674,0.38369,1,6929,2,-0.72165,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"MYL6",4637,6,0.03272,0.044855,0.329107,2259,3,-1.1514,0.876,0.92065,1,18101,0,-1.1514,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"MYL6B",140465,6,0.53767,0.41744,0.587015,15310,2,1.1235,0.11542,0.26245,1,4821,3,1.1235,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"MYL7",58498,6,0.46067,0.34724,0.533163,14032,1,0.33946,0.82626,0.87489,1,17120,1,0.33946,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"MYL9",10398,6,0.050831,0.057025,0.329107,3275,3,-0.97514,0.11208,0.25842,1,4697,2,-0.97514,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"MYLIP",29116,6,0.15544,0.12167,0.359646,7301,4,-1.0427,0.42551,0.61725,1,11459,1,-1.0427,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYLK",4638,5,0.076942,0.0659,0.33459,4563,3,-0.56916,0.1452,0.28492,1,5732,2,-0.56916,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"MYLK2",85366,6,0.83465,0.72615,0.836598,18747,2,1.0477,0.069455,0.17695,1,3320,3,1.0477,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"MYLK3",91807,6,0.066402,0.064167,0.330403,4099,5,-1.3175,0.9758,0.99443,1,20160,0,-1.3175,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"MYLK4",340156,6,0.66036,0.51013,0.660306,16730,2,1.5643,0.028239,0.10032,1,1668,4,1.5643,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"MYLPF",29895,6,0.14362,0.11804,0.359646,6893,4,-0.85693,0.88953,0.93721,1,18372,0,-0.85693,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"MYNN",55892,6,0.36848,0.28021,0.486291,12400,3,-0.38002,0.38652,0.5742,1,10747,1,-0.38002,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYO10",4651,6,0.028196,0.03349,0.329107,2002,4,-2.5607,0.36643,0.5494,1,10375,1,-2.5607,"LowConf","No","0","No","0","Yes","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MYO15A",51168,6,0.19945,0.15093,0.382018,8598,2,0.041467,0.37712,0.56256,1,10569,2,0.041467,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYO16",23026,6,0.21997,0.18,0.421052,9184,3,-0.034534,0.72767,0.79343,1,15367,1,-0.034534,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYO18A",399687,6,0.065512,0.063681,0.330403,4058,4,-0.98119,0.87589,0.92065,1,18098,0,-0.98119,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYO18B",84700,6,0.91962,0.79465,0.890364,19398,1,1.9004,0.024488,0.080727,1,1474,4,1.9004,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYO19",80179,6,0.24183,0.2086,0.451534,9816,3,-0.63482,0.24775,0.43255,1,8129,1,-0.63482,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYO1A",4640,6,0.10343,0.087573,0.33459,5497,4,-1.1668,0.78083,0.83067,1,16259,1,-1.1668,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYO1B",4430,6,0.067393,0.06965,0.33459,4144,5,-0.62066,0.75965,0.81757,1,15870,1,-0.62066,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYO1C",4641,6,0.48478,0.36786,0.548673,14465,3,-0.23448,0.88258,0.93162,1,18232,0,-0.23448,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYO1D",4642,6,0.92738,0.80564,0.898124,19493,1,1.9099,0.028867,0.10279,1,1695,4,1.9099,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYO1E",4643,5,0.13425,0.11414,0.359646,6562,3,-0.74389,0.80937,0.86258,1,16761,0,-0.74389,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYO1F",4542,6,0.020856,0.02963,0.329107,1594,3,-0.39937,0.122,0.27743,1,5019,3,-0.39937,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYO1G",64005,6,0.61984,0.48659,0.645593,16289,2,-0.070885,0.58285,0.71579,1,13575,1,-0.070885,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYO1H",283446,6,0.06141,0.061297,0.329107,3880,2,0.45315,0.097726,0.22855,1,4225,2,0.45315,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYO3A",53904,6,0.15863,0.12306,0.360824,7391,4,-1.0302,0.93499,0.97163,1,19289,0,-1.0302,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYO3B",140469,6,0.073866,0.076199,0.33459,4448,3,-0.34759,0.94135,0.97514,1,19435,0,-0.34759,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYO5A",4644,6,0.0058884,0.00309,0.121073,544,5,-3.2309,0.91975,0.95781,1,18978,0,-3.2309,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYO5B",4645,6,0.26813,0.22693,0.462694,10438,3,-0.23483,0.84899,0.89081,1,17574,0,-0.23483,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYO5C",55930,6,0.1937,0.1483,0.381783,8426,3,-1.2423,0.68949,0.76428,1,14820,1,-1.2423,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYO6",4646,6,0.70191,0.54275,0.684881,17197,2,-0.053793,0.056982,0.15931,1,2894,2,-0.053793,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYO7A",4647,6,0.3652,0.27744,0.484679,12321,2,1.2718,0.029382,0.10378,1,1732,3,1.2718,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYO7B",4648,6,0.15965,0.12433,0.361813,7424,4,-1.2127,0.31102,0.48529,1,9349,2,-1.2127,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYO9A",4649,6,0.95484,0.85516,0.937054,19830,1,0.71455,0.17802,0.36914,1,6671,2,0.71455,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYO9B",4650,6,0.036977,0.046484,0.329107,2491,3,0.3869,0.14091,0.30944,1,5602,3,0.3869,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYOC",4653,6,0.73175,0.57378,0.709427,17547,2,2.0304,0.0073078,0.039858,1,558,3,2.0304,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"MYOCD",93649,6,0.050346,0.05653,0.329107,3246,5,-1.8205,0.84701,0.88984,1,17544,0,-1.8205,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYOD1",4654,6,0.7412,0.58388,0.71839,17642,2,0.11545,0.47602,0.66805,1,12397,1,0.11545,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYOF",26509,6,0.50426,0.37976,0.55516,14768,2,1.6048,0.0076834,0.039988,1,584,3,1.6048,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"MYOG",4656,6,0.56772,0.45002,0.615672,15757,2,0.052152,0.12638,0.28166,1,5145,2,0.052152,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYOM1",8736,6,0.17164,0.13088,0.365122,7776,3,0.15604,0.29252,0.46324,1,9008,2,0.15604,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYOM2",9172,6,0.32955,0.25862,0.473134,11613,3,-0.27752,0.82735,0.87489,1,17141,1,-0.27752,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYOM3",127294,6,0.11466,0.10053,0.35622,5905,3,-1.919,0.26874,0.44704,1,8557,1,-1.919,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYOT",9499,6,0.50973,0.38408,0.557785,14862,3,-0.25503,0.23118,0.42202,1,7794,2,-0.25503,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYOZ1",58529,6,0.01337,0.021557,0.329107,1091,5,-4.0758,0.88719,0.93542,1,18326,0,-4.0758,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYOZ2",51778,6,0.8359,0.727,0.837173,18756,1,1.0868,0.065512,0.17312,1,3190,3,1.0868,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYOZ3",91977,6,0.29745,0.24261,0.469133,10976,1,-0.17077,0.8097,0.86485,1,16763,1,-0.17077,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYPN",84665,5,0.26884,0.20448,0.450264,10459,2,0.01752,0.10463,0.24974,1,4461,2,0.01752,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYPOP",339344,6,0.59483,0.46481,0.626197,16042,2,0.72971,0.076003,0.18646,1,3539,2,0.72971,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYRF",745,6,0.77474,0.62568,0.751574,18036,2,0.70051,0.030174,0.10539,1,1776,2,0.70051,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYRIP",25924,5,0.57774,0.42357,0.592675,15860,1,0.044059,0.33049,0.51224,1,9712,1,0.044059,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYSM1",114803,5,0.56936,0.41887,0.587881,15773,2,0.33742,0.31408,0.48248,1,9412,1,0.33742,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYT1",4661,6,0.22977,0.19642,0.442811,9480,2,0.36818,0.11507,0.26245,1,4813,2,0.36818,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MYT1L",23040,6,0.78764,0.64079,0.76368,18189,2,1.5022,0.073534,0.18314,1,3439,3,1.5022,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MZB1",51237,6,0.049178,0.055876,0.329107,3191,5,-1.6304,0.99142,0.99882,1,20501,0,-1.6304,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MZF1",7593,6,0.20035,0.15135,0.382732,8625,3,-1.6717,0.69749,0.76736,1,14945,1,-1.6717,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MZT1",440145,5,0.99574,0.98982,1,20604,0,1.5756,0.011624,0.050502,1,822,4,1.5756,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MZT2A",653784,6,0.0072046,0.0093426,0.286184,650,4,-4.7341,0.69005,0.76535,1,14828,1,-4.7341,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MZT2B",80097,3,0.10422,0.082974,0.33459,5535,1,-0.099552,0.59123,0.65109,1,13680,1,-0.099552,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"N4BP1",9683,6,0.49449,0.37876,0.55516,14642,3,-0.066687,0.57654,0.71579,1,13510,1,-0.066687,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"N4BP2",55728,6,0.18153,0.1405,0.374342,8079,3,0.063258,0.0073474,0.039858,1,563,3,0.063258,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"N4BP2L1",90634,6,0.056358,0.058466,0.329107,3594,4,-1.9458,0.91739,0.95512,1,18924,0,-1.9458,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"N4BP2L2",10443,6,0.25304,0.22273,0.462088,10117,2,0.096742,0.5974,0.72193,1,13742,1,0.096742,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"N4BP3",23138,6,0.0012637,0.00092077,0.107324,140,5,-3.4269,0.99006,0.99854,1,20477,0,-3.4269,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"N6AMT1",29104,6,0.61065,0.47512,0.634806,16187,2,0.11449,0.57821,0.71579,1,13529,1,0.11449,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NAA10",8260,6,0.99559,0.98618,1,20601,0,0.62437,0.14108,0.30944,1,5609,2,0.62437,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NAA11",84779,6,0.0010785,0.00084661,0.107324,118,3,-3.245,0.018545,0.06871,1,1176,1,-3.245,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NAA15",80155,6,0.54213,0.4208,0.589494,15389,3,-0.42525,0.44371,0.64224,1,11795,1,-0.42525,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NAA16",79612,6,0.010643,0.015733,0.329107,911,2,2.6346,0.0045975,0.03302,1,380,4,2.6346,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"NAA20",51126,6,0.064797,0.063041,0.330101,4033,5,-1.7104,0.7635,0.82167,1,15931,1,-1.7104,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NAA25",80018,5,0.75515,0.62475,0.751574,17806,1,1.5658,0.041865,0.10811,1,2326,3,1.5658,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NAA30",122830,5,0.29652,0.22477,0.462088,10953,3,-1.191,0.87424,0.92458,1,18072,0,-1.191,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NAA35",60560,6,0.95796,0.85854,0.93891,19888,1,0.14621,0.39598,0.58086,1,10909,1,0.14621,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NAA38",84316,6,0.34287,0.26286,0.474827,11866,3,-0.68846,0.18388,0.38016,1,6849,3,-0.68846,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NAA40",79829,6,0.24664,0.21686,0.462088,9975,4,-0.28049,0.35097,0.53016,1,10072,2,-0.28049,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NAA50",80218,6,0.36691,0.27905,0.485979,12355,3,-1.2219,0.084087,0.19473,1,3784,1,-1.2219,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
