"GeneSymbol","EntrezID","num","neg.score","neg.p.value","neg.fdr","neg.rank","neg.goodsgrna","neg.lfc","pos.score","pos.p.value","pos.fdr","pos.rank","pos.goodsgrna","pos.lfc","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","KEGG.4","KEGG.class.iteration4","Network.4","Network.class.iteration4","KEGG.5","KEGG.class.iteration5","Network.5","Network.class.iteration5","Pathway"
"MTFR1L",56181,6,0.33189,0.25862,0.473134,11652,1,1.191,0.13856,0.30533,1,5537,3,1.191,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MTFR2",113115,6,0.18418,0.14149,0.374342,8142,2,0.66272,0.22203,0.41556,1,7622,2,0.66272,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MTG1",92170,6,0.15787,0.12275,0.360504,7364,4,-0.9163,0.97114,0.99209,1,20052,0,-0.9163,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MTG2",26164,2,0.69773,0.54238,0.68453,17154,0,0.34545,0.52531,0.61308,1,13022,0,0.34545,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MTHFD1",4522,6,0.12444,0.10325,0.3564,6237,4,-0.92476,0.35439,0.53567,1,10143,2,-0.92476,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MTHFD1L",25902,5,0.18102,0.14274,0.376574,8051,3,-0.97165,0.17327,0.32705,1,6531,1,-0.97165,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MTHFD2",10797,6,0.26532,0.22646,0.462088,10376,3,-0.26274,0.0018369,0.012784,1,143,2,-0.26274,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"MTHFD2L",441024,6,0.5573,0.44093,0.607681,15629,3,0.33585,0.49497,0.6915,1,12754,1,0.33585,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MTHFR",4524,6,0.23638,0.20586,0.451534,9682,3,-0.16497,0.69923,0.76937,1,14967,1,-0.16497,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MTHFS",10588,5,0.72679,0.59072,0.724626,17480,2,1.795,0.051625,0.13327,1,2695,3,1.795,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MTHFSD",64779,5,0.014233,0.02429,0.329107,1153,1,0.54095,0.75229,0.81222,1,15756,1,0.54095,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MTIF2",4528,6,0.070614,0.070789,0.33459,4309,4,-1.5115,0.36676,0.5494,1,10383,1,-1.5115,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MTIF3",219402,5,0.071042,0.062927,0.329745,4326,3,-1.7228,0.66515,0.72797,1,14514,1,-1.7228,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MTM1",4534,6,0.28545,0.23513,0.464509,10767,1,0.71318,0.060826,0.16633,1,3032,2,0.71318,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MTMR1",8776,5,0.6603,0.50319,0.656141,16729,2,0.13119,0.045942,0.11712,1,2494,1,0.13119,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MTMR10",54893,6,0.14963,0.11921,0.359646,7116,4,-0.79757,0.69665,0.76736,1,14930,1,-0.79757,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MTMR11",10903,6,0.98201,0.93317,0.997988,20314,0,1.4717,0.015888,0.060834,1,1045,3,1.4717,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MTMR12",54545,6,0.13835,0.11656,0.359646,6722,4,-1.2222,0.81216,0.86579,1,16820,1,-1.2222,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MTMR14",64419,5,0.16236,0.12844,0.362666,7508,3,-0.95845,0.25197,0.39925,1,8225,2,-0.95845,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MTMR2",8898,6,0.98891,0.95741,1,20462,0,0.81557,0.31045,0.48529,1,9334,1,0.81557,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MTMR3",8897,6,0.30969,0.24883,0.470634,11219,3,-0.64761,0.9621,0.98784,1,19869,0,-0.64761,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MTMR4",9110,6,0.94972,0.84315,0.928117,19756,1,0.62343,0.57891,0.71579,1,13535,1,0.62343,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MTMR6",9107,6,0.063289,0.06219,0.329107,3969,4,-1.5836,0.19146,0.38643,1,7052,2,-1.5836,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MTMR7",9108,6,0.61881,0.48586,0.645063,16277,1,1.775,0.032127,0.11512,1,1874,4,1.775,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MTMR8",55613,6,0.36319,0.27375,0.480173,12276,3,-0.42631,0.05061,0.15088,1,2661,2,-0.42631,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MTMR9",66036,6,0.80385,0.66176,0.77993,18389,2,-0.158,0.75116,0.81257,1,15739,1,-0.158,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MTNR1A",4543,6,0.81254,0.67227,0.787524,18495,1,0.11528,0.29581,0.46425,1,9068,2,0.11528,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MTNR1B",4544,6,0.40192,0.2972,0.495801,12977,2,0.87791,0.2524,0.43656,1,8230,2,0.87791,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MTO1",25821,5,0.030793,0.038971,0.329107,2143,4,-2.6289,0.96301,0.99129,1,19889,0,-2.6289,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MTOR",2475,5,0.50658,0.37161,0.551798,14812,1,1.5581,0.016868,0.062568,1,1099,4,1.5581,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"MTPAP",55149,5,0.14381,0.11577,0.359646,6903,2,1.3273,0.0029698,0.017958,1,231,3,1.3273,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"MTPN",136319,6,0.53399,0.41021,0.579972,15262,1,0.67933,0.33568,0.51795,1,9804,1,0.67933,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MTR",4548,6,0.16222,0.12559,0.361813,7502,3,0.69331,0.012496,0.051381,1,860,3,0.69331,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"MTRF1",9617,5,0.21005,0.17243,0.411886,8920,3,-0.78177,0.73608,0.79663,1,15502,1,-0.78177,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MTRF1L",54516,6,0.29429,0.2415,0.469133,10912,2,0.70543,0.053601,0.1574,1,2768,1,0.70543,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MTRNR2L1",100462977,4,0.12777,0.093114,0.346845,6344,2,-1.5367,0.92014,0.97045,1,18985,0,-1.5367,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MTRNR2L10",100463488,4,0.11091,0.084068,0.33459,5773,1,1.1775,0.47705,0.56278,1,12418,1,1.1775,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MTRNR2L2",100462981,5,0.14464,0.11595,0.359646,6933,3,-1.1526,0.77398,0.82657,1,16137,1,-1.1526,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MTRNR2L3",100462983,4,0.13908,0.10072,0.35622,6737,3,-0.99251,0.36553,0.49962,1,10354,1,-0.99251,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MTRNR2L4",100463285,5,0.20291,0.16837,0.407154,8692,1,0.70342,0.025774,0.086743,1,1533,1,0.70342,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MTRNR2L5",100463289,4,0.5277,0.38967,0.563385,15156,2,0.51535,0.20915,0.33755,1,7362,2,0.51535,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MTRNR2L6",100463482,6,0.093435,0.085105,0.33459,5157,3,0.17048,0.35305,0.53567,1,10120,2,0.17048,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MTRNR2L7",100288485,4,0.023562,0.030632,0.329107,1744,4,-1.6529,0.97644,0.996,1,20174,0,-1.6529,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MTRNR2L8",100463486,2,0.029299,0.020667,0.329107,2058,2,-5.7447,0.9707,0.9963,1,20043,0,-5.7447,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MTRR",4552,6,0.59146,0.46344,0.625191,16016,2,0.56423,0.06426,0.17219,1,3149,2,0.56423,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MTSS1",9788,6,0.40813,0.30095,0.497544,13111,3,-0.9833,0.79042,0.84277,1,16441,1,-0.9833,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MTSS1L",92154,6,0.93185,0.80994,0.901255,19547,1,0.69318,0.48375,0.67846,1,12537,2,0.69318,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MTTP",4547,6,0.29745,0.24261,0.469133,10978,2,0.67964,0.40746,0.59084,1,11136,2,0.67964,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
