"GeneSymbol","EntrezID","num","neg.score","neg.p.value","neg.fdr","neg.rank","neg.goodsgrna","neg.lfc","pos.score","pos.p.value","pos.fdr","pos.rank","pos.goodsgrna","pos.lfc","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","Pathway"
"CALB2",794,6,0.63835,0.94461,1,16572,2,-6.7806,0.54466,0.72396,1,11306,0,-6.7806,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CALCA",796,6,0.18482,0.72726,1,8263,3,-7.2714,0.24951,0.3148,1,5095,0,-7.2714,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CALCB",797,6,0.30693,0.83204,1,11315,1,-6.464,0.0053025,0.011621,1,164,1,-6.464,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CALCOCO1",57658,6,0.099573,0.62243,1,5628,4,-8.1048,0.64839,0.77708,1,13418,0,-8.1048,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CALCOCO2",10241,6,0.21633,0.76105,1,9111,3,-7.0157,0.14229,0.162,1,2889,0,-7.0157,"LowConf","No","0","No","0","No","0","No","0",NA
"CALCR",799,6,0.12764,0.66599,1,6591,4,-8.2674,0.1359,0.15686,1,2763,0,-8.2674,"LowConf","No","0","No","0","No","0","No","0",NA
"CALCRL",10203,6,0.42869,0.88769,1,13466,3,-7.2036,0.75876,0.82134,1,15743,0,-7.2036,"LowConf","No","0","No","0","No","0","No","0",NA
"CALD1",800,5,0.61806,0.91717,1,16273,2,-6.049,0.6715,0.75154,1,13893,0,-6.049,"LowConf","No","0","No","0","No","0","No","0",NA
"CALHM1",255022,6,0.094695,0.60799,1,5431,3,-7.7638,0.096676,0.13053,1,1956,0,-7.7638,"LowConf","No","0","No","0","No","0","No","0",NA
"CALHM2",51063,5,0.28891,0.78335,1,10917,3,-7.0511,0.66635,0.75154,1,13801,0,-7.0511,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CALHM3",119395,6,0.0093717,0.22662,1,882,4,-9.2122,0.64981,0.77708,1,13440,0,-9.2122,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CALM1",801,5,0.22649,0.73543,1,9370,2,-6.2617,0.15069,0.18878,1,3066,0,-6.2617,"LowConf","No","0","No","0","No","0","No","0",NA
"CALM2",805,6,0.3748,0.8697,1,12640,3,-7.2802,0.68368,0.78727,1,14108,0,-7.2802,"LowConf","No","0","No","0","No","0","No","0",NA
"CALM3",808,6,0.71575,0.95802,1,17359,2,-6.1237,0.34423,0.47587,1,7090,0,-6.1237,"LowConf","No","0","No","0","No","0","No","0",NA
"CALML3",810,6,0.074035,0.56154,1,4544,3,-6.7742,0.19797,0.24644,1,4050,0,-6.7742,"LowConf","No","0","No","0","No","0","No","0",NA
"CALML4",91860,6,0.18735,0.73091,1,8340,4,-7.8741,0.68368,0.78727,1,14174,0,-7.8741,"LowConf","No","0","No","0","No","0","No","0",NA
"CALML5",51806,6,0.093108,0.60603,1,5356,3,-7.9723,0.16212,0.19757,1,3293,0,-7.9723,"LowConf","No","0","No","0","No","0","No","0",NA
"CALML6",163688,6,0.27793,0.81582,1,10693,4,-7.9848,0.94898,0.93413,1,19558,0,-7.9848,"LowConf","No","0","No","0","No","0","No","0",NA
"CALN1",83698,5,0.0077201,0.17747,1,753,5,-8.7799,0.99228,0.97388,1,20518,0,-8.7799,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CALR",811,6,0.095327,0.61065,1,5455,3,-7.3581,0.21344,0.27893,1,4376,0,-7.3581,"LowConf","No","0","No","0","No","0","No","0",NA
"CALR3",125972,6,0.067036,0.5398,1,4232,5,-8.6785,0.98346,0.96487,1,20309,0,-8.6785,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CALU",813,5,0.12296,0.60517,1,6446,1,-6.4616,0.046457,0.073141,1,951,1,-6.4616,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CALY",50632,6,0.012657,0.25621,1,1171,6,-8.415,0.98734,0.96935,1,20395,0,-8.415,"LowConf","No","0","No","0","No","0","No","0",NA
"CAMK1",8536,6,0.98271,0.99319,1,20280,1,-6.7295,0.42961,0.593,1,8927,0,-6.7295,"LowConf","No","0","No","0","No","0","No","0",NA
"CAMK1D",57118,6,0.28983,0.82173,1,10944,2,-4.9021,0.00065568,0.002479,1,24,2,-4.9021,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"CAMK1G",57172,6,0.33252,0.84857,1,11888,2,-5.3651,0.30485,0.40562,1,6234,0,-5.3651,"LowConf","No","0","No","0","No","0","No","0",NA
"CAMK2A",815,6,0.27793,0.81582,1,10676,4,-7.9253,0.81147,0.84683,1,16771,0,-7.9253,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"CAMK2B",816,6,0.070283,0.54859,1,4375,5,-8.0493,0.84967,0.87053,1,17566,0,-8.0493,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"CAMK2D",817,6,0.10254,0.6304,1,5759,5,-8.1613,0.3837,0.53915,1,7912,0,-8.1613,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"CAMK2G",818,6,0.33198,0.84775,1,11858,4,-7.3201,0.094456,0.13053,1,1913,0,-7.3201,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"CAMK2N1",55450,6,0.080062,0.57973,1,4801,4,-8.1313,0.53527,0.70711,1,11096,0,-8.1313,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAMK2N2",94032,6,0.34636,0.85622,1,12175,3,-7.3417,0.56225,0.73416,1,11629,0,-7.3417,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAMK4",814,5,0.78483,0.95432,1,18019,1,-6.3844,0.4481,0.62528,1,9304,0,-6.3844,"LowConf","No","0","No","0","No","0","No","0",NA
"CAMKK1",84254,6,0.63171,0.94283,1,16484,2,-7.3204,0.18606,0.23691,1,3807,0,-7.3204,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAMKK2",10645,6,0.43654,0.89118,1,13582,3,-7.474,0.40706,0.56971,1,8420,0,-7.474,"LowConf","No","0","No","0","No","0","No","0",NA
"CAMKMT",79823,6,0.34013,0.85275,1,12057,4,-7.6738,0.089529,0.11968,1,1811,0,-7.6738,"LowConf","No","0","No","0","No","0","No","0",NA
"CAMKV",79012,6,0.19089,0.7348,1,8440,3,-7.8041,0.32485,0.43983,1,6669,0,-7.8041,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAMLG",819,6,0.27369,0.8136,1,10558,3,-6.9433,0.024721,0.06564,1,532,1,-6.9433,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAMP",820,6,0.12761,0.66585,1,6580,4,-8.2271,0.045207,0.08177,1,920,1,-8.2271,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"CAMSAP1",157922,6,0.3853,0.87349,1,12784,3,-7.782,0.80093,0.84491,1,16615,0,-7.782,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAMSAP2",23271,6,0.18201,0.72545,1,8181,1,-6.6882,0.16322,0.20256,1,3317,0,-6.6882,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAMSAP3",57662,6,0.24028,0.78196,1,9712,3,-7.8959,0.80629,0.84556,1,16695,0,-7.8959,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAMTA1",23261,6,0.019792,0.30654,1,1641,5,-8.7607,0.28155,0.36152,1,5742,0,-8.7607,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAMTA2",23125,6,0.19531,0.74064,1,8551,2,-7.3456,0.57427,0.74014,1,11873,0,-7.3456,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAND1",55832,6,0.58967,0.93521,1,15891,3,-6.8868,0.53877,0.71984,1,11179,0,-6.8868,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAND2",23066,5,0.96562,0.98422,1,19971,1,-5.3259,0.55018,0.70052,1,11406,0,-5.3259,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CANT1",124583,6,0.60516,0.93879,1,16110,2,-7.207,0.56715,0.74014,1,11732,0,-7.207,"LowConf","No","0","No","0","No","0","No","0",NA
"CANX",821,6,0.58545,0.93412,1,15804,3,-7.1724,0.72866,0.8081,1,15094,0,-7.1724,"LowConf","No","0","No","0","No","0","No","0",NA
"CAP1",10487,6,0.23793,0.77864,1,9658,4,-8.1151,0.67411,0.78055,1,13919,0,-8.1151,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAP2",10486,6,0.24371,0.78381,1,9820,3,-7.6979,0.52534,0.70711,1,10871,0,-7.6979,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAPG",822,5,0.72986,0.94296,1,17493,1,-6.3313,0.20895,0.26986,1,4280,0,-6.3313,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAPN1",823,6,0.36087,0.86496,1,12407,3,-7.1645,0.62422,0.76657,1,12893,0,-7.1645,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"CAPN10",11132,6,0.05237,0.48099,1,3478,4,-8.8001,0.39938,0.55776,1,8258,0,-8.8001,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAPN11",11131,6,0.26896,0.80754,1,10476,4,-7.936,0.56374,0.73616,1,11656,0,-7.936,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAPN12",147968,6,0.0090883,0.22508,1,852,4,-8.8203,0.93899,0.92731,1,19367,0,-8.8203,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAPN13",92291,6,0.63177,0.94329,1,16486,3,-7.0371,0.30439,0.40562,1,6223,0,-7.0371,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAPN14",440854,6,0.097713,0.61764,1,5551,2,-6.6006,0.29339,0.37778,1,5991,0,-6.6006,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAPN15",6650,5,0.25856,0.76481,1,10211,2,-5.6985,0.18067,0.23825,1,3691,0,-5.6985,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAPN2",824,6,0.98679,0.99436,1,20363,0,-6.868,0.10378,0.13583,1,2107,0,-6.868,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"CAPN3",825,6,0.70522,0.95587,1,17276,1,-6.2831,0.5908,0.74405,1,12229,0,-6.2831,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAPN5",726,5,0.79055,0.95569,1,18070,1,-2.4223,0.26537,0.36196,1,5402,0,-2.4223,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAPN6",827,6,0.064211,0.52894,1,4095,5,-8.1219,0.98346,0.96487,1,20312,0,-8.1219,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAPN7",23473,6,0.16016,0.70268,1,7532,2,-6.7323,0.37629,0.53915,1,7765,0,-6.7323,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAPN8",388743,4,0.090359,0.49091,1,5260,3,-8.4789,0.87856,0.84958,1,18120,0,-8.4789,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAPN9",10753,6,0.039366,0.42508,1,2807,4,-8.5907,0.81359,0.84807,1,16824,0,-8.5907,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAPNS1",826,6,0.42122,0.88544,1,13328,1,-6.4487,0.48744,0.67575,1,10093,0,-6.4487,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAPNS2",84290,6,0.0080344,0.21053,1,770,6,-8.445,0.99197,0.97603,1,20510,0,-8.445,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAPRIN1",4076,6,0.082431,0.58548,1,4894,4,-7.9939,0.01685,0.044111,1,379,1,-7.9939,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAPRIN2",65981,6,0.58263,0.93326,1,15758,2,-7.207,0.23122,0.30602,1,4740,0,-7.207,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAPS",828,6,0.42149,0.88586,1,13345,3,-7.3173,0.88203,0.89274,1,18206,0,-7.3173,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAPS2",84698,6,0.23454,0.77563,1,9559,2,-6.5598,0.54466,0.72396,1,11255,0,-6.5598,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAPSL",133690,6,0.80438,0.96979,1,18235,2,-4.2825,0.11895,0.14115,1,2419,0,-4.2825,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAPZA1",829,6,0.16293,0.70471,1,7616,3,-7.4431,0.011319,0.027885,1,288,1,-7.4431,"LowConf","No","0","No","0","No","0","No","0",NA
"CAPZA2",830,6,0.10161,0.62733,1,5719,5,-7.9547,0.98431,0.96521,1,20332,0,-7.9547,"LowConf","No","0","No","0","No","0","No","0",NA
"CAPZA3",93661,6,0.50859,0.9136,1,14649,3,-7.6609,0.92277,0.90992,1,19043,0,-7.6609,"LowConf","No","0","No","0","No","0","No","0",NA
"CAPZB",832,6,0.93618,0.98555,1,19602,1,-6.6001,0.046293,0.08177,1,946,1,-6.6001,"LowConf","No","0","No","0","No","0","No","0",NA
"CARD10",29775,6,0.090324,0.60145,1,5251,5,-8.2317,0.39324,0.54535,1,8110,0,-8.2317,"LowConf","No","0","No","0","No","0","No","0",NA
"CARD11",84433,6,0.45938,0.89922,1,13935,2,-6.2326,0.783,0.83385,1,16246,0,-6.2326,"LowConf","No","0","No","0","No","0","No","0",NA
"CARD14",79092,6,0.51878,0.91643,1,14815,2,-6.7985,0.62555,0.76834,1,12922,0,-6.7985,"LowConf","No","0","No","0","No","0","No","0",NA
"CARD16",114769,5,0.14046,0.6367,1,6952,3,-6.1422,0.29283,0.40922,1,5982,0,-6.1422,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"CARD17",440068,6,0.24362,0.78381,1,9813,4,-7.8039,0.44986,0.6417,1,9337,0,-7.8039,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"CARD18",59082,6,0.0092735,0.22581,1,876,3,-7.7477,0.3327,0.44719,1,6832,0,-7.7477,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"CARD6",84674,6,0.61044,0.93954,1,16181,3,-7.698,0.76724,0.82841,1,15919,0,-7.698,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"CARD8",22900,5,0.13864,0.6317,1,6888,4,-8.1014,0.13461,0.15879,1,2739,0,-8.1014,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"CARD9",64170,5,0.084215,0.54184,1,4968,4,-8.3105,0.76075,0.7996,1,15784,0,-8.3105,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"CARF",79800,6,0.0093636,0.22581,1,880,5,-8.7626,0.65118,0.77708,1,13464,0,-8.7626,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CARHSP1",23589,5,0.34258,0.8187,1,12120,3,-6.9963,0.53444,0.68107,1,11080,0,-6.9963,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CARM1",10498,6,0.062966,0.52698,1,4029,4,-8.7748,0.83472,0.86257,1,17261,0,-8.7748,"LowConf","No","0","No","0","No","0","No","0",NA
"CARNS1",57571,6,0.30693,0.83204,1,11310,1,-7.2628,0.92869,0.91655,1,19161,0,-7.2628,"LowConf","No","0","No","0","No","0","No","0",NA
"CARS",833,6,0.78021,0.96657,1,17965,1,-6.8456,0.1832,0.23203,1,3747,0,-6.8456,"LowConf","No","0","No","0","No","0","No","0",NA
"CARS2",79587,4,0.15482,0.58798,1,7401,3,-7.0577,0.62072,0.68898,1,12872,0,-7.0577,"LowConf","No","0","No","0","No","0","No","0",NA
"CARTPT",9607,6,0.013899,0.27176,1,1270,6,-8.2344,0.9861,0.96802,1,20367,0,-8.2344,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CASC1",55259,6,0.052912,0.482,1,3500,5,-8.2243,0.575,0.74014,1,11885,0,-8.2243,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CASC10",399726,2,0.1145,0.38202,1,6202,1,-7.5589,0.72871,0.66075,1,15096,0,-7.5589,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CASC3",22794,6,0.33198,0.84775,1,11878,4,-7.3039,0.67411,0.78055,1,13973,0,-7.3039,"LowConf","No","0","No","0","No","0","No","0",NA
"CASC4",113201,6,0.09915,0.62117,1,5614,4,-8.2895,0.83643,0.86257,1,17287,0,-8.2895,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CASD1",64921,6,0.13955,0.67767,1,6916,4,-8.2417,0.45477,0.65663,1,9430,0,-8.2417,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CASK",8573,6,0.0082327,0.213,1,786,4,-9.1996,0.23562,0.31037,1,4840,0,-9.1996,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CASKIN1",57524,6,0.98356,0.99359,1,20290,1,-6.7686,0.63973,0.77533,1,13225,0,-6.7686,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CASKIN2",57513,5,0.09481,0.56264,1,5433,4,-8.136,0.85405,0.84908,1,17665,0,-8.136,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CASP1",834,6,0.50859,0.9136,1,14647,3,-7.2932,0.39904,0.55776,1,8251,0,-7.2932,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"CASP10",843,6,0.05835,0.50258,1,3783,3,-7.9345,0.69297,0.79058,1,14349,0,-7.9345,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"CASP12",100506742,6,0.17947,0.72258,1,8114,3,-7.8207,0.16189,0.19757,1,3288,0,-7.8207,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"CASP14",23581,6,0.55098,0.9245,1,15279,2,-7.2711,0.31322,0.42484,1,6407,0,-7.2711,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CASP2",835,6,0.43499,0.88999,1,13550,3,-7.6298,0.13367,0.15164,1,2718,0,-7.6298,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"CASP3",836,6,0.64018,0.94534,1,16591,3,-6.8392,0.11996,0.14643,1,2444,0,-6.8392,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"CASP4",837,6,0.012221,0.2524,1,1140,4,-8.011,0.64333,0.77621,1,13269,0,-8.011,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"CASP5",838,6,0.1593,0.70234,1,7505,2,-6.004,0.19158,0.24644,1,3908,0,-6.004,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"CASP6",839,6,0.97614,0.99206,1,20147,1,-5.1433,0.18138,0.23203,1,3709,0,-5.1433,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"CASP7",840,6,0.068873,0.54353,1,4318,5,-8.2505,0.95535,0.9393,1,19699,0,-8.2505,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"CASP8",841,6,0.075223,0.56539,1,4591,2,-6.4882,0.00000592,0.0000614,0.443894,3,2,-6.4882,"MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Platinum drug resistance, Apoptosis - multiple species, Apoptosis, Necroptosis, IL-17 signaling pathway, TNF signaling pathway, p53 signaling pathway, RIG-I-like receptor signaling pathway, Toll-like receptor signaling pathway, Non-alcoholic fatty liver disease (NAFLD), NOD-like receptor signaling pathway"
"CASP8AP2",9994,6,0.82551,0.97239,1,18464,2,-7.1984,0.55039,0.72397,1,11407,0,-7.1984,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CASP9",842,6,0.19027,0.73347,1,8428,4,-8.2056,0.89387,0.89457,1,18432,0,-8.2056,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"CASQ1",844,6,0.91061,0.98326,1,19334,1,-6.2802,0.43292,0.60421,1,9005,0,-6.2802,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CASQ2",845,6,0.32795,0.84516,1,11787,4,-7.9825,0.71413,0.79874,1,14780,0,-7.9825,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CASR",846,6,0.10262,0.63055,1,5762,5,-7.8672,0.31131,0.42101,1,6361,0,-7.8672,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"CASS4",57091,5,0.088472,0.55093,1,5167,3,-6.8181,0.65176,0.73913,1,13472,0,-6.8181,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAST",831,6,0.031728,0.38196,1,2384,5,-8.3909,0.60901,0.75557,1,12586,0,-8.3909,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CASZ1",54897,6,0.73689,0.96107,1,17562,2,-6.3889,0.60901,0.75557,1,12597,0,-6.3889,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAT",847,6,0.017341,0.29742,1,1496,5,-8.9948,0.96644,0.94778,1,19954,0,-8.9948,"LowConf","No","0","No","0","No","0","No","0",NA
"CATSPER1",117144,5,0.76232,0.95099,1,17797,1,-5.6026,0.47298,0.64534,1,9792,0,-5.6026,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CATSPER2",117155,6,0.98444,0.99379,1,20312,0,-6.2866,0.35489,0.49985,1,7302,0,-6.2866,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CATSPER3",347732,6,0.0012467,0.066778,1,164,6,-9.3608,0.99875,0.992,1,20658,0,-9.3608,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CATSPER4",378807,6,0.026159,0.35088,1,2038,4,-8.5935,0.53304,0.70711,1,11053,0,-8.5935,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CATSPERB",79820,6,0.16234,0.70418,1,7606,3,-7.6244,0.43531,0.60699,1,9057,0,-7.6244,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CATSPERD",257062,6,0.78753,0.96771,1,18039,2,-6.7004,0.41194,0.57566,1,8564,0,-6.7004,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CATSPERG",57828,6,0.073445,0.56098,1,4516,4,-8.6603,0.93656,0.92347,1,19320,0,-8.6603,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CAV1",857,5,0.10148,0.57064,1,5697,4,-8.0911,0.8678,0.85927,1,17921,0,-8.0911,"LowConf","No","0","No","0","No","0","No","0",NA
"CAV2",858,6,0.88362,0.98117,1,19116,2,-6.5207,0.095638,0.13053,1,1936,0,-6.5207,"LowConf","No","0","No","0","No","0","No","0",NA
"CAV3",859,6,0.072517,0.55494,1,4470,2,-6.4181,0.42312,0.58442,1,8784,0,-6.4181,"LowConf","No","0","No","0","No","0","No","0",NA
"CBFA2T2",9139,6,0.80698,0.9704,1,18260,1,-7.1812,0.76328,0.82559,1,15834,0,-7.1812,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CBFA2T3",863,6,0.3837,0.87327,1,12774,3,-7.5527,0.3567,0.49985,1,7332,0,-7.5527,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CBFB",865,6,0.9913,0.99572,1,20474,0,-5.295,0.0088245,0.022376,1,234,1,-5.295,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CBL",867,6,0.53358,0.91956,1,15043,3,-7.606,0.96611,0.94778,1,19941,0,-7.606,"LowConf","No","0","No","0","No","0","No","0",NA
"CBLB",868,6,0.019632,0.30643,1,1635,5,-8.3693,0.97599,0.95787,1,20134,0,-8.3693,"LowConf","No","0","No","0","No","0","No","0",NA
"CBLC",23624,6,0.5516,0.92493,1,15309,2,-6.7948,0.52928,0.70711,1,10992,0,-6.7948,"LowConf","No","0","No","0","No","0","No","0",NA
"CBLL1",79872,5,0.95727,0.98286,1,19845,1,-5.0664,0.022704,0.054706,1,490,1,-5.0664,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CBLN1",869,6,0.27087,0.80861,1,10503,4,-7.9749,0.48381,0.67341,1,10014,0,-7.9749,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CBLN2",147381,6,0.043709,0.44755,1,3043,5,-8.299,0.90708,0.9026,1,18692,0,-8.299,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CBLN3",643866,6,0.14614,0.68342,1,7133,4,-8.4259,0.47435,0.6687,1,9818,0,-8.4259,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CBLN4",140689,6,0.49422,0.91039,1,14426,2,-7.5526,0.073072,0.10883,1,1473,1,-7.5526,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CBR1",873,6,0.18811,0.73091,1,8361,2,-5.337,0.25888,0.33638,1,5278,0,-5.337,"LowConf","No","0","No","0","No","0","No","0",NA
"CBR3",874,5,0.10994,0.58515,1,6061,4,-7.6353,0.93835,0.91397,1,19354,0,-7.6353,"LowConf","No","0","No","0","No","0","No","0",NA
"CBR4",84869,6,0.065478,0.53101,1,4149,4,-8.0456,0.17938,0.22726,1,3658,0,-8.0456,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CBS",875,6,0.043476,0.4459,1,3019,1,-5.8436,0.4859,0.67575,1,10054,0,-5.8436,"LowConf","No","0","No","0","No","0","No","0",NA
"CBWD1",55871,4,0.34542,0.78302,1,12167,2,-7.7039,0.59476,0.67364,1,12295,0,-7.7039,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CBWD2",150472,2,0.51783,0.69878,1,14797,1,-7.2764,0.58878,0.56459,1,12190,0,-7.2764,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CBWD3",445571,4,0.16016,0.60199,1,7524,1,-7.1348,0.31215,0.45034,1,6385,0,-7.1348,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CBWD5",220869,4,0.78475,0.92521,1,18017,1,-5.3462,0.033443,0.055345,1,701,1,-5.3462,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CBX1",10951,6,0.87362,0.97962,1,18993,1,-6.1393,0.42461,0.58726,1,8822,0,-6.1393,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CBX2",84733,6,0.039273,0.42495,1,2802,5,-8.4944,0.77876,0.82977,1,16140,0,-8.4944,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CBX3",11335,6,0.36789,0.86804,1,12520,1,-7.0683,0.1389,0.15686,1,2824,0,-7.0683,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CBX4",8535,6,0.33252,0.84857,1,11893,2,-6.3281,0.55083,0.72397,1,11416,0,-6.3281,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CBX5",23468,6,0.038844,0.42386,1,2768,4,-8.2871,0.05431,0.087268,1,1106,1,-8.2871,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CBX6",23466,5,0.058569,0.4701,1,3800,4,-8.4085,0.41147,0.60179,1,8485,0,-8.4085,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CBX7",23492,6,0.019328,0.3047,1,1619,3,-7.6439,0.44374,0.61802,1,9225,0,-7.6439,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CBX8",57332,6,0.24759,0.78762,1,9936,4,-8.1107,0.39632,0.54844,1,8189,0,-8.1107,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CBY1",25776,6,0.27793,0.81582,1,10687,4,-7.7868,0.22281,0.28811,1,4569,0,-7.7868,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CBY3",646019,5,0.55006,0.90218,1,15275,2,-6.5086,0.58708,0.71356,1,12147,0,-6.5086,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CC2D1A",54862,6,0.41929,0.88503,1,13306,1,-6.6814,0.40855,0.57273,1,8470,0,-6.6814,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
