"GeneSymbol","EntrezID","num","neg.score","neg.p.value","neg.fdr","neg.rank","neg.goodsgrna","neg.lfc","pos.score","pos.p.value","pos.fdr","pos.rank","pos.goodsgrna","pos.lfc","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","Pathway"
"IPCEF1",26034,5,0.038854,0.38107,1,2775,2,-7.213,0.30963,0.44147,1,6333,0,-7.213,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IPMK",253430,6,0.4132,0.88186,1,13201,2,-6.3077,0.46052,0.65908,1,9552,0,-6.3077,"LowConf","No","0","No","0","No","0","No","0",NA
"IPO11",51194,6,0.74591,0.96267,1,17643,2,-7.348,0.44867,0.63662,1,9312,0,-7.348,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IPO13",9670,6,0.52593,0.91746,1,14932,2,-7.3062,0.015685,0.04411,1,357,1,-7.3062,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IPO4",79711,5,0.103,0.57481,1,5782,2,-5.4239,0.3972,0.58961,1,8205,0,-5.4239,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IPO5",3843,6,0.68198,0.95224,1,17030,2,-6.5161,0.35606,0.49985,1,7322,0,-6.5161,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IPO7",10527,5,0.98772,0.99208,1,20389,0,-4.8279,0.042909,0.06855,1,877,1,-4.8279,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IPO8",10526,6,0.02568,0.34801,1,2012,4,-8.5139,0.34632,0.47587,1,7141,0,-8.5139,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IPO9",55705,6,0.99157,0.99572,1,20482,0,-6.8575,0.58395,0.74405,1,12099,0,-6.8575,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IPP",3652,6,0.028536,0.36311,1,2188,3,-7.7407,0.60118,0.74784,1,12445,0,-7.7407,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IPPK",64768,5,0.71271,0.93935,1,17332,1,-3.806,0.16293,0.20968,1,3311,0,-3.806,"LowConf","No","0","No","0","No","0","No","0",NA
"IQCA1",79781,6,0.66933,0.94998,1,16930,2,-5.8306,0.66057,0.77883,1,13673,0,-5.8306,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IQCB1",9657,6,0.24179,0.78292,1,9779,3,-7.6384,0.55385,0.7302,1,11470,0,-7.6384,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IQCC",55721,6,0.14137,0.67958,1,6985,3,-7.6792,0.73743,0.81264,1,15288,0,-7.6792,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IQCD",115811,6,0.11313,0.64841,1,6154,4,-8.405,0.75115,0.81848,1,15595,0,-8.405,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IQCE",23288,6,0.063147,0.52698,1,4037,3,-7.2526,0.11575,0.14115,1,2358,0,-7.2526,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IQCF1",132141,6,0.064969,0.53027,1,4131,2,-6.7908,0.19929,0.24644,1,4073,0,-6.7908,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IQCF2",389123,6,0.25791,0.80355,1,10180,4,-7.9018,0.058469,0.087268,1,1186,1,-7.9018,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IQCF3",401067,4,0.20994,0.67126,1,8941,3,-5.5316,0.30948,0.45033,1,6330,0,-5.5316,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IQCF5",389124,6,0.022755,0.32769,1,1822,3,-7.6127,0.43226,0.60144,1,8988,0,-7.6127,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IQCF6",440956,6,0.55502,0.92596,1,15354,2,-6.937,0.63194,0.76834,1,13021,0,-6.937,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IQCG",84223,6,0.68621,0.95301,1,17070,1,-6.7796,0.23328,0.31037,1,4784,0,-6.7796,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IQCH",64799,6,0.2333,0.77538,1,9537,1,-5.8126,0.50443,0.68733,1,10431,0,-5.8126,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IQCJ",654502,6,0.0071924,0.19618,1,712,3,-8.037,0.21596,0.28359,1,4425,0,-8.037,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IQCJ-SCHIP1",100505385,2,0.21887,0.5409,1,9191,1,-7.6371,0.39632,0.44823,1,8191,0,-7.6371,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IQCK",124152,5,0.024383,0.30788,1,1938,4,-8.1627,0.68113,0.75643,1,14089,0,-8.1627,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IQGAP1",8826,6,0.037473,0.42049,1,2690,4,-8.7054,0.44651,0.62872,1,9277,0,-8.7054,"LowConf","No","0","No","0","No","0","No","0",NA
"IQGAP2",10788,6,0.37701,0.87037,1,12663,3,-7.6646,0.7451,0.81704,1,15465,0,-7.6646,"LowConf","No","0","No","0","No","0","No","0",NA
"IQGAP3",128239,5,0.03065,0.34805,1,2316,5,-8.1591,0.96935,0.93892,1,20009,0,-8.1591,"LowConf","No","0","No","0","No","0","No","0",NA
"IQSEC1",9922,6,0.48423,0.90823,1,14282,3,-7.0348,0.62058,0.76568,1,12815,0,-7.0348,"LowConf","No","0","No","0","No","0","No","0",NA
"IQSEC2",23096,6,0.427,0.88758,1,13426,3,-7.47,0.12116,0.14643,1,2469,0,-7.47,"LowConf","No","0","No","0","No","0","No","0",NA
"IQSEC3",440073,6,0.34419,0.85509,1,12144,3,-7.4732,0.74428,0.81556,1,15450,0,-7.4732,"LowConf","No","0","No","0","No","0","No","0",NA
"IQUB",154865,6,0.50075,0.91214,1,14547,3,-7.3349,0.26291,0.35326,1,5358,0,-7.3349,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IRAK1",3654,6,0.14782,0.68428,1,7179,3,-6.7051,0.4381,0.60839,1,9093,0,-6.7051,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IRAK1BP1",134728,5,0.2082,0.71379,1,8903,2,-4.3838,0.0069338,0.017899,1,198,1,-4.3838,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IRAK2",3656,6,0.45319,0.89743,1,13839,3,-6.827,0.75626,0.81919,1,15687,0,-6.827,"LowConf","No","0","No","0","No","0","No","0",NA
"IRAK3",11213,6,0.61964,0.94119,1,16310,2,-6.9431,0.055682,0.087268,1,1130,1,-6.9431,"LowConf","No","0","No","0","No","0","No","0",NA
"IRAK4",51135,6,0.044711,0.45482,1,3092,5,-8.4997,0.66408,0.77883,1,13719,0,-8.4997,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IREB2",3658,6,0.12761,0.66585,1,6579,3,-7.4285,0.0093341,0.022376,1,243,1,-7.4285,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IRF1",3659,6,0.85366,0.97715,1,18754,2,-4.7175,0.16238,0.20256,1,3300,0,-4.7175,"LowConf","No","0","No","0","No","0","No","0",NA
"IRF2",3660,6,0.38541,0.87349,1,12805,3,-7.4053,0.89387,0.89457,1,18431,0,-7.4053,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IRF2BP1",26145,6,0.16485,0.70824,1,7685,3,-6.8828,0.17667,0.22242,1,3606,0,-6.8828,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IRF2BP2",359948,6,0.31989,0.84106,1,11617,4,-7.8547,0.52928,0.70711,1,10998,0,-7.8547,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IRF2BPL",64207,6,0.17245,0.71502,1,7922,3,-7.7919,0.65403,0.77708,1,13499,0,-7.7919,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IRF3",3661,6,0.59391,0.93653,1,15973,3,-7.378,0.30291,0.40562,1,6192,0,-7.378,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IRF4",3662,6,0.10757,0.63989,1,5977,5,-8.2673,0.95653,0.94103,1,19715,0,-8.2673,"LowConf","No","0","No","0","No","0","No","0",NA
"IRF5",3663,6,0.68621,0.95301,1,17076,2,-6.1514,0.1011,0.13053,1,2053,0,-6.1514,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IRF6",3664,6,0.21945,0.76273,1,9206,4,-7.9974,0.47483,0.6687,1,9828,0,-7.9974,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IRF7",3665,5,0.41877,0.86236,1,13295,2,-5.7902,0.065254,0.096116,1,1322,1,-5.7902,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IRF8",3394,5,0.53685,0.8987,1,15099,1,-5.4071,0.19159,0.24618,1,3909,0,-5.4071,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IRF9",10379,6,0.26999,0.80832,1,10488,2,-7.1721,0.84737,0.86834,1,17514,0,-7.1721,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IRGC",56269,6,0.33747,0.85086,1,11998,3,-7.669,0.61489,0.76116,1,12717,0,-7.669,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IRGM",345611,6,0.16169,0.70404,1,7581,4,-8.1471,0.90562,0.90173,1,18675,0,-8.1471,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IRGQ",126298,6,0.44416,0.89469,1,13707,3,-7.3795,0.72641,0.8081,1,15014,0,-7.3795,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IRS1",3667,6,0.00076285,0.048867,1,92,6,-9.1808,0.99895,0.99262,1,20663,0,-9.1808,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IRS2",8660,6,0.04568,0.45761,1,3144,5,-8.2118,0.63493,0.76834,1,13121,0,-8.2118,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IRS4",8471,6,0.13307,0.67222,1,6746,4,-7.7946,0.47318,0.6687,1,9797,0,-7.7946,"LowConf","No","0","No","0","No","0","No","0",NA
"IRX1",79192,6,0.01884,0.30383,1,1594,5,-8.9384,0.82753,0.85844,1,17083,0,-8.9384,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IRX2",153572,6,0.28367,0.82045,1,10826,3,-7.261,0.15865,0.18753,1,3219,0,-7.261,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IRX3",79191,6,0.51659,0.91606,1,14783,2,-7.1984,0.14058,0.15686,1,2858,0,-7.1984,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IRX4",50805,6,0.059713,0.50965,1,3854,2,-5.4563,0.19686,0.24644,1,4024,0,-5.4563,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IRX5",10265,6,0.51268,0.91559,1,14725,3,-7.2913,0.25402,0.32782,1,5185,0,-7.2913,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IRX6",79190,6,0.0092288,0.22568,1,869,4,-9.0773,0.42802,0.593,1,8895,0,-9.0773,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ISCA1",81689,5,0.023628,0.30275,1,1878,1,-5.4534,0.37569,0.53522,1,7754,0,-5.4534,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ISCA2",122961,6,0.7472,0.96274,1,17653,1,-5.8282,0.47047,0.6687,1,9738,0,-5.8282,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ISCU",23479,4,0.88031,0.94716,1,19080,1,-5.5169,0.48642,0.62244,1,10068,0,-5.5169,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ISG15",9636,6,0.20147,0.7462,1,8720,3,-8.0478,0.9672,0.94905,1,19967,0,-8.0478,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"ISG20",3669,6,0.0013824,0.072877,1,181,4,-8.0907,0.022557,0.060299,1,486,1,-8.0907,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ISG20L2",81875,5,0.93853,0.9775,1,19631,1,-6.7376,0.76883,0.80304,1,15949,0,-6.7376,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ISL1",3670,6,0.20042,0.74584,1,8708,3,-7.913,0.058224,0.087268,1,1182,1,-7.913,"LowConf","No","0","No","0","No","0","No","0",NA
"ISL2",64843,6,0.25014,0.79146,1,10003,3,-7.9516,0.90362,0.90045,1,18646,0,-7.9516,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ISLR",3671,6,0.21945,0.76273,1,9202,4,-8.0802,0.55256,0.72607,1,11443,0,-8.0802,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ISLR2",57611,6,0.15023,0.68798,1,7267,4,-8.4213,0.51409,0.69629,1,10613,0,-8.4213,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ISM1",140862,6,0.86254,0.97836,1,18854,1,-3.6709,0.18003,0.22726,1,3675,0,-3.6709,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ISM2",145501,6,0.19862,0.74412,1,8648,4,-7.9355,0.53786,0.7156,1,11161,0,-7.9355,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ISOC1",51015,6,0.33875,0.85172,1,12019,3,-7.7766,0.034187,0.06564,1,713,1,-7.7766,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ISOC2",79763,6,0.075703,0.56614,1,4613,5,-8.1271,0.97195,0.9545,1,20054,0,-8.1271,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IST1",9798,6,0.10113,0.62578,1,5683,4,-8.1964,0.76988,0.82841,1,15988,0,-8.1964,"LowConf","No","0","No","0","No","0","No","0",NA
"ISX",91464,6,0.4014,0.87825,1,13039,2,-6.7908,0.65403,0.77708,1,13567,0,-6.7908,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ISY1",57461,6,0.47201,0.9031,1,14131,3,-7.5413,0.50154,0.685,1,10374,0,-7.5413,"LowConf","No","0","No","0","No","0","No","0",NA
"ISY1-RAB43",100534599,1,0.92379,0.87878,1,19473,0,-2.4504,0.07621,0.12122,1,1530,0,-2.4504,"LowConf","No","0","No","0","No","0","No","0",NA
"ISYNA1",51477,6,0.31989,0.84106,1,11610,4,-7.4747,0.40253,0.56379,1,8325,0,-7.4747,"LowConf","No","0","No","0","No","0","No","0",NA
"ITCH",83737,6,0.84076,0.97581,1,18615,2,-6.0048,0.21705,0.28359,1,4446,0,-6.0048,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"ITFG1",81533,6,0.14164,0.6804,1,6989,2,-7.2858,0.92475,0.90992,1,19062,0,-7.2858,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ITFG2",55846,6,0.15049,0.68832,1,7271,3,-7.7816,0.92574,0.91309,1,19094,0,-7.7816,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ITGA1",3672,5,0.96525,0.98414,1,19964,1,-6.8006,0.74726,0.78818,1,15508,0,-6.8006,"LowConf","No","0","No","0","No","0","No","0",NA
"ITGA10",8515,6,0.39835,0.87725,1,12981,3,-7.328,0.36519,0.51655,1,7531,0,-7.328,"LowConf","No","0","No","0","No","0","No","0",NA
"ITGA11",22801,6,0.056391,0.49105,1,3699,2,-7.2854,0.86337,0.87702,1,17831,0,-7.2854,"LowConf","No","0","No","0","No","0","No","0",NA
"ITGA2",3673,6,0.55349,0.92536,1,15334,3,-7.4244,0.03224,0.06564,1,676,1,-7.4244,"LowConf","No","0","No","0","No","0","No","0",NA
"ITGA2B",3674,6,0.83071,0.97292,1,18524,2,-6.8135,0.70142,0.79389,1,14507,0,-6.8135,"LowConf","No","0","No","0","No","0","No","0",NA
"ITGA3",3675,5,0.098229,0.56772,1,5588,3,-7.5086,0.65176,0.73913,1,13479,0,-7.5086,"LowConf","No","0","No","0","No","0","No","0",NA
"ITGA4",3676,6,0.08353,0.589,1,4931,3,-7.7006,0.41918,0.58153,1,8678,0,-7.7006,"LowConf","No","0","No","0","No","0","No","0",NA
"ITGA5",3678,6,0.57028,0.93074,1,15584,2,-6.8443,0.22181,0.28811,1,4545,0,-6.8443,"LowConf","No","0","No","0","No","0","No","0",NA
"ITGA6",3655,6,0.6507,0.94761,1,16738,1,-6.9327,0.068628,0.10339,1,1385,1,-6.9327,"LowConf","No","0","No","0","No","0","No","0",NA
"ITGA7",3679,5,0.086046,0.54626,1,5058,3,-7.8706,0.87918,0.86391,1,18158,0,-7.8706,"LowConf","No","0","No","0","No","0","No","0",NA
"ITGA8",8516,6,0.32984,0.84661,1,11816,2,-6.2774,0.4532,0.65416,1,9403,0,-6.2774,"LowConf","No","0","No","0","No","0","No","0",NA
"ITGA9",3680,5,0.089967,0.55571,1,5241,4,-7.9632,0.33043,0.47545,1,6802,0,-7.9632,"LowConf","No","0","No","0","No","0","No","0",NA
"ITGAD",3681,6,0.27793,0.81582,1,10678,4,-7.9537,0.57765,0.74212,1,11946,0,-7.9537,"LowConf","No","0","No","0","No","0","No","0",NA
"ITGAE",3682,6,0.019591,0.30632,1,1631,4,-8.162,0.47756,0.67341,1,9884,0,-8.162,"LowConf","No","0","No","0","No","0","No","0",NA
"ITGAL",3683,5,0.21342,0.72134,1,9066,2,-6.9427,0.80772,0.82458,1,16716,0,-6.9427,"LowConf","Yes","0","No","0","No","0","No","0",NA
"ITGAM",3684,6,0.044711,0.45482,1,3094,5,-8.6271,0.14806,0.17734,1,3006,0,-8.6271,"LowConf","No","0","No","0","No","0","No","0",NA
"ITGAV",3685,6,0.099573,0.62243,1,5627,3,-7.2626,0.60901,0.75557,1,12649,0,-7.2626,"LowConf","No","0","No","0","No","0","No","0",NA
"ITGAX",3687,6,0.18881,0.73111,1,8376,3,-8.1371,0.50987,0.69184,1,10549,0,-8.1371,"LowConf","No","0","No","0","No","0","No","0",NA
"ITGB1",3688,6,0.093157,0.60603,1,5365,4,-8.4329,0.86173,0.87702,1,17795,0,-8.4329,"LowConf","No","0","No","0","No","0","No","0",NA
"ITGB1BP1",9270,6,0.51655,0.91591,1,14763,3,-7.5364,0.66726,0.77883,1,13812,0,-7.5364,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ITGB1BP2",26548,6,0.3748,0.8697,1,12635,3,-7.468,0.093889,0.13053,1,1899,0,-7.468,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ITGB2",3689,6,0.085403,0.59239,1,5019,5,-8.3016,0.85783,0.87433,1,17715,0,-8.3016,"LowConf","Yes","0","No","0","No","0","No","0",NA
"ITGB3",3690,6,0.14698,0.68403,1,7151,3,-7.9543,0.87248,0.88413,1,18030,0,-7.9543,"LowConf","No","0","No","0","No","0","No","0",NA
"ITGB3BP",23421,5,0.52362,0.89506,1,14898,2,-5.8931,0.4102,0.5994,1,8484,0,-5.8931,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ITGB4",3691,6,0.28983,0.82173,1,10946,2,-6.4616,0.33614,0.45457,1,6906,0,-6.4616,"LowConf","No","0","No","0","No","0","No","0",NA
"ITGB5",3693,6,0.061604,0.52222,1,3943,5,-8.1973,0.36989,0.52631,1,7633,0,-8.1973,"LowConf","No","0","No","0","No","0","No","0",NA
"ITGB6",3694,6,0.082221,0.58389,1,4887,4,-8.4091,0.60901,0.75557,1,12644,0,-8.4091,"LowConf","No","0","No","0","No","0","No","0",NA
"ITGB7",3695,5,0.35099,0.82393,1,12245,2,-7.1977,0.25751,0.34792,1,5256,0,-7.1977,"LowConf","No","0","No","0","No","0","No","0",NA
"ITGB8",3696,6,0.031196,0.3811,1,2348,5,-8.7389,0.016597,0.044111,1,374,1,-8.7389,"LowConf","No","0","No","0","No","0","No","0",NA
"ITGBL1",9358,6,0.79346,0.96827,1,18090,2,-7.5691,0.15075,0.17734,1,3068,0,-7.5691,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ITIH1",3697,6,0.0011068,0.061488,1,143,5,-9.2833,0.7342,0.81264,1,15208,0,-9.2833,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ITIH2",3698,6,0.077353,0.56958,1,4700,3,-7.4565,0.89785,0.89642,1,18509,0,-7.4565,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ITIH3",3699,6,0.34671,0.85641,1,12183,2,-6.3502,0.6479,0.77708,1,13404,0,-6.3502,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ITIH4",3700,6,0.0062729,0.18429,1,641,5,-9.1558,0.71529,0.80031,1,14807,0,-9.1558,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ITIH6",347365,6,0.0000695,0.011896,1,15,6,-9.3188,0.99993,0.99764,1,20690,0,-9.3188,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ITK",3702,6,0.091617,0.60431,1,5311,3,-7.5383,0.27842,0.36152,1,5685,0,-7.5383,"LowConf","No","0","No","0","No","0","No","0",NA
"ITLN1",55600,6,0.81247,0.97067,1,18332,2,-5.6124,0.22289,0.28811,1,4570,0,-5.6124,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ITLN2",142683,6,0.19027,0.73347,1,8420,4,-8.1505,0.91424,0.90751,1,18886,0,-8.1505,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ITM2A",9452,6,0.18669,0.73049,1,8323,3,-7.8484,0.783,0.83385,1,16234,0,-7.8484,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ITM2B",9445,6,0.17918,0.72227,1,8099,4,-8.1518,0.81872,0.85427,1,16929,0,-8.1518,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ITM2C",81618,6,0.13283,0.67157,1,6731,3,-8.1241,0.34094,0.47231,1,7018,0,-8.1241,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ITPA",3704,6,0.61892,0.94108,1,16305,3,-7.5047,0.61657,0.76479,1,12751,0,-7.5047,"LowConf","No","0","No","0","No","0","No","0",NA
"ITPK1",3705,6,0.36933,0.86804,1,12543,3,-6.8655,0.081331,0.11426,1,1642,1,-6.8655,"LowConf","No","0","No","0","No","0","No","0",NA
"ITPKA",3706,6,0.99703,0.99791,1,20626,0,-6.2851,0.27568,0.35737,1,5628,0,-6.2851,"LowConf","No","0","No","0","No","0","No","0",NA
"ITPKB",3707,5,0.096425,0.56466,1,5506,4,-8.2236,0.96253,0.93334,1,19857,0,-8.2236,"LowConf","No","0","No","0","No","0","No","0",NA
"ITPKC",80271,6,0.16485,0.70824,1,7675,2,-6.9428,0.0089774,0.022376,1,237,1,-6.9428,"LowConf","No","0","No","0","No","0","No","0",NA
"ITPR1",3708,6,0.23793,0.77864,1,9662,4,-7.9962,0.82543,0.85784,1,17062,0,-7.9962,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"ITPR2",3709,6,0.027155,0.35529,1,2099,4,-8.7785,0.23488,0.31037,1,4825,0,-8.7785,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"ITPR3",3710,6,0.54304,0.92238,1,15175,1,-4.6383,0.065576,0.10339,1,1327,1,-4.6383,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"ITPRIP",85450,6,0.80971,0.97067,1,18303,2,-6.2538,0.10438,0.13583,1,2124,0,-6.2538,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ITPRIPL1",150771,5,0.0065653,0.16252,1,665,5,-8.3195,0.99343,0.97566,1,20544,0,-8.3195,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ITPRIPL2",162073,6,0.10757,0.63989,1,5961,5,-7.816,0.86894,0.88214,1,17953,0,-7.816,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ITSN1",6453,6,0.024349,0.34044,1,1933,5,-8.9544,0.95102,0.9366,1,19606,0,-8.9544,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ITSN2",50618,5,0.043508,0.40736,1,3021,1,-6.8217,0.79648,0.81759,1,16505,0,-6.8217,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IVD",3712,6,0.012477,0.25509,1,1158,5,-8.8739,0.28853,0.37379,1,5895,0,-8.8739,"LowConf","No","0","No","0","No","0","No","0",NA
"IVL",3713,6,0.19944,0.74472,1,8682,4,-7.9589,0.47035,0.6687,1,9735,0,-7.9589,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IVNS1ABP",10625,6,0.45103,0.89638,1,13815,2,-6.7401,0.32915,0.44719,1,6759,0,-6.7401,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IWS1",55677,6,0.46857,0.90228,1,14079,3,-7.525,0.17724,0.22242,1,3619,0,-7.525,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IYD",389434,6,0.0514,0.47855,1,3433,4,-8.6355,0.52928,0.70711,1,10996,0,-8.6355,"LowConf","No","0","No","0","No","0","No","0",NA
"IZUMO1",284359,6,0.075982,0.56614,1,4623,5,-8.3506,0.31678,0.43983,1,6476,0,-8.3506,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IZUMO2",126123,6,0.011025,0.24419,1,1027,5,-9.0441,0.37389,0.53597,1,7717,0,-9.0441,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IZUMO3",100129669,6,0.38925,0.87444,1,12848,3,-7.413,0.15518,0.18246,1,3149,0,-7.413,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IZUMO4",113177,5,0.47796,0.88123,1,14201,3,-6.396,0.4235,0.6066,1,8793,0,-6.396,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"JAG1",182,6,0.32036,0.84121,1,11619,3,-7.8213,0.38988,0.54221,1,8042,0,-7.8213,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"JAG2",3714,5,0.31103,0.801,1,11399,3,-7.5781,0.087061,0.11436,1,1755,0,-7.5781,"LowConf","No","0","No","0","No","0","No","0",NA
"JAGN1",84522,6,0.21167,0.7573,1,9006,2,-7.5573,0.783,0.83385,1,16241,0,-7.5573,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"JAK1",3716,6,0.083088,0.58772,1,4920,4,-8.0416,0.21587,0.28359,1,4423,0,-8.0416,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"JAK2",3717,5,0.36599,0.83283,1,12484,1,-5.1608,0.35753,0.51033,1,7357,0,-5.1608,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"JAK3",3718,6,0.040181,0.42749,1,2846,3,-7.4611,0.33493,0.45089,1,6874,0,-7.4611,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"JAKMIP1",152789,6,0.12764,0.66599,1,6596,4,-7.7907,0.61456,0.76116,1,12709,0,-7.7907,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"JAKMIP2",9832,6,0.79052,0.96792,1,18064,2,-5.8643,0.24071,0.31037,1,4955,0,-5.8643,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"JAKMIP3",282973,6,0.23793,0.77864,1,9660,4,-7.9716,0.68368,0.78727,1,14157,0,-7.9716,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"JAM2",58494,6,0.4014,0.87825,1,13031,2,-7.4089,0.011879,0.027886,1,296,1,-7.4089,"LowConf","No","0","No","0","No","0","No","0",NA
"JAM3",83700,6,0.055094,0.48709,1,3633,2,-6.7576,0.67082,0.77883,1,13883,0,-6.7576,"LowConf","No","0","No","0","No","0","No","0",NA
"JARID2",3720,6,0.095877,0.61262,1,5481,5,-7.8767,0.93127,0.9177,1,19208,0,-7.8767,"LowConf","No","0","No","0","No","0","No","0",NA
"JAZF1",221895,6,0.23794,0.77921,1,9673,3,-7.6455,0.079464,0.11426,1,1600,1,-7.6455,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"JDP2",122953,5,0.28316,0.77943,1,10807,3,-7.3869,0.9127,0.89246,1,18836,0,-7.3869,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
