Column1,EntrezID,Zscore,GeneSymbol,NetworkDegree,Exp_Stat_Value,KEGGdb,LowestCSAscore,LowestCSAscoreCorrected,ZSdes,NAdes,CSAdes,Replicate1
16921,90204,-0.924,ZSWIM1,0,1,Absent,0.061,0.061,0,0,0,0
17723,9569,-0.924,GTF2IRD1,0,1,Present,0.773,0.773,0,0,0,0
2582,147011,-0.923,PROCA1,0,1,Absent,0.571,0.571,0,0,0,0
3625,197335,-0.923,WDR90,0,0,Absent,0.412,0.412,0,0,0,0
10057,51763,-0.923,INPP5K,0,1,Present,0.035,0.035,0,0,0,0
5210,2564,-0.922,GABRE,0,1,Present,0.346,0.346,0,0,0,0
5825,27004,-0.922,TCL6,0,0,Absent,0.22,0.22,0,0,0,0
7527,3508,-0.922,IGHMBP2,0,1,Absent,0.182,0.182,0,0,0,0
10221,53371,-0.922,NUP54,0,1,Present,0.052,0.052,0,0,0,0
12294,57834,-0.922,CYP4F11,0,0,Present,0.142,0.142,0,0,0,0
12753,6233,-0.922,RPS27A,0,1,Present,0.381,0.381,0,0,0,0
228,10240,-0.92,MRPS31,0,1,Absent,0.083,0.083,0,0,0,0
4212,223,-0.92,ALDH9A1,0,1,Present,0,0,0,0,0,0
4891,23590,-0.92,PDSS1,0,1,Present,0.074,0.074,0,0,0,0
7576,3553,-0.92,IL1B,0,1,Present,0.321,0.321,0,0,0,0
11587,56163,-0.92,RNF17,0,0,Absent,0.16,0.16,0,0,0,0
11601,5621,-0.92,PRNP,0,1,Present,0.101,0.101,0,0,0,0
12942,640,-0.92,BLK,0,0,Absent,0.817,0.817,0,0,0,0
12985,64110,-0.92,MAGEF1,0,1,Absent,0.046,0.046,0,0,0,0
14337,7533,-0.919,YWHAH,0,1,Present,0.09,0.09,0,0,0,0
724,10817,-0.918,FRS3,0,1,Absent,0.668,0.668,0,0,0,0
2291,139728,-0.918,PNCK,0,1,Absent,0.604,0.604,0,0,0,0
5760,26686,-0.918,OR4E2,0,0,Present,0.092,0.092,0,0,0,0
6241,284009,-0.918,LOC284009,0,0,Absent,0.204,0.204,0,0,0,0
14470,7763,-0.917,ZFAND5,0,1,Absent,0.757,0.757,0,0,0,0
484,10529,-0.916,NEBL,0,0,Absent,0.561,0.561,0,0,0,0
3291,167410,-0.916,LIX1,0,1,Absent,0.072,0.072,0,0,0,0
5999,27319,-0.916,BHLHE22,0,1,Absent,0.876,0.876,0,0,0,0
6554,29058,-0.916,TMEM230,0,1,Absent,0.636,0.636,0,0,0,0
8298,3925,-0.916,STMN1,0,0,Present,0.089,0.089,0,0,0,0
8333,397,-0.916,ARHGDIB,0,1,Present,0.463,0.463,0,0,0,0
9991,51657,-0.916,STYXL1,0,1,Absent,0.063,0.063,0,0,0,0
14587,79054,-0.916,TRPM8,0,1,Absent,0.115,0.115,0,0,0,0
18023,9900,-0.916,SV2A,0,1,Present,0.078,0.078,0,0,0,0
18069,9949,-0.916,AMMECR1,0,1,Absent,0.052,0.052,0,0,0,0
15775,83941,-0.915,TM2D1,0,1,Absent,0.307,0.307,0,0,0,0
17024,90701,-0.915,SEC11C,0,1,Present,0.003,0.003,0,0,0,0
1368,1158,-0.914,CKM,0,1,Present,0.044,0.044,0,0,0,0
5458,25989,-0.914,ULK3,0,1,Present,0.063,0.063,0,0,0,0
7547,353145,-0.914,LCE3E,0,1,Absent,0.001,0.001,0,0,0,0
7982,387263,-0.914,C6orf120,0,1,Absent,0.359,0.359,0,0,0,0
8326,3957,-0.914,LGALS2,0,1,Absent,0.179,0.179,0,0,0,0
8828,440097,-0.914,DBX2,0,1,Absent,0.102,0.102,0,0,0,0
8973,4593,-0.914,MUSK,0,0,Absent,0.218,0.218,0,0,0,0
14358,7556,-0.913,ZNF10,0,1,Absent,0.373,0.373,0,0,0,0
3728,201163,-0.912,FLCN,0,1,Present,0.107,0.107,0,0,0,0
4112,221150,-0.912,SKA3,0,1,Absent,0.056,0.056,0,0,0,0
9199,4852,-0.912,NPY,0,1,Present,0.908,0.908,0,0,0,0
12653,6095,-0.912,RORA,0,0,Present,0.227,0.227,0,0,0,0
13697,6733,-0.912,SRPK2,0,1,Absent,0.315,0.315,0,0,0,0
14628,79137,-0.912,FAM134A,0,1,Absent,0.468,0.468,0,0,0,0
3096,1611,-0.911,DAP,0,1,Absent,0.557,0.557,0,0,0,0
10115,5229,-0.911,PGGT1B,0,1,Absent,0.369,0.369,0,0,0,0
10626,54845,-0.911,ESRP1,0,1,Absent,0.33,0.33,0,0,0,0
14000,7123,-0.911,CLEC3B,0,1,Absent,0.248,0.248,0,0,0,0
2603,147495,-0.91,APCDD1,0,0,Absent,0.092,0.092,0,0,0,0
4835,23527,-0.91,ACAP2,0,1,Present,0.612,0.612,0,0,0,0
6822,302,-0.91,ANXA2,0,1,Absent,0.006,0.006,0,0,0,0
8047,388407,-0.91,C17orf82,0,1,Absent,0.718,0.718,0,0,0,0
2498,1454,-0.909,CSNK1E,0,1,Present,0.165,0.165,0,0,0,0
6842,3049,-0.909,HBQ1,0,1,Absent,0.182,0.182,0,0,0,0
9165,4809,-0.909,NHP2L1,0,1,Present,0.639,0.639,0,0,0,0
352,10389,-0.908,SCML2,0,1,Absent,0.132,0.132,0,0,0,0
4597,2322,-0.908,FLT3,0,1,Present,0.007,0.007,0,0,0,0
5269,25777,-0.908,SUN2,0,1,Absent,0.646,0.646,0,0,0,0
5858,2707,-0.908,GJB3,0,1,Absent,0.001,0.001,0,0,0,0
8366,399726,-0.908,CASC10,0,1,Absent,0.796,0.796,0,0,0,0
9342,5015,-0.908,OTX2,0,0,Absent,0.024,0.024,0,0,0,0
10714,54940,-0.908,OCIAD1,0,1,Absent,0.439,0.439,0,0,0,0
13055,64240,-0.908,ABCG5,0,0,Present,0.173,0.173,0,0,0,0
6128,2828,-0.907,GPR4,0,0,Absent,0.776,0.776,0,0,0,0
1853,127074,-0.906,OR2T4,0,0,Present,0.612,0.612,0,0,0,0
3039,158866,-0.906,ZDHHC15,0,1,Absent,0.03,0.03,0,0,0,0
3336,170302,-0.906,ARX,0,1,Absent,0.004,0.004,0,0,0,0
4240,2257,-0.906,FGF12,0,0,Present,0.207,0.207,0,0,0,0
6463,286514,-0.906,MAGEB18,0,1,Absent,0.026,0.026,0,0,0,0
7604,3587,-0.906,IL10RA,0,1,Present,0.118,0.118,0,0,0,0
13147,64428,-0.906,NARFL,0,1,Absent,0.182,0.182,0,0,0,0
14565,79022,-0.906,TMEM106C,0,1,Absent,0.115,0.115,0,0,0,0
17434,93183,-0.906,PIGM,0,1,Present,0.493,0.493,0,0,0,0
2756,150468,-0.905,CKAP2L,0,1,Absent,0.362,0.362,0,0,0,0
5527,26091,-0.905,HERC4,0,1,Present,0.932,0.932,0,0,0,0
7998,387640,-0.905,SKIDA1,0,1,Absent,0.149,0.149,0,0,0,0
9489,5097,-0.905,PCDH1,0,0,Absent,0.616,0.616,0,0,0,0
17751,9603,-0.905,NFE2L3,0,1,Absent,0.18,0.18,0,0,0,0
17943,9811,-0.905,CTIF,0,1,Absent,0.83,0.83,0,0,0,0
2740,150248,-0.904,C22orf15,0,0,Absent,0,0,0,0,0,0
3522,1890,-0.904,TYMP,0,1,Present,0.043,0.043,0,0,0,0
7127,3359,-0.904,HTR3A,0,1,Absent,0.199,0.199,0,0,0,0
16714,8831,-0.904,SYNGAP1,0,0,Absent,0.214,0.214,0,0,0,0
16122,84639,-0.903,IL1F10,0,1,Absent,0.002,0.002,0,0,0,0
17780,9636,-0.903,ISG15,0,1,Present,0.031,0.031,0,0,0,0
336,10365,-0.902,KLF2,0,1,Absent,0.005,0.005,0,0,0,0
1459,117159,-0.902,DCD,0,0,Absent,0.348,0.348,0,0,0,0
3042,158931,-0.902,TCEAL6,0,1,Absent,0.074,0.074,0,0,0,0
3951,2172,-0.902,FABP6,0,1,Present,0.511,0.511,0,0,0,0
11195,55591,-0.902,VEZT,0,1,Absent,0.114,0.114,0,0,0,0
11654,56478,-0.902,EIF4ENIF1,0,1,Absent,0.913,0.913,0,0,0,0
11910,57128,-0.902,LYRM4,0,1,Absent,0.411,0.411,0,0,0,0
13451,653192,-0.902,TRIM43B,0,1,Absent,0.151,0.151,0,0,0,0
14012,7136,-0.902,TNNI2,0,1,Absent,0.529,0.529,0,0,0,0
16564,8655,-0.902,DYNLL1,0,1,Present,0.481,0.481,0,0,0,0
2986,157807,-0.901,CLVS1,0,1,Absent,0.015,0.015,0,0,0,0
3853,205428,-0.901,C3orf58,0,1,Absent,0.468,0.468,0,0,0,0
8453,401541,-0.901,CENPP,0,1,Absent,0.442,0.442,0,0,0,0
18110,9997,-0.901,SCO2,0,1,Absent,0.002,0.002,0,0,0,0
271,10284,-0.9,SAP18,0,1,Present,0.166,0.166,0,0,0,0
7048,3250,-0.9,HPR,0,1,Present,0,0,0,0,0,0
9707,51259,-0.9,TMEM216,0,1,Absent,0.051,0.051,0,0,0,0
9847,51439,-0.9,FAM8A1,0,1,Absent,0.432,0.432,0,0,0,0
9876,51481,-0.9,VCX3A,0,1,Absent,0.067,0.067,0,0,0,0
11349,55764,-0.9,IFT122,0,1,Absent,0.569,0.569,0,0,0,0
11442,55867,-0.9,SLC22A11,0,1,Absent,0.092,0.092,0,0,0,0
16033,84441,-0.9,MAML2,0,1,Present,0.171,0.171,0,0,0,0
16404,85318,-0.9,BAGE3,0,1,Absent,0.266,0.266,0,0,0,0
1992,130106,-0.899,CIB4,0,1,Absent,0.531,0.531,0,0,0,0
10481,54556,-0.899,ING3,0,1,Absent,0.029,0.029,0,0,0,0
15279,80790,-0.899,CMIP,0,1,Absent,0.013,0.013,0,0,0,0
15923,84250,-0.899,ANKRD32,0,1,Absent,0.463,0.463,0,0,0,0
16309,84948,-0.899,TIGD5,0,1,Absent,0.149,0.149,0,0,0,0
17428,9314,-0.899,KLF4,0,1,Absent,0.046,0.046,0,0,0,0
7431,3456,-0.898,IFNB1,0,1,Present,0.618,0.618,0,0,0,0
9307,4976,-0.898,OPA1,0,1,Absent,0.094,0.094,0,0,0,0
3521,189,-0.897,AGXT,0,1,Present,0.501,0.501,0,0,0,0
11106,55364,-0.897,IMPACT,0,1,Absent,0.375,0.375,0,0,0,0
16061,84502,-0.897,JPH4,0,1,Absent,0.676,0.676,0,0,0,0
6942,3146,-0.896,HMGB1,0,1,Present,0.082,0.082,0,0,0,0
6950,3158,-0.896,HMGCS2,0,0,Present,0.302,0.302,0,0,0,0
7148,337967,-0.896,KRTAP6-2,0,0,Absent,0.712,0.712,0,0,0,0
8137,389558,-0.896,FAM180A,0,1,Absent,0.347,0.347,0,0,0,0
17613,945,-0.896,CD33,0,1,Present,0.266,0.266,0,0,0,0
6223,283820,-0.895,NOMO2,0,1,Absent,0.016,0.016,0,0,0,0
7813,3753,-0.895,KCNE1,0,1,Absent,0.175,0.175,0,0,0,0
12204,57658,-0.895,CALCOCO1,0,1,Absent,0.165,0.165,0,0,0,0
15494,8208,-0.895,CHAF1B,0,1,Absent,0.531,0.531,0,0,0,0
5906,27141,-0.894,CIDEB,0,1,Absent,0.114,0.114,0,0,0,0
8796,435,-0.894,ASL,0,1,Present,0.111,0.111,0,0,0,0
10900,55156,-0.894,ARMC1,0,1,Absent,0,0,0,0,0,0
13761,6818,-0.894,SULT1A3,0,1,Present,0.879,0.879,0,0,0,0
7945,3851,-0.893,KRT4,0,1,Absent,0.169,0.169,0,0,0,0
11671,56604,-0.893,TUBB7P,0,0.5,Present,0.176,0.176,0,0,0,0
2190,136263,-0.892,SSMEM1,0,0,Absent,0.04,0.04,0,0,0,0
16840,89801,-0.892,PPP1R3F,0,1,Absent,0.858,0.858,0,0,0,0
272,10285,-0.891,SMNDC1,0,1,Present,0.944,0.944,0,0,0,0
15183,80298,-0.891,MTERF2,0,1,Absent,0.945,0.945,0,0,0,0
15523,8273,-0.891,SLC10A3,0,1,Absent,0.782,0.782,0,0,0,0
1546,119694,-0.89,OR51F2,0,0,Present,0.019,0.019,0,0,0,0
9075,4708,-0.89,NDUFB2,0,1,Present,0.493,0.493,0,0,0,0
13689,6725,-0.89,SRMS,0,1,Absent,0.699,0.699,0,0,0,0
15377,81552,-0.89,VOPP1,0,1,Absent,0.758,0.758,0,0,0,0
16387,85282,-0.89,NA,0,0.5,Present,NA,0.055,0,0,0,0
3588,196374,-0.889,KRT78,0,1,Absent,0.385,0.385,0,0,0,0
13185,64581,-0.889,CLEC7A,0,1,Present,0.102,0.102,0,0,0,0
17289,9220,-0.889,TIAF1,0,1,Absent,0.587,0.587,0,0,0,0
4106,221078,-0.888,NSUN6,0,1,Absent,0.444,0.444,0,0,0,0
17082,9104,-0.888,RGN,0,1,Absent,0.267,0.267,0,0,0,0
5499,260436,-0.886,FDCSP,0,0,Absent,0.008,0.008,0,0,0,0
7804,375057,-0.886,C1orf95,0,1,Absent,0.305,0.305,0,0,0,0
9229,4891,-0.886,SLC11A2,0,1,Present,0.003,0.003,0,0,0,0
12288,57826,-0.886,RAP2C,0,1,Absent,0.243,0.243,0,0,0,0
13879,6975,-0.886,TECTB,0,1,Absent,0.595,0.595,0,0,0,0
1414,116369,-0.885,SLC26A8,0,1,Absent,0.026,0.026,0,0,0,0
1962,129446,-0.885,XIRP2,0,0,Absent,0.834,0.834,0,0,0,0
17022,90693,-0.885,CCDC126,0,1,Absent,0.402,0.402,0,0,0,0
7007,3206,-0.884,HOXA10,0,1,Absent,0.096,0.096,0,0,0,0
9504,51010,-0.884,EXOSC3,0,1,Present,0.185,0.185,0,0,0,0
9526,51035,-0.884,UBXN1,0,1,Absent,0.385,0.385,0,0,0,0
10111,5224,-0.884,PGAM2,0,0,Present,0.113,0.113,0,0,0,0
13281,64802,-0.884,NMNAT1,0,1,Present,0.118,0.118,0,0,0,0
14314,7499,-0.884,XG,0,0,Absent,0.65,0.65,0,0,0,0
14917,7982,-0.884,ST7,0,1,Absent,0.493,0.493,0,0,0,0
15007,79930,-0.884,DOK3,0,1,Absent,0.07,0.07,0,0,0,0
795,10913,-0.883,EDAR,0,1,Present,0.256,0.256,0,0,0,0
2391,1418,-0.883,CRYGA,0,1,Absent,0.232,0.232,0,0,0,0
2765,150696,-0.882,PROM2,0,1,Absent,0.026,0.026,0,0,0,0
3178,1632,-0.882,ECI1,0,1,Present,0.056,0.056,0,0,0,0
4978,240,-0.882,ALOX5,0,1,Present,0.082,0.082,0,0,0,0
7628,3604,-0.882,TNFRSF9,0,1,Present,0.721,0.721,0,0,0,0
9764,51316,-0.882,PLAC8,0,1,Absent,0.115,0.115,0,0,0,0
5492,26037,-0.881,SIPA1L1,0,1,Absent,0.43,0.43,0,0,0,0
6999,32,-0.881,ACACB,0,1,Present,0.106,0.106,0,0,0,0
11959,57187,-0.881,THOC2,0,1,Present,0.437,0.437,0,0,0,0
1182,11326,-0.88,VSIG4,0,1,Absent,0.115,0.115,0,0,0,0
9150,4793,-0.88,NFKBIB,0,1,Present,0.237,0.237,0,0,0,0
11796,56949,-0.88,XAB2,0,1,Present,0.095,0.095,0,0,0,0
14703,79415,-0.88,C17orf62,0,1,Absent,0.001,0.001,0,0,0,0
15109,80145,-0.88,THOC7,0,1,Present,0.088,0.088,0,0,0,0
16868,89891,-0.88,WDR34,0,1,Absent,0.042,0.042,0,0,0,0
12491,59338,-0.879,PLEKHA1,0,1,Absent,0.22,0.22,0,0,0,0
811,10933,-0.878,MORF4L1,0,1,Absent,0.178,0.178,0,0,0,0
967,11117,-0.878,EMILIN1,0,1,Absent,0.054,0.054,0,0,0,0
2272,139231,-0.878,FAM199X,0,1,Absent,0.247,0.247,0,0,0,0
3139,162427,-0.878,FAM134C,0,1,Absent,0.744,0.744,0,0,0,0
8044,388394,-0.878,RPRML,0,1,Absent,0.024,0.024,0,0,0,0
11940,57162,-0.878,PELI1,0,1,Absent,0.476,0.476,0,0,0,0
14996,79917,-0.878,MAGIX,0,0,Absent,0.04,0.04,0,0,0,0
15233,8050,-0.878,PDHX,0,1,Present,0.364,0.364,0,0,0,0
16145,84669,-0.877,USP32,0,1,Absent,0,0,0,0,0,0
1989,130074,-0.876,FAM168B,0,1,Absent,0,0,0,0,0,0
2268,139189,-0.876,DGKK,0,1,Absent,0.07,0.07,0,0,0,0
6589,29103,-0.876,DNAJC15,0,1,Absent,0.872,0.872,0,0,0,0
7111,333929,-0.876,SNAI3,0,1,Absent,0.946,0.946,0,0,0,0
7534,353,-0.876,APRT,0,1,Present,0.006,0.006,0,0,0,0
14236,7389,-0.876,UROD,0,1,Present,0.034,0.034,0,0,0,0
14761,79629,-0.876,OCEL1,0,1,Absent,1.043,1.043,0,0,0,0
7410,3448,-0.875,IFNA14,0,0,Present,0.032,0.032,0,0,0,0
463,10505,-0.874,SEMA4F,0,1,Present,0.993,0.993,0,0,0,0
778,10896,-0.874,OCLM,0,0,Absent,0.224,0.224,0,0,0,0
4141,221476,-0.874,PI16,0,1,Absent,0.423,0.423,0,0,0,0
6576,2909,-0.874,ARHGAP35,0,1,Present,0.132,0.132,0,0,0,0
7166,338321,-0.874,NLRP9,0,0,Absent,0.255,0.255,0,0,0,0
8277,3916,-0.874,LAMP1,0,1,Present,0.764,0.764,0,0,0,0
13969,7089,-0.874,TLE2,0,1,Absent,0.022,0.022,0,0,0,0
16710,8826,-0.874,IQGAP1,0,1,Present,0.505,0.505,0,0,0,0
12667,6122,-0.873,RPL3,0,1,Present,0.291,0.291,0,0,0,0
233,10245,-0.872,TIMM17B,0,1,Absent,0.007,0.007,0,0,0,0
530,10579,-0.872,TACC2,0,1,Absent,0.101,0.101,0,0,0,0
779,10897,-0.872,YIF1A,0,1,Absent,0.101,0.101,0,0,0,0
2806,151516,-0.872,ASPRV1,0,1,Absent,0.134,0.134,0,0,0,0
4399,22981,-0.872,NINL,0,1,Absent,0.546,0.546,0,0,0,0
4751,23412,-0.872,COMMD3,0,1,Absent,0.249,0.249,0,0,0,0
11151,55510,-0.872,DDX43,0,0,Absent,0.427,0.427,0,0,0,0
13380,6507,-0.872,SLC1A3,0,1,Absent,0.224,0.224,0,0,0,0
17823,9681,-0.872,DEPDC5,0,0,Absent,0.215,0.215,0,0,0,0
1167,113178,-0.871,SCAMP4,0,1,Absent,0.651,0.651,0,0,0,0
14886,79784,-0.871,MYH14,0,1,Present,0.36,0.36,0,0,0,0
16206,8480,-0.871,RAE1,0,1,Present,0.179,0.179,0,0,0,0
2223,137886,-0.87,UBXN2B,0,1,Absent,0.095,0.095,0,0,0,0
4384,22948,-0.87,CCT5,0,1,Absent,0.022,0.022,0,0,0,0
7099,3316,-0.87,HSPB2,0,1,Absent,0,0,0,0,0,0
7343,342357,-0.87,ZKSCAN2,0,1,Absent,0.096,0.096,0,0,0,0
3125,161882,-0.869,ZFPM1,0,1,Absent,0.37,0.37,0,0,0,0
6039,27433,-0.869,TOR2A,0,1,Absent,0.08,0.08,0,0,0,0
4233,2251,-0.868,FGF6,0,1,Present,0.044,0.044,0,0,0,0
4575,23195,-0.868,MDN1,0,1,Present,0.17,0.17,0,0,0,0
5156,255189,-0.868,PLA2G4F,0,0,Present,0.444,0.444,0,0,0,0
7312,341019,-0.868,DCDC1,0,0,Absent,0.019,0.019,0,0,0,0
1401,116211,-0.867,TM4SF19,0,1,Absent,0.53,0.53,0,0,0,0
1332,115209,-0.866,OMA1,0,1,Absent,0.079,0.079,0,0,0,0
3946,2168,-0.866,FABP1,0,0,Present,0.113,0.113,0,0,0,0
7338,3421,-0.866,IDH3G,0,1,Present,0.272,0.272,0,0,0,0
10400,54456,-0.866,MOV10L1,0,1,Absent,0.192,0.192,0,0,0,0
14213,7358,-0.866,UGDH,0,1,Present,0.319,0.319,0,0,0,0
14791,79665,-0.866,DHX40,0,1,Absent,0.533,0.533,0,0,0,0
15093,80117,-0.866,ARL14,0,0,Absent,0.541,0.541,0,0,0,0
16571,8662,-0.866,EIF3B,0,1,Present,0.059,0.059,0,0,0,0
17686,9529,-0.866,BAG5,0,1,Absent,0.812,0.812,0,0,0,0
153,10161,-0.865,LPAR6,0,1,Present,0.4,0.4,0,0,0,0
8714,4240,-0.865,MFGE8,0,1,Absent,NA,0.055,0,0,0,0
9423,5067,-0.865,CNTN3,0,1,Absent,0.217,0.217,0,0,0,0
11541,56107,-0.865,PCDHGA9,0,0,Absent,0.251,0.251,0,0,0,0
1631,122616,-0.864,C14orf79,0,1,Absent,0,0,0,0,0,0
1823,126541,-0.864,OR10H4,0,1,Present,0.85,0.85,0,0,0,0
2661,148362,-0.864,BROX,0,1,Absent,0.39,0.39,0,0,0,0
3171,163087,-0.864,ZNF383,0,1,Absent,0.323,0.323,0,0,0,0
4878,23576,-0.864,DDAH1,0,1,Absent,0.001,0.001,0,0,0,0
5477,26018,-0.864,LRIG1,0,1,Absent,0.125,0.125,0,0,0,0
10644,548644,-0.864,POLR2J3,0,1,Present,0,0,0,0,0,0
11036,55293,-0.864,UEVLD,0,1,Absent,0.003,0.003,0,0,0,0
15241,80714,-0.864,PBX4,0,1,Absent,0.343,0.343,0,0,0,0
15961,84290,-0.864,CAPNS2,0,0,Absent,0.646,0.646,0,0,0,0
9645,51177,-0.863,PLEKHO1,0,1,Absent,0.182,0.182,0,0,0,0
16749,8870,-0.863,IER3,0,1,Absent,0.023,0.023,0,0,0,0
1677,123722,-0.862,FSD2,0,1,Absent,0,0,0,0,0,0
2949,1553,-0.862,CYP2A13,0,1,Present,0.478,0.478,0,0,0,0
3770,202,-0.862,AIM1,0,1,Absent,0.618,0.618,0,0,0,0
7080,3295,-0.862,HSD17B4,0,1,Present,0.676,0.676,0,0,0,0
11836,570,-0.862,BAAT,0,1,Present,0.06,0.06,0,0,0,0
13643,6672,-0.862,SP100,0,1,Absent,0.209,0.209,0,0,0,0
14357,7555,-0.862,CNBP,0,1,Absent,0.162,0.162,0,0,0,0
7644,3621,-0.861,ING1,0,1,Absent,0.152,0.152,0,0,0,0
725,10818,-0.86,FRS2,0,1,Present,0.001,0.001,0,0,0,0
8682,4194,-0.86,MDM4,0,1,Present,0.264,0.264,0,0,0,0
9202,4855,-0.86,NOTCH4,0,1,Present,0.678,0.678,0,0,0,0
9451,50832,-0.86,TAS2R4,0,1,Present,0.068,0.068,0,0,0,0
15003,79925,-0.86,SPEF2,0,1,Absent,0.099,0.099,0,0,0,0
17901,9764,-0.86,KIAA0513,0,1,Absent,0.158,0.158,0,0,0,0
12017,57381,-0.859,RHOJ,0,1,Absent,0.12,0.12,0,0,0,0
15496,821,-0.859,CANX,0,1,Present,0.592,0.592,0,0,0,0
16778,89,-0.859,ACTN3,0,0,Present,0.092,0.092,0,0,0,0
2040,131375,-0.858,LYZL4,0,1,Absent,0.072,0.072,0,0,0,0
2934,154881,-0.858,KCTD7,0,1,Absent,0.328,0.328,0,0,0,0
5159,255231,-0.858,MCOLN2,0,1,Absent,0.182,0.182,0,0,0,0
9676,51218,-0.858,GLRX5,0,1,Absent,0.06,0.06,0,0,0,0
9895,51513,-0.858,ETV7,0,1,Present,0.022,0.022,0,0,0,0
11958,57186,-0.858,RALGAPA2,0,1,Absent,0.795,0.795,0,0,0,0
12939,6398,-0.858,SECTM1,0,1,Absent,0.776,0.776,0,0,0,0
16015,8437,-0.857,RASAL1,0,1,Absent,0.318,0.318,0,0,0,0
1366,115761,-0.856,ARL11,0,1,Absent,0.215,0.215,0,0,0,0
2754,1504,-0.856,CTRB1,0,1,Present,0.012,0.012,0,0,0,0
6789,29995,-0.856,LMCD1,0,0,Absent,0.003,0.003,0,0,0,0
8631,414301,-0.856,DDI1,0,1,Absent,0,0,0,0,0,0
8965,4548,-0.856,MTR,0,1,Present,0.688,0.688,0,0,0,0
10238,5350,-0.856,PLN,0,1,Present,0.523,0.523,0,0,0,0
13981,710,-0.856,SERPING1,0,1,Present,0.015,0.015,0,0,0,0
16255,84890,-0.856,ADO,0,1,Present,0.449,0.449,0,0,0,0
17453,9332,-0.856,CD163,0,1,Absent,0.004,0.004,0,0,0,0
2727,149998,-0.855,LIPI,0,1,Absent,0.127,0.127,0,0,0,0
3249,165679,-0.855,SPTSSB,0,1,Absent,0.282,0.282,0,0,0,0
8827,440093,-0.855,H3F3C,0,1,Present,0.333,0.333,0,0,0,0
5915,27156,-0.854,RSPH14,0,0,Absent,0.209,0.209,0,0,0,0
8705,4224,-0.854,MEP1A,0,1,Present,0.042,0.042,0,0,0,0
9758,51310,-0.854,SLC22A17,0,1,Absent,0.421,0.421,0,0,0,0
10260,5368,-0.854,PNOC,0,1,Absent,0.061,0.061,0,0,0,0
10704,54931,-0.854,TRMT10C,0,1,Absent,0.454,0.454,0,0,0,0
11216,55617,-0.854,TASP1,0,1,Absent,0.205,0.205,0,0,0,0
11360,55777,-0.854,MBD5,0,1,Absent,0.84,0.84,0,0,0,0
12614,60493,-0.854,FASTKD5,0,1,Absent,0.115,0.115,0,0,0,0
1505,118490,-0.853,MSS51,0,0,Absent,0.535,0.535,0,0,0,0
2009,130557,-0.853,ZNF513,0,1,Absent,0.492,0.492,0,0,0,0
7814,375307,-0.853,CATIP,0,0,Absent,0.176,0.176,0,0,0,0
10603,54816,-0.853,ZNF280D,0,1,Absent,0.001,0.001,0,0,0,0
12948,6404,-0.853,SELPLG,0,1,Present,0.069,0.069,0,0,0,0
17002,90580,-0.853,C19orf52,0,1,Absent,0.125,0.125,0,0,0,0
1650,122970,-0.852,ACOT4,0,1,Present,0.825,0.825,0,0,0,0
2057,1317,-0.852,SLC31A1,0,1,Absent,0,0,0,0,0,0
8966,4552,-0.852,MTRR,0,1,Absent,0.093,0.093,0,0,0,0
10204,53336,-0.852,CPXCR1,0,0,Absent,0,0,0,0,0,0
11065,55322,-0.852,C5orf22,0,1,Absent,0.074,0.074,0,0,0,0
12339,5825,-0.852,ABCD3,0,1,Present,0.005,0.005,0,0,0,0
13513,6566,-0.852,SLC16A1,0,1,Absent,0.205,0.205,0,0,0,0
2644,148113,-0.851,CILP2,0,1,Absent,0.021,0.021,0,0,0,0
10949,55206,-0.851,SBNO1,0,1,Absent,0.317,0.317,0,0,0,0
15919,84247,-0.851,LDOC1L,0,1,Absent,0.074,0.074,0,0,0,0
17244,91947,-0.851,ARRDC4,0,1,Absent,0.796,0.796,0,0,0,0
1354,115572,-0.85,FAM46B,0,1,Absent,0.233,0.233,0,0,0,0
4423,23013,-0.85,SPEN,0,1,Absent,0.127,0.127,0,0,0,0
5195,256130,-0.85,TMEM196,0,0,Absent,0.353,0.353,0,0,0,0
7967,386683,-0.849,KRTAP12-3,0,1,Absent,0.052,0.052,0,0,0,0
11528,5608,-0.849,MAP2K6,0,1,Present,0.044,0.044,0,0,0,0
15330,8111,-0.849,GPR68,0,1,Absent,0.051,0.051,0,0,0,0
17896,9759,-0.849,HDAC4,0,1,Absent,0.448,0.448,0,0,0,0
2408,1429,-0.848,CRYZ,0,1,Absent,0.129,0.129,0,0,0,0
3480,183,-0.848,AGT,0,1,Present,0.03,0.03,0,0,0,0
5907,27143,-0.848,PALD1,0,1,Absent,0.716,0.716,0,0,0,0
11780,5693,-0.848,PSMB5,0,1,Present,0.046,0.046,0,0,0,0
11937,57159,-0.848,TRIM54,0,1,Absent,0.175,0.175,0,0,0,0
13073,6430,-0.848,SRSF5,0,1,Present,0.144,0.144,0,0,0,0
14431,7703,-0.848,PCGF2,0,1,Absent,0.387,0.387,0,0,0,0
16980,90485,-0.848,ZNF835,0,1,Absent,0.082,0.082,0,0,0,0
17150,9142,-0.848,TMEM257,0,1,Absent,0.001,0.001,0,0,0,0
6482,2876,-0.847,GPX1,0,1,Present,0.943,0.943,0,0,0,0
4023,219854,-0.846,TMEM218,0,1,Absent,0.07,0.07,0,0,0,0
4294,22846,-0.846,VASH1,0,1,Absent,0.718,0.718,0,0,0,0
6143,283129,-0.846,C11orf85,0,0,Absent,0.277,0.277,0,0,0,0
