,GeneSymbol,EntrezID,Zscore,OffTarget_pValue,AssignedScore
8851,MC3R,4159,-0.448,0.779,0
8852,MC4R,4160,-0.774,1,0
8853,MC5R,4161,-0.423,1,0
8854,MCAM,4162,0.836,1,0
8855,MCAT,27349,1.375,1,0
8856,MCC,4163,-0.102,1,0
8857,MCCC1,56922,0.75,1,0
8858,MCCC2,64087,-0.71,1,0
8859,MCCD1,401250,0.205,1,0
8860,MCEE,84693,-0.638,1,0
8861,MCEMP1,199675,0.029,1,0
8862,MCF2,4168,-0.144,1,0
8863,MCF2L,23263,-0.314,1,0
8864,MCF2L2,23101,0.066,1,0
8865,MCHR1,2847,-0.235,1,0
8866,MCHR2,84539,-0.462,1,0
8867,MCL1,4170,-0.475,1,0
8868,MCM10,55388,-2.159,1,1
8869,MCM2,4171,0.112,1,0
8870,MCM3,4172,-0.932,1,0
8871,MCM3AP,8888,-1.838,1,1
8872,MCM4,4173,-0.716,1,0
8873,MCM5,4174,-0.612,1,0
8874,MCM6,4175,-0.012,1,0
8875,MCM7,4176,-0.244,1,0
8876,MCM8,84515,-1.002,1,0.5
8877,MCM9,254394,0.8,1,0
8878,MCMBP,79892,0.337,1,0
8879,MCMDC2,157777,0.284,1,0
8880,MCOLN1,57192,0.54,1,0
8881,MCOLN2,255231,-0.858,1,0
8882,MCOLN3,55283,0.342,1,0
8883,MCPH1,79648,-0.476,1,0
8884,MCRIP1,348262,0.33,1,0
8885,MCRIP2,84331,-2.78,1,1
8886,MCRS1,10445,0.412,1,0
8887,MCTP1,79772,0.553,1,0
8888,MCTP2,55784,0.415,1,0
8889,MCTS1,28985,0.078,1,0
8890,MCU,90550,0.069,1,0
8891,MCUB,55013,0.361,1,0
8892,MCUR1,63933,0.683,1,0
8893,MDC1,9656,-0.179,1,0
8894,MDFI,4188,1.02,1,0
8895,MDFIC,29969,0.5,1,0
8896,MDGA1,266727,0.135,1,0
8897,MDGA2,161357,0.542,1,0
8898,MDH1,4190,-0.718,1,0
8899,MDH1B,130752,-0.081,1,0
8900,MDH2,4191,1.095,1,0
8901,MDK,4192,-0.41,1,0
8902,MDM1,56890,0.559,1,0
8903,MDM2,4193,0.53,1,0
8904,MDM4,4194,-0.86,1,0
8905,MDN1,23195,-0.868,1,0
8906,MDP1,145553,0.034,1,0
8907,ME1,4199,0.232,1,0
8908,ME2,4200,-0.58,1,0
8909,ME3,10873,-1.454,1,0.5
8910,MEA1,4201,-0.19,1,0
8911,MEAF6,64769,0.524,1,0
8912,MEAK7,57707,-1.038,1,0.5
8913,MECOM,2122,0.158,1,0
8914,MECP2,4204,0.994,1,0
8915,MECR,51102,0.21,1,0
8916,MED1,5469,-0.631,1,0
8917,MED10,84246,-2.566,0.376,1
8918,MED11,400569,-0.248,1,0
8919,MED12,9968,1.123,1,0
8920,MED12L,116931,0.71,1,0
8921,MED13,9969,0.881,1,0
8922,MED13L,23389,0.471,0.599,0
8923,MED14,9282,-0.562,1,0
8924,MED15,51586,-0.142,1,0
8925,MED16,10025,-0.373,1,0
8926,MED17,9440,-0.316,1,0
8927,MED18,54797,0.129,1,0
8928,MED19,219541,-1.058,1,0.5
8929,MED20,9477,0.154,1,0
8930,MED21,9412,-2.457,1,1
8931,MED22,6837,0.698,1,0
8932,MED23,9439,1.63,1,0
8933,MED24,9862,0.839,1,0
8934,MED25,81857,-0.203,1,0
8935,MED26,9441,-1.617,1,0.5
8936,MED27,9442,0.78,1,0
8937,MED28,80306,-0.105,1,0
8938,MED29,55588,0.554,1,0
8939,MED30,90390,-0.112,1,0
8940,MED31,51003,-0.813,1,0
8941,MED4,29079,-0.637,1,0
8942,MED6,10001,-0.292,1,0
8943,MED7,9443,-0.938,1,0
8944,MED8,112950,-1.49,1,0.5
8945,MED9,55090,-0.424,1,0
8946,MEDAG,84935,-1.974,1,1
8947,MEF2A,4205,2.272,1,0
8948,MEF2C,4208,-0.78,1,0
8949,MEF2D,4209,-0.676,1,0
8950,MEFV,4210,-1.375,1,0.5
8951,MEGF10,84466,-0.45,1,0
8952,MEGF11,84465,-0.222,1,0
8953,MEGF6,1953,-2.697,0.95,1
8954,MEGF8,1954,0.324,1,0
8955,MEGF9,1955,0.587,1,0
8956,MEI1,150365,0.238,1,0
8957,MEIG1,644890,-0.4,0.647,0
8958,MEIOB,254528,0.016,1,0
8959,MEIOC,284071,-0.006,1,0
8960,MEIS1,4211,-0.66,1,0
8961,MEIS2,4212,0.007,1,0
8962,MEIS3,56917,0.34,1,0
8963,MELK,9833,0.382,1,0
8964,MELTF,4241,0.528,1,0
8965,MEMO1,51072,0.553,1,0
8966,MEN1,4221,-0.418,1,0
8967,MEOX1,4222,0.914,1,0
8968,MEOX2,4223,0.392,1,0
8969,MEP1A,4224,-0.854,1,0
8970,MEP1B,4225,0.424,1,0
8971,MEPCE,56257,-2.171,1,1
8972,MEPE,56955,-0.486,1,0
8973,MERTK,10461,0.218,1,0
8974,MESD,23184,0.898,1,0
8975,MESP1,55897,0.01,1,0
8976,MESP2,145873,0.838,1,0
8977,MEST,4232,0.851,1,0
8978,MET,4233,-0.206,1,0
8979,METAP1,23173,0.39,1,0
8980,METAP1D,254042,0.764,1,0
8981,METAP2,10988,0.939,1,0
8982,METRN,79006,0.323,1,0
8983,METRNL,284207,-1.194,1,0.5
8984,METTL1,4234,-0.294,1,0
8985,METTL14,57721,1.202,1,0
8986,METTL15,196074,0.232,1,0
8987,METTL16,79066,-0.156,1,0
8988,METTL17,64745,-0.328,1,0
8989,METTL18,92342,-0.112,1,0
8990,METTL21A,151194,0.37,1,0
8991,METTL21C,196541,-0.018,1,0
8992,METTL22,79091,-0.488,1,0
8993,METTL23,124512,-0.376,1,0
8994,METTL25,84190,-1.127,1,0.5
8995,METTL26,84326,-0.402,1,0
8996,METTL27,155368,0.748,1,0
8997,METTL2A,339175,-0.62,1,0
8998,METTL2B,55798,0.141,1,0
8999,METTL3,56339,1.758,1,0
9000,METTL4,64863,-0.05,1,0
9001,METTL5,29081,1.127,1,0
9002,METTL6,131965,-0.338,1,0
9003,METTL7A,25840,-1.046,1,0.5
9004,METTL7B,196410,0.31,1,0
9005,METTL8,79828,0.107,1,0
9006,METTL9,51108,-0.602,1,0
9007,MEX3A,92312,-1.724,1,1
9008,MEX3B,84206,1.223,1,0
9009,MEX3C,51320,0.065,1,0
9010,MEX3D,399664,-3.366,1,1
9011,MFAP1,4236,-1.371,1,0.5
9012,MFAP2,4237,0.438,1,0
9013,MFAP3,4238,-0.378,1,0
9014,MFAP3L,9848,0.206,1,0
9015,MFAP4,4239,-1.264,1,0.5
9016,MFAP5,8076,0.954,1,0
9017,MFF,56947,-0.408,1,0
9018,MFGE8,4240,-0.865,0.155,0
9019,MFHAS1,9258,-0.954,1,0
9020,MFN1,55669,-0.22,1,0
9021,MFN2,9927,0.03,1,0
9022,MFNG,4242,-1.165,1,0.5
9023,MFRP,83552,0.459,1,0
9024,MFSD1,64747,0.378,1,0
9025,MFSD10,10227,0.68,1,0
9026,MFSD11,79157,0.133,1,0
9027,MFSD12,126321,1.163,1,0
9028,MFSD13A,79847,1.382,1,0
9029,MFSD14A,64645,-0.432,1,0
9030,MFSD14B,84641,0.422,1,0
9031,MFSD2A,84879,0.882,1,0
9032,MFSD2B,388931,0.692,1,0
9033,MFSD3,113655,-0.078,1,0
9034,MFSD4A,148808,-0.198,1,0
9035,MFSD4B,91749,-0.466,1,0
9036,MFSD5,84975,-0.928,0.004,0
9037,MFSD6,54842,0.787,1,0
9038,MFSD6L,162387,0.522,1,0
9039,MFSD8,256471,0.457,1,0
9040,MFSD9,84804,0.815,1,0
9041,MGA,23269,0.311,1,0
9042,MGAM,8972,-0.413,1,0
9043,MGARP,84709,0.83,1,0
9044,MGAT1,4245,-1.311,1,0.5
9045,MGAT2,4247,-1.988,1,1
9046,MGAT3,4248,-0.779,1,0
9047,MGAT4A,11320,-0.6,1,0
9048,MGAT4B,11282,-1.542,1,0.5
9049,MGAT4C,25834,-0.932,1,0
9050,MGAT4D,152586,1.058,1,0
9051,MGAT5,4249,0.145,1,0
9052,MGAT5B,146664,0.737,1,0
9053,MGLL,11343,-0.142,1,0
9054,MGME1,92667,0.564,1,0
9055,MGMT,4255,-0.528,1,0
9056,MGP,4256,0.768,1,0
9057,MGRN1,23295,-0.414,1,0
9058,MGST1,4257,-1.136,1,0.5
9059,MGST2,4258,-0.132,1,0
9060,MGST3,4259,0.838,1,0
9061,MIA,8190,-0.221,1,0
9062,MIA2,4253,0.682,1,0
9063,MIA3,375056,0.689,1,0
9064,MIB1,57534,-0.343,1,0
9065,MIB2,142678,1.224,1,0
9066,MICAL1,64780,-1.011,1,0.5
9067,MICAL2,9645,0.046,1,0
9068,MICALCL,84953,1.5,1,0
9069,MICALL1,85377,0.534,1,0
9070,MICALL2,79778,-0.254,1,0
9071,MICB,4277,1.424,1,0
9072,MICU1,10367,-0.472,1,0
9073,MICU2,221154,0.789,1,0
9074,MICU3,286097,1.226,1,0
9075,MID1,4281,0.928,1,0
9076,MID1IP1,58526,-0.243,1,0
9077,MID2,11043,-0.99,1,0
9078,MIDN,90007,0.179,1,0
9079,MIEF1,54471,1.119,1,0
9080,MIEF2,125170,0.623,1,0
9081,MIEN1,84299,1.704,1,0
9082,MIER1,57708,-2.366,1,1
9083,MIER2,54531,-1.157,1,0.5
9084,MIER3,166968,-1.184,1,0.5
9085,MIF4GD,57409,0.153,1,0
9086,MIGA1,374986,-0.172,1,0
9087,MIGA2,84895,0.492,1,0
9088,MIIP,60672,-0.382,1,0
9089,MILR1,284021,0.696,1,0
9090,MINAR1,23251,0.68,1,0
9091,MINDY1,55793,-1.215,0.568,0.5
9092,MINDY2,54629,-0.238,1,0
9093,MINDY3,80013,0.356,1,0
9094,MINDY4,84182,0.406,1,0
9095,MINK1,50488,-0.674,1,0
9096,MINOS1,440574,-0.048,1,0
9097,MINPP1,9562,-0.394,0.795,0
9098,MIOS,54468,0.815,1,0
9099,MIOX,55586,0.435,1,0
9100,MIP,4284,0.267,1,0
9101,MIPEP,4285,0.504,1,0
9102,MIPOL1,145282,-0.414,1,0
9103,MIR1-1HG,128826,0.782,1,0
9104,MIR1-1HG-AS1,253868,-0.04,1,0
9105,MIR22HG,84981,-0.303,1,0
9106,MIR99AHG,388815,-0.698,1,0
9107,MIS12,79003,-1.85,1,1
9108,MIS18A,54069,0.337,1,0
9109,MIS18BP1,55320,0.719,1,0
9110,MISP,126353,0.49,1,0
9111,MITD1,129531,1.463,1,0
9112,MITF,4286,-0.392,1,0
9113,MIXL1,83881,1.176,1,0
9114,MKI67,4288,0.556,1,0
9115,MKKS,8195,-0.562,1,0
9116,MKLN1,4289,-1.196,1,0.5
9117,MKNK1,8569,0.764,1,0
9118,MKNK2,2872,0.266,1,0
9119,MKRN1,23608,0.133,1,0
9120,MKRN2,23609,0.404,1,0
9121,MKRN3,7681,0.784,1,0
9122,MKS1,54903,0.77,1,0
9123,MKX,283078,1.805,1,0
9124,MLANA,2315,-0.258,0.795,0
9125,MLC1,23209,-0.04,1,0
9126,MLEC,9761,0.539,1,0
9127,MLF1,4291,-1.056,1,0.5
9128,MLF2,8079,0.013,1,0
9129,MLH1,4292,0.066,1,0
9130,MLH3,27030,0.506,1,0
9131,MLIP,90523,-2.937,1,1
9132,MLKL,197259,0.432,1,0
9133,MLLT1,4298,-0.638,1,0
9134,MLLT10,8028,-0.776,1,0
9135,MLLT11,10962,0.024,1,0
9136,MLLT3,4300,1.323,1,0
9137,MLLT6,4302,-0.813,1,0
9138,MLN,4295,0.157,1,0
9139,MLNR,2862,-0.958,1,0
9140,MLPH,79083,-0.4,1,0
9141,MLST8,64223,0.392,1,0
9142,MLX,6945,-0.124,1,0
9143,MLXIP,22877,-0.196,1,0
9144,MLXIPL,51085,-1.238,1,0.5
9145,MLYCD,23417,-1.023,1,0.5
9146,MMAA,166785,0.752,1,0
9147,MMAB,326625,0.4,1,0
9148,MMACHC,25974,0.77,1,0
9149,MMADHC,27249,-1.471,1,0.5
9150,MMD,23531,0.238,1,0
9151,MMD2,221938,0.636,1,0
9152,MME,4311,-1.011,1,0.5
9153,MMEL1,79258,0.762,1,0
9154,MMGT1,93380,0.612,1,0
9155,MMP1,4312,-0.694,1,0
9156,MMP10,4319,0.063,1,0
9157,MMP11,4320,0.174,1,0
9158,MMP12,4321,1.109,1,0
9159,MMP13,4322,1.028,1,0
9160,MMP14,4323,0.27,1,0
9161,MMP15,4324,0.004,1,0
9162,MMP16,4325,0.604,1,0
9163,MMP17,4326,-0.099,1,0
9164,MMP19,4327,1.163,1,0
9165,MMP2,4313,0.846,1,0
9166,MMP20,9313,1.02,1,0
9167,MMP21,118856,-0.328,1,0
9168,MMP23B,8510,0.288,1,0
9169,MMP24,10893,-0.486,1,0
9170,MMP25,64386,-1.45,1,0.5
9171,MMP26,56547,-0.276,1,0
9172,MMP27,64066,0.23,1,0
9173,MMP28,79148,-0.684,0.583,0
9174,MMP3,4314,-0.597,1,0
9175,MMP7,4316,1.319,1,0
9176,MMP8,4317,-0.122,1,0
9177,MMP9,4318,0.176,1,0
9178,MMRN1,22915,0.466,1,0
9179,MMRN2,79812,-0.254,1,0
9180,MMS19,64210,0.018,1,0
9181,MMS22L,253714,0.632,1,0
9182,MN1,4330,-0.2,1,0
9183,MNAT1,4331,0.45,1,0
9184,MND1,84057,-0.452,1,0
9185,MNDA,4332,-0.275,1,0
9186,MNS1,55329,-0.63,1,0
9187,MNT,4335,-0.308,1,0
9188,MNX1,3110,1.097,1,0
9189,MOAP1,64112,-0.772,1,0
9190,MOB1A,55233,0.417,1,0
9191,MOB1B,92597,-0.614,1,0
9192,MOB2,81532,0.558,1,0
9193,MOB3A,126308,-1.88,1,1
9194,MOB3B,79817,0.472,1,0
9195,MOB3C,148932,0.815,1,0
9196,MOB4,25843,0.748,1,0
9197,MOBP,4336,-1.378,1,0.5
9198,MOCOS,55034,-1.005,1,0.5
9199,MOCS1,4337,0.342,1,0
9200,MOCS2,4338,0.236,1,0
9201,MOCS3,27304,0.06,1,0
9202,MOG,4340,-1.232,1,0.5
9203,MOGAT1,116255,0.908,1,0
9204,MOGAT2,80168,0.324,1,0
9205,MOGAT3,346606,1.017,1,0
9206,MOGS,7841,0.118,1,0
9207,MOK,5891,-2.418,1,1
9208,MON1A,84315,1.103,1,0
9209,MON1B,22879,0.322,1,0
9210,MON2,23041,0.044,1,0
9211,MORC1,27136,-0.232,1,0
9212,MORC2,22880,0.666,1,0
9213,MORC3,23515,-1.148,1,0.5
9214,MORC4,79710,0.556,1,0
9215,MORF4,10934,-0.223,1,0
9216,MORF4L1,10933,-0.878,1,0
9217,MORF4L2,9643,-0.498,1,0
9218,MORN1,79906,-0.276,1,0
9219,MORN3,283385,0.824,1,0
9220,MORN4,118812,0.736,1,0
9221,MORN5,254956,0.129,1,0
9222,MOS,4342,-2.828,1,1
9223,MOSPD1,56180,0.968,1,0
9224,MOSPD2,158747,0.976,1,0
9225,MOV10,4343,-0.732,1,0
9226,MOV10L1,54456,-0.866,1,0
9227,MOXD1,26002,-0.102,1,0
9228,MPC1,51660,0.352,1,0
9229,MPC2,25874,-0.509,1,0
9230,MPDU1,9526,-0.728,1,0
9231,MPDZ,8777,-2.516,1,0.5
9232,MPEG1,219972,0.588,1,0
9233,MPHOSPH10,10199,-0.044,1,0
9234,MPHOSPH6,10200,0.474,1,0
9235,MPHOSPH8,54737,0.124,1,0
9236,MPHOSPH9,10198,0.372,1,0
9237,MPI,4351,-0.093,0.779,0
9238,MPIG6B,80739,-0.533,1,0
9239,MPL,4352,1.777,1,0
9240,MPLKIP,136647,0.338,1,0
9241,MPND,84954,-0.541,1,0
9242,MPO,4353,0.188,1,0
9243,MPP1,4354,-0.72,1,0
9244,MPP2,4355,0.609,1,0
9245,MPP3,4356,0.961,1,0
9246,MPP4,58538,0.404,1,0
9247,MPP5,64398,-0.328,1,0
9248,MPP6,51678,0.242,1,0
9249,MPP7,143098,0.856,1,0
9250,MPPE1,65258,-0.31,1,0
9251,MPPED1,758,-0.095,1,0
9252,MPPED2,744,-0.823,1,0
9253,MPRIP,23164,0.115,1,0
9254,MPST,4357,0.85,1,0
9255,MPV17,4358,2.136,1,0
9256,MPV17L,255027,-0.216,1,0
9257,MPV17L2,84769,-0.064,1,0
9258,MPZ,4359,0.12,1,0
9259,MPZL1,9019,1.968,1,0
9260,MPZL2,10205,0.799,1,0
9261,MPZL3,196264,0.906,1,0
9262,MR1,3140,-2.615,1,1
9263,MRAP,56246,0.824,1,0
9264,MRAP2,112609,1.157,1,0
9265,MRAS,22808,-1.369,1,0.5
9266,MRC1,4360,0.66,1,0
9267,MRC2,9902,1.383,1,0
9268,MRE11,4361,0.006,1,0
9269,MREG,55686,0.226,1,0
9270,MRFAP1,93621,0.59,1,0
9271,MRFAP1L1,114932,0.079,1,0
9272,MRGBP,55257,-0.417,1,0
9273,MRGPRD,116512,0.694,1,0
9274,MRGPRE,116534,0.39,1,0
9275,MRGPRG,386746,-1.002,1,0.5
9276,MRGPRX1,259249,1.538,1,0
9277,MRGPRX2,117194,1.126,1,0
9278,MRGPRX3,117195,0.626,1,0
9279,MRGPRX4,117196,-0.058,1,0
9280,MRI1,84245,0.402,1,0
9281,MRM1,79922,1.081,1,0
9282,MRM2,29960,1.23,1,0
9283,MRM3,55178,-2.079,1,1
9284,MRNIP,51149,-0.406,1,0
9285,MRO,83876,0.392,1,0
9286,MROH2B,133558,-0.099,1,0
9287,MROH5,389690,1.107,1,0
9288,MROH7,374977,-2.084,1,0.5
9289,MROH8,140699,0.506,1,0
9290,MROH9,80133,0.263,1,0
9291,MRPL1,65008,0.368,1,0
9292,MRPL10,124995,-0.014,1,0
9293,MRPL11,65003,-0.818,1,0
9294,MRPL12,6182,1.246,1,0
9295,MRPL13,28998,-0.49,1,0
9296,MRPL14,64928,-0.196,1,0
9297,MRPL15,29088,-0.592,1,0
9298,MRPL16,54948,-0.76,1,0
9299,MRPL17,63875,0.448,1,0
9300,MRPL18,29074,1.129,1,0
9301,MRPL19,9801,-0.648,1,0
9302,MRPL2,51069,0.094,1,0
9303,MRPL20,55052,0.584,1,0
9304,MRPL21,219927,0.046,1,0
9305,MRPL22,29093,1.228,1,0
9306,MRPL23,6150,-0.742,1,0
9307,MRPL24,79590,0.02,1,0
9308,MRPL27,51264,0.792,1,0
9309,MRPL28,10573,-0.082,1,0
9310,MRPL3,11222,-0.769,1,0
9311,MRPL30,51263,-0.708,1,0
9312,MRPL32,64983,-0.19,1,0
9313,MRPL33,9553,0.845,1,0
9314,MRPL34,64981,-0.232,1,0
9315,MRPL35,51318,0.978,1,0
9316,MRPL36,64979,-1.423,1,0.5
9317,MRPL37,51253,0.886,1,0
9318,MRPL38,64978,-0.27,1,0
9319,MRPL39,54148,-0.338,1,0
9320,MRPL4,51073,-0.968,0.681,0
9321,MRPL40,64976,-0.934,1,0
9322,MRPL41,64975,-0.706,1,0
9323,MRPL42,28977,-0.158,1,0
9324,MRPL43,84545,-0.158,1,0
9325,MRPL44,65080,-0.274,1,0
9326,MRPL45,84311,0.915,1,0
9327,MRPL46,26589,-0.044,1,0
9328,MRPL47,57129,0.686,1,0
9329,MRPL48,51642,0.392,1,0
9330,MRPL49,740,1.268,1,0
9331,MRPL50,54534,1.412,1,0
9332,MRPL51,51258,0.196,1,0
9333,MRPL52,122704,0.923,1,0
9334,MRPL53,116540,-0.568,1,0
9335,MRPL54,116541,-0.604,0.647,0
9336,MRPL55,128308,-0.521,1,0
9337,MRPL57,78988,0.112,1,0
9338,MRPL58,3396,0.716,1,0
9339,MRPL9,65005,-0.226,1,0
9340,MRPS10,55173,2.793,1,0
9341,MRPS11,64963,0.498,1,0
9342,MRPS12,6183,-1.692,1,1
9343,MRPS14,63931,0.091,1,0
9344,MRPS15,64960,1.043,1,0
9345,MRPS16,51021,0.336,1,0
9346,MRPS17,51373,0.52,1,0
9347,MRPS18A,55168,0.335,1,0
9348,MRPS18B,28973,-0.927,1,0
9349,MRPS18C,51023,-1.656,1,1
9350,MRPS2,51116,0.233,1,0
9351,MRPS21,54460,0.671,1,0
9352,MRPS22,56945,0.268,1,0
9353,MRPS23,51649,-0.002,1,0
9354,MRPS24,64951,-2.373,1,1
9355,MRPS25,64432,-1.043,1,0.5
9356,MRPS26,64949,-1.207,1,0.5
9357,MRPS27,23107,-1.306,1,0.5
9358,MRPS28,28957,-0.34,1,0
9359,MRPS30,10884,0.484,1,0
9360,MRPS31,10240,-0.92,1,0
9361,MRPS33,51650,-1.736,1,1
9362,MRPS34,65993,0.863,1,0
9363,MRPS35,60488,-2.054,1,1
9364,MRPS36,92259,-0.703,1,0
9365,MRPS5,64969,-0.136,1,0
9366,MRPS6,64968,-0.235,1,0
9367,MRPS7,51081,-0.118,1,0
9368,MRPS9,64965,0.302,1,0
9369,MRRF,92399,-0.938,1,0
9370,MRS2,57380,0.532,1,0
9371,MRTFA,57591,-0.774,1,0
9372,MRTFB,57496,-0.472,1,0
9373,MRTO4,51154,-0.814,0.511,0
9374,MRVI1,10335,0.94,1,0
9375,MS4A1,931,-0.108,1,0
9376,MS4A10,341116,-0.294,1,0
9377,MS4A13,503497,-1.171,1,0.5
9378,MS4A14,84689,-2.064,1,1
9379,MS4A15,219995,0.104,1,0
9380,MS4A2,2206,0.558,1,0
9381,MS4A3,932,-0.012,1,0
9382,MS4A4A,51338,-0.94,1,0
9383,MS4A5,64232,-0.252,0.004,0
9384,MS4A6A,64231,1.226,1,0
9385,MS4A6E,245802,0.986,1,0
9386,MS4A7,58475,0.442,1,0
9387,MS4A8,83661,-0.098,1,0
9388,MSANTD1,345222,0.272,1,0
9389,MSANTD2,79684,-0.418,1,0
9390,MSANTD3,91283,0.85,1,0
9391,MSANTD4,84437,-0.24,1,0
9392,MSC,9242,-0.974,1,0
9393,MSH2,4436,-0.96,1,0
9394,MSH3,4437,0.939,1,0
9395,MSH4,4438,-0.809,0.233,0
9396,MSH5,4439,0.468,1,0
9397,MSH6,2956,0.322,1,0
9398,MSI1,4440,0.388,1,0
9399,MSI2,124540,-0.129,1,0
9400,MSL2,55167,0.917,1,0
9401,MSL3,10943,-2.959,0.155,1
9402,MSLN,10232,-0.48,1,0
9403,MSLNL,401827,0.226,1,0
9404,MSMB,4477,-0.153,1,0
9405,MSMO1,6307,1.366,1,0
9406,MSMP,692094,-1.024,1,0.5
9407,MSN,4478,-0.314,1,0
9408,MSR1,4481,-1.045,1,0.5
9409,MSRA,4482,-0.346,1,0
9410,MSRB1,51734,1.556,1,0
9411,MSRB2,22921,-0.77,1,0
9412,MSRB3,253827,-1.897,0.363,1
9413,MSS51,118490,-0.853,1,0
9414,MST1,4485,0.214,1,0
9415,MST1R,4486,-0.132,1,0
9416,MSTN,2660,-0.545,1,0
9417,MSTO1,55154,-0.028,1,0
9418,MSX1,4487,0.137,1,0
9419,MSX2,4488,-1.048,0.25,0.5
9420,MT1A,4489,-1.362,1,0.5
9421,MT1B,4490,-0.53,1,0
9422,MT1E,4493,0.621,1,0
9423,MT1F,4494,-0.573,1,0
9424,MT1G,4495,-1.185,0.783,0.5
9425,MT1H,4496,-0.462,1,0
9426,MT1HL1,645745,-0.786,1,0
9427,MT1M,4499,0.242,1,0
9428,MT1X,4501,1.948,1,0
9429,MT2A,4502,-1.151,1,0.5
9430,MT3,4504,-0.457,1,0
9431,MT4,84560,-0.654,1,0
9432,MTA1,9112,-0.026,1,0
9433,MTA2,9219,-2.018,1,1
9434,MTA3,57504,-0.47,1,0
9435,MTAP,4507,0.558,1,0
9436,MTBP,27085,1.202,1,0
9437,MTCH1,23787,-0.247,1,0
9438,MTCH2,23788,0.042,1,0
9439,MTCL1,23255,0.569,1,0
9440,MTCP1,4515,0.642,1,0
9441,MTDH,92140,0.578,1,0
9442,MTERF1,7978,-0.331,1,0
9443,MTERF2,80298,-0.891,1,0
9444,MTERF3,51001,-1.26,1,0.5
9445,MTERF4,130916,-2.054,0.666,1
9446,MTF1,4520,0.248,1,0
9447,MTF2,22823,-1.046,1,0.5
9448,MTFMT,123263,-0.254,1,0
9449,MTFP1,51537,0.514,1,0
9450,MTFR1,9650,0.764,1,0
9451,MTFR1L,56181,1.446,1,0
9452,MTFR2,113115,1.037,1,0
9453,MTG1,92170,0.484,1,0
9454,MTG2,26164,-0.314,1,0
9455,MTHFD1,4522,1.163,1,0
9456,MTHFD1L,25902,-0.264,1,0
9457,MTHFD2,10797,0.124,1,0
9458,MTHFD2L,441024,0.65,1,0
9459,MTHFR,4524,-0.118,1,0
9460,MTHFS,10588,0.473,1,0
9461,MTHFSD,64779,0.277,1,0
9462,MTIF2,4528,-0.102,1,0
9463,MTIF3,219402,0.042,1,0
9464,MTM1,4534,0.2,1,0
9465,MTMR1,8776,0.65,1,0
9466,MTMR10,54893,-1.845,1,1
9467,MTMR11,10903,0.372,1,0
9468,MTMR12,54545,-0.27,1,0
9469,MTMR14,64419,-0.028,1,0
9470,MTMR2,8898,0.085,1,0
9471,MTMR3,8897,0.948,1,0
9472,MTMR4,9110,-0.843,1,0
9473,MTMR6,9107,0.744,1,0
9474,MTMR7,9108,-1.288,1,0.5
9475,MTMR8,55613,-0.65,1,0
9476,MTMR9,66036,1.452,1,0
9477,MTNR1A,4543,-0.286,1,0
9478,MTNR1B,4544,-1.129,0.795,0.5
9479,MTO1,25821,-1.386,1,0.5
9480,MTOR,2475,0.495,1,0
9481,MTPAP,55149,0.568,1,0
9482,MTPN,136319,0.644,1,0
9483,MTR,4548,-0.856,1,0
9484,MTREX,23517,1.434,1,0
9485,MTRF1,9617,-0.794,1,0
9486,MTRF1L,54516,-0.501,1,0
9487,MTRR,4552,-0.852,1,0
9488,MTSS1,9788,0.16,1,0
9489,MTSS1L,92154,1.169,1,0
9490,MTTP,4547,0.474,1,0
9491,MTURN,222166,0.508,1,0
9492,MTUS1,57509,-0.958,1,0
9493,MTUS2,23281,-0.538,1,0
9494,MTX1,4580,-0.644,1,0
9495,MTX2,10651,-0.519,1,0
9496,MTX3,345778,-0.032,1,0
9497,MUC1,4582,-0.393,1,0
9498,MUC13,56667,-0.536,1,0
9499,MUC15,143662,-1.752,1,1
9500,MUC16,94025,-1.031,1,0.5
9501,MUC17,140453,-0.081,1,0
9502,MUC2,4583,-0.573,1,0
9503,MUC20,200958,0.224,1,0
9504,MUC21,394263,-0.722,1,0
9505,MUC4,4585,0.234,1,0
9506,MUC7,4589,0.88,1,0
9507,MUCL1,118430,-0.424,1,0
9508,MUCL3,135656,1.052,1,0
9509,MUL1,79594,1.077,1,0
9510,MUM1,84939,0.932,1,0
9511,MUM1L1,139221,0.09,1,0
9512,MUS81,80198,0.454,1,0
9513,MUSK,4593,-0.914,1,0
9514,MUSTN1,389125,-1.257,0.972,0.5
9515,MUT,4594,-0.254,1,0
9516,MUTYH,4595,-0.832,1,0
9517,MVB12A,93343,-1.665,1,1
9518,MVB12B,89853,-1.748,1,1
9519,MVD,4597,0.296,1,0
9520,MVK,4598,-0.926,1,0
9521,MVP,9961,0.323,1,0
9522,MX1,4599,0.778,1,0
9523,MX2,4600,-0.562,1,0
9524,MXD1,4084,0.171,1,0
9525,MXD3,83463,2.096,1,0
9526,MXD4,10608,-0.546,1,0
9527,MXI1,4601,-0.924,1,0
9528,MXRA5,25878,0.117,1,0
9529,MXRA7,439921,-0.576,1,0
9530,MXRA8,54587,0.506,1,0
9531,MYADM,91663,0.337,1,0
9532,MYB,4602,-0.332,1,0
9533,MYBBP1A,10514,0.672,1,0
9534,MYBL1,4603,-0.423,1,0
9535,MYBL2,4605,-2.392,1,1
9536,MYBPC1,4604,1.312,1,0
9537,MYBPC2,4606,-0.091,1,0
9538,MYBPC3,4607,0.07,1,0
