,GeneSymbol,EntrezID,Zscore,OffTarget_pValue,AssignedScore
9539,MYBPH,4608,0.504,1,0
9540,MYBPHL,343263,-1.131,1,0.5
9541,MYC,4609,1.107,1,0
9542,MYCBP,26292,0.897,1,0
9543,MYCBP2,23077,-0.722,1,0
9544,MYCBPAP,84073,-0.246,1,0
9545,MYCL,4610,-0.22,1,0
9546,MYCN,4613,-0.116,1,0
9547,MYCT1,80177,-1.907,1,1
9548,MYD88,4615,-2.066,1,1
9549,MYDGF,56005,0.567,1,0
9550,MYEF2,50804,0.142,1,0
9551,MYEOV,26579,-0.412,1,0
9552,MYF5,4617,0.329,1,0
9553,MYF6,4618,-0.671,1,0
9554,MYH1,4619,1.351,1,0
9555,MYH10,4628,1.204,1,0
9556,MYH11,4629,-0.312,1,0
9557,MYH13,8735,-0.274,1,0
9558,MYH14,79784,-0.871,1,0
9559,MYH2,4620,-0.58,1,0
9560,MYH3,4621,0.872,1,0
9561,MYH4,4622,-0.222,1,0
9562,MYH6,4624,-1.016,1,0.5
9563,MYH7,4625,0.99,1,0
9564,MYH7B,57644,-1.019,1,0.5
9565,MYH8,4626,0.913,1,0
9566,MYH9,4627,-0.028,1,0
9567,MYL1,4632,-2.586,1,0.5
9568,MYL10,93408,0.569,1,0
9569,MYL12A,10627,0.412,1,0
9570,MYL12B,103910,0.076,1,0
9571,MYL2,4633,0.038,1,0
9572,MYL3,4634,-0.432,1,0
9573,MYL4,4635,-0.235,1,0
9574,MYL5,4636,-0.132,1,0
9575,MYL6,4637,-0.316,1,0
9576,MYL6B,140465,-1.789,0.233,1
9577,MYL7,58498,-1.624,1,0.5
9578,MYL9,10398,-0.616,1,0
9579,MYLIP,29116,-0.671,1,0
9580,MYLK,4638,-0.302,1,0
9581,MYLK2,85366,-1.464,1,0.5
9582,MYLK3,91807,0.635,1,0
9583,MYLK4,340156,0.044,1,0
9584,MYLPF,29895,-1.014,1,0.5
9585,MYMK,389827,-0.176,1,0
9586,MYNN,55892,-2.142,0.105,0.5
9587,MYO10,4651,-0.457,1,0
9588,MYO15A,51168,0.586,1,0
9589,MYO16,23026,-0.59,1,0
9590,MYO18A,399687,0.769,1,0
9591,MYO18B,84700,1.319,1,0
9592,MYO19,80179,0.243,1,0
9593,MYO1A,4640,-0.718,0.233,0
9594,MYO1B,4430,-0.974,1,0
9595,MYO1C,4641,-0.66,1,0
9596,MYO1D,4642,1.419,1,0
9597,MYO1E,4643,1.654,1,0
9598,MYO1F,4542,-1.778,1,1
9599,MYO1G,64005,0.654,1,0
9600,MYO3A,53904,-0.028,1,0
9601,MYO3B,140469,-0.552,1,0
9602,MYO5A,4644,0.826,1,0
9603,MYO5B,4645,0.65,1,0
9604,MYO5C,55930,0.194,1,0
9605,MYO6,4646,0.42,1,0
9606,MYO7A,4647,-0.828,1,0
9607,MYO7B,4648,0.449,1,0
9608,MYO9A,4649,0.68,1,0
9609,MYO9B,4650,-0.091,1,0
9610,MYOC,4653,-0.512,1,0
9611,MYOCD,93649,0.056,1,0
9612,MYOD1,4654,0.538,1,0
9613,MYOF,26509,-0.484,1,0
9614,MYOG,4656,-0.496,1,0
9615,MYOM1,8736,0.094,1,0
9616,MYOM2,9172,0.009,1,0
9617,MYOM3,127294,-0.316,1,0
9618,MYORG,57462,-0.042,1,0
9619,MYOT,9499,0.54,1,0
9620,MYOZ1,58529,0.35,1,0
9621,MYOZ2,51778,-0.06,1,0
9622,MYOZ3,91977,0.822,1,0
9623,MYPN,84665,-0.947,1,0
9624,MYPOP,339344,-1.074,1,0.5
9625,MYRF,745,1.046,1,0
9626,MYRFL,196446,0.605,1,0
9627,MYRIP,25924,-0.26,1,0
9628,MYT1,4661,-0.176,1,0
9629,MYT1L,23040,0.534,1,0
9630,MZB1,51237,-1.318,0.032,0
9631,MZF1,7593,0.118,1,0
9632,MZT1,440145,-0.072,1,0
9633,MZT2A,653784,1.152,1,0
9634,MZT2B,80097,-1.344,1,0.5
9635,N4BP1,9683,0.298,1,0
9636,N4BP2,55728,0.52,1,0
9637,N4BP2L1,90634,-0.364,1,0
9638,N4BP2L2,10443,-0.776,1,0
9639,N4BP3,23138,-1.141,1,0.5
9640,N6AMT1,29104,0.642,1,0
9641,NAA10,8260,0.048,1,0
9642,NAA11,84779,-1.268,1,0.5
9643,NAA15,80155,1.286,1,0
9644,NAA16,79612,0.514,1,0
9645,NAA20,51126,-0.593,1,0
9646,NAA25,80018,0.936,1,0
9647,NAA30,122830,0.194,1,0
9648,NAA38,84316,0.23,1,0
9649,NAA40,79829,-0.396,1,0
9650,NAA50,80218,1.512,1,0
9651,NAA60,79903,-0.761,1,0
9652,NAA80,24142,-0.765,1,0
9653,NAAA,27163,0.358,1,0
9654,NAALAD2,10003,-1.165,1,0.5
9655,NAALADL1,10004,0.031,1,0
9656,NAALADL2,254827,1.3,1,0
9657,NAB1,4664,0.361,1,0
9658,NAB2,4665,0.58,1,0
9659,NABP1,64859,-0.55,1,0
9660,NABP2,79035,0.592,1,0
9661,NACA,4666,-0.06,1,0
9662,NACA2,342538,-0.018,1,0
9663,NACC1,112939,0.28,1,0
9664,NACC2,138151,-0.377,1,0
9665,NADK,65220,-0.128,1,0
9666,NADK2,133686,-0.336,1,0
9667,NADSYN1,55191,-0.297,1,0
9668,NAE1,8883,0.69,1,0
9669,NAF1,92345,-0.564,1,0
9670,NAGA,4668,1.61,1,0
9671,NAGK,55577,1.123,1,0
9672,NAGLU,4669,0.156,1,0
9673,NAGPA,51172,0.962,1,0
9674,NAGS,162417,0.998,1,0
9675,NAIF1,203245,-0.112,1,0
9676,NAIP,4671,0.219,1,0
9677,NALCN,259232,-0.627,1,0
9678,NAMPT,10135,-1.891,1,1
9679,NANOG,79923,-0.666,1,0
9680,NANOS1,340719,-0.09,1,0
9681,NANOS2,339345,0.518,1,0
9682,NANP,140838,0.896,1,0
9683,NANS,54187,0.114,1,0
9684,NAP1L1,4673,0.174,1,0
9685,NAP1L2,4674,-0.482,1,0
9686,NAP1L3,4675,0.561,0.388,0
9687,NAP1L4,4676,0.514,1,0
9688,NAP1L5,266812,0.452,1,0
9689,NAPA,8775,1.236,1,0
9690,NAPB,63908,-1.619,0.754,0.5
9691,NAPEPLD,222236,0.03,1,0
9692,NAPG,8774,1.382,1,0
9693,NAPRT,93100,1.434,1,0
9694,NAPSA,9476,1.202,1,0
9695,NARF,26502,0.272,1,0
9696,NARS,4677,-0.16,1,0
9697,NARS2,79731,-0.366,1,0
9698,NASP,4678,-0.286,1,0
9699,NAT1,9,0.623,1,0
9700,NAT10,55226,0.528,1,0
9701,NAT14,57106,0.568,1,0
9702,NAT16,375607,0.796,1,0
9703,NAT2,10,0.066,1,0
9704,NAT8,9027,0.64,1,0
9705,NAT8B,51471,-0.372,1,0
9706,NAT8L,339983,0.155,1,0
9707,NAT9,26151,-0.572,1,0
9708,NATD1,256302,1.391,1,0
9709,NAV1,89796,-0.264,1,0
9710,NAV2,89797,-0.63,1,0
9711,NAV3,89795,0.786,1,0
9712,NAXD,55739,0.416,1,0
9713,NAXE,128240,-0.436,1,0
9714,NBEA,26960,0.88,1,0
9715,NBL1,4681,-0.332,1,0
9716,NBN,4683,-0.388,1,0
9717,NBPF1,55672,-1.631,1,0.5
9718,NBPF11,200030,1.093,1,0
9719,NBPF14,25832,-0.803,1,0
9720,NBPF15,284565,-0.522,1,0
9721,NBPF3,84224,-1.056,1,0.5
9722,NBPF7,343505,-0.083,1,0
9723,NBPF9,400818,-1.23,1,0.5
9724,NBR1,4077,-0.092,1,0
9725,NCALD,83988,-0.468,1,0
9726,NCAM1,4684,-2.168,1,0.5
9727,NCAM2,4685,0.578,1,0
9728,NCAN,1463,0.405,1,0
9729,NCAPD2,9918,-1.036,1,0.5
9730,NCAPD3,23310,1.232,1,0
9731,NCAPG,64151,0.964,1,0
9732,NCAPG2,54892,1.634,1,0
9733,NCAPH,23397,-0.562,1,0
9734,NCAPH2,29781,-0.089,1,0
9735,NCBP1,4686,1.018,1,0
9736,NCBP2,22916,-0.787,1,0
9737,NCBP3,55421,0.289,1,0
9738,NCCRP1,342897,0.396,0.95,0
9739,NCDN,23154,1.416,1,0
9740,NCEH1,57552,1.213,1,0
9741,NCF1,653361,0.416,1,0
9742,NCF2,4688,0.072,1,0
9743,NCF4,4689,0.168,1,0
9744,NCK1,4690,1.173,1,0
9745,NCK2,8440,0.764,1,0
9746,NCKAP1,10787,0.378,1,0
9747,NCKAP1L,3071,0.658,1,0
9748,NCKAP5,344148,-0.332,1,0
9749,NCKIPSD,51517,0.386,1,0
9750,NCL,4691,1.022,1,0
9751,NCLN,56926,-0.554,0.783,0
9752,NCMAP,400746,-0.349,1,0
9753,NCOA1,8648,-0.487,1,0
9754,NCOA2,10499,-0.019,1,0
9755,NCOA3,8202,-1.132,1,0.5
9756,NCOA4,8031,0.212,1,0
9757,NCOA5,57727,-0.054,1,0
9758,NCOA6,23054,-2.401,1,1
9759,NCOA7,135112,-1.79,1,1
9760,NCOR1,9611,0.74,1,0
9761,NCOR2,9612,-0.435,1,0
9762,NCR1,9437,0.166,1,0
9763,NCR2,9436,-0.499,1,0
9764,NCR3,259197,-1.384,1,0.5
9765,NCS1,23413,-0.71,1,0
9766,NCSTN,23385,-1.994,1,1
9767,NDC1,55706,-0.404,1,0
9768,NDC80,10403,0.424,1,0
9769,NDE1,54820,-3.427,0.666,1
9770,NDEL1,81565,0.68,1,0
9771,NDFIP1,80762,0.723,1,0
9772,NDFIP2,54602,1.265,1,0
9773,NDN,4692,-1.212,0.048,0
9774,NDNF,79625,0.6,1,0
9775,NDOR1,27158,-0.684,1,0
9776,NDP,4693,1.357,1,0
9777,NDRG1,10397,0.45,1,0
9778,NDRG2,57447,0.877,1,0
9779,NDRG3,57446,1.188,1,0
9780,NDRG4,65009,0.012,1,0
9781,NDST1,3340,0.56,1,0
9782,NDST2,8509,-0.163,1,0
9783,NDST3,9348,0.562,1,0
9784,NDST4,64579,-0.248,1,0
9785,NDUFA1,4694,-1.472,1,0.5
9786,NDUFA10,4705,-0.114,1,0
9787,NDUFA11,126328,0.028,1,0
9788,NDUFA12,55967,-0.7,1,0
9789,NDUFA13,51079,-0.534,1,0
9790,NDUFA2,4695,-1.05,1,0.5
9791,NDUFA4,4697,0.496,1,0
9792,NDUFA4L2,56901,1.02,1,0
9793,NDUFA5,4698,-1.238,1,0.5
9794,NDUFA6,4700,0.675,1,0
9795,NDUFA7,4701,0.359,1,0
9796,NDUFA8,4702,-0.338,1,0
9797,NDUFA9,4704,1.133,1,0
9798,NDUFAB1,4706,0.036,1,0
9799,NDUFAF1,51103,-0.67,1,0
9800,NDUFAF2,91942,-0.36,1,0
9801,NDUFAF3,25915,-0.11,1,0
9802,NDUFAF4,29078,-0.494,1,0
9803,NDUFAF5,79133,-0.354,1,0
9804,NDUFAF6,137682,-0.514,1,0
9805,NDUFAF7,55471,1.002,1,0
9806,NDUFB1,4707,1.183,1,0
9807,NDUFB10,4716,0.101,1,0
9808,NDUFB11,54539,0.082,1,0
9809,NDUFB2,4708,-0.89,1,0
9810,NDUFB3,4709,-2.111,0.934,1
9811,NDUFB4,4710,-0.536,1,0
9812,NDUFB5,4711,0.82,1,0
9813,NDUFB6,4712,-1.093,1,0.5
9814,NDUFB7,4713,0.386,1,0
9815,NDUFB8,4714,-0.108,1,0
9816,NDUFB9,4715,-1.324,1,0.5
9817,NDUFC1,4717,0.279,1,0
9818,NDUFC2,4718,-1.147,1,0.5
9819,NDUFS1,4719,-0.08,1,0
9820,NDUFS2,4720,1.561,1,0
9821,NDUFS3,4722,0.498,1,0
9822,NDUFS4,4724,-1.801,1,1
9823,NDUFS5,4725,1.166,1,0
9824,NDUFS6,4726,0.231,1,0
9825,NDUFS7,374291,-1.036,1,0.5
9826,NDUFS8,4728,1.01,1,0
9827,NDUFV1,4723,-0.008,1,0
9828,NDUFV2,4729,-1.294,1,0.5
9829,NDUFV3,4731,0.884,1,0
9830,NEB,4703,0.758,1,0
9831,NEBL,10529,-0.916,1,0
9832,NECAB1,64168,0.712,1,0
9833,NECAB2,54550,-0.353,1,0
9834,NECAB3,63941,1.649,1,0
9835,NECAP1,25977,0.838,1,0
9836,NECAP2,55707,1.476,1,0
9837,NECTIN1,5818,-0.378,1,0
9838,NECTIN3,25945,0.236,1,0
9839,NECTIN4,81607,-1.585,1,0.5
9840,NEDD1,121441,-0.154,1,0
9841,NEDD4,4734,-0.192,1,0
9842,NEDD4L,23327,0.367,1,0
9843,NEDD8,4738,-0.086,1,0
9844,NEDD9,4739,0.05,1,0
9845,NEFH,4744,1.075,1,0
9846,NEFL,4747,-0.956,1,0
9847,NEFM,4741,-0.136,1,0
9848,NEGR1,257194,-0.267,1,0
9849,NEIL1,79661,1.203,1,0
9850,NEIL2,252969,-0.423,1,0
9851,NEIL3,55247,1.818,1,0
9852,NEK1,4750,-0.233,1,0
9853,NEK10,152110,0.024,1,0
9854,NEK11,79858,-0.992,1,0
9855,NEK2,4751,-0.038,1,0
9856,NEK3,4752,0.562,1,0
9857,NEK4,6787,0.344,1,0
9858,NEK5,341676,1.161,1,0
9859,NEK6,10783,1.022,1,0
9860,NEK7,140609,0.152,1,0
9861,NEK8,284086,0.358,1,0
9862,NEK9,91754,-0.11,1,0
9863,NELFA,7469,1.756,1,0
9864,NELFB,25920,2.038,1,0
9865,NELFCD,51497,0.082,1,0
9866,NELFE,7936,0.561,1,0
9867,NELL1,4745,0.04,1,0
9868,NELL2,4753,-1.217,1,0.5
9869,NEMF,9147,0.534,1,0
9870,NEMP1,23306,0.248,1,0
9871,NENF,29937,0.754,1,0
9872,NEO1,4756,0.478,1,0
9873,NEPRO,25871,0.32,1,0
9874,NES,10763,-0.006,1,0
9875,NET1,10276,-0.594,1,0
9876,NETO1,81832,-0.394,1,0
9877,NETO2,81831,0.2,1,0
9878,NEU1,4758,0.92,1,0
9879,NEU2,4759,-0.635,1,0
9880,NEU3,10825,1.837,1,0
9881,NEU4,129807,0.402,1,0
9882,NEURL1,9148,-0.016,1,0
9883,NEURL2,140825,-0.586,1,0
9884,NEURL3,93082,0.433,1,0
9885,NEURL4,84461,-1.171,1,0.5
9886,NEUROD1,4760,0.534,1,0
9887,NEUROD2,4761,-1.393,1,0.5
9888,NEUROD4,58158,0.184,0.836,0
9889,NEUROD6,63974,-0.608,1,0
9890,NEUROG1,4762,0.185,1,0
9891,NEUROG2,63973,-0.405,1,0
9892,NEUROG3,50674,-0.366,1,0
9893,NEXMIF,340533,-1.925,1,0.5
9894,NEXN,91624,-0.42,1,0
9895,NF1,4763,-0.364,1,0
9896,NF2,4771,0.394,1,0
9897,NFAM1,150372,-1.389,1,0.5
9898,NFASC,23114,0.402,1,0
9899,NFAT5,10725,0.122,1,0
9900,NFATC1,4772,1.031,1,0
9901,NFATC2,4773,0.537,1,0
9902,NFATC2IP,84901,-1.359,1,0.5
9903,NFATC3,4775,0.694,1,0
9904,NFATC4,4776,-0.406,1,0
9905,NFE2,4778,0.23,1,0
9906,NFE2L1,4779,-0.314,1,0
9907,NFE2L2,4780,0.245,1,0
9908,NFE2L3,9603,-0.905,1,0
9909,NFE4,58160,-0.742,1,0
9910,NFIA,4774,0.24,1,0
9911,NFIB,4781,-0.104,1,0
9912,NFIC,4782,-0.586,1,0
9913,NFIL3,4783,-0.844,1,0
9914,NFIX,4784,0.314,1,0
9915,NFKB1,4790,-0.578,1,0
9916,NFKB2,4791,1.907,1,0
9917,NFKBIA,4792,1.396,1,0
9918,NFKBIB,4793,-0.88,1,0
9919,NFKBID,84807,0.178,1,0
9920,NFKBIE,4794,-2.88,1,1
9921,NFKBIL1,4795,0.076,1,0
9922,NFKBIZ,64332,-0.79,1,0
9923,NFRKB,4798,1.091,1,0
9924,NFS1,9054,0.23,1,0
9925,NFU1,27247,1.461,1,0
9926,NFX1,4799,1.129,1,0
9927,NFXL1,152518,-0.114,1,0
9928,NFYA,4800,-0.096,1,0
9929,NFYB,4801,-1.553,1,0.5
9930,NFYC,4802,-1.714,1,1
9931,NGB,58157,1.708,1,0
9932,NGDN,25983,-0.348,1,0
9933,NGEF,25791,0.395,1,0
9934,NGF,4803,-0.318,1,0
9935,NGFR,4804,-1.638,1,0.5
9936,NGLY1,55768,0.09,1,0
9937,NGRN,51335,1.393,1,0
9938,NHEJ1,79840,1.099,1,0
9939,NHLH1,4807,0.562,1,0
9940,NHLH2,4808,-2.053,1,1
9941,NHLRC1,378884,0.198,1,0
9942,NHLRC3,387921,0.617,1,0
9943,NHLRC4,283948,-0.502,1,0
9944,NHP2,55651,-0.118,1,0
9945,NHS,4810,-0.111,1,0
9946,NHSL2,340527,0.498,1,0
9947,NICN1,84276,-1.292,0.568,0.5
9948,NID1,4811,0.323,1,0
9949,NID2,22795,0.57,1,0
9950,NIF3L1,60491,0.9,1,0
9951,NIFK,84365,-1.47,1,0.5
9952,NIM1K,167359,-0.426,1,0
9953,NIN,51199,0.809,1,0
9954,NINJ1,4814,1.48,1,0
9955,NINJ2,4815,0.766,1,0
9956,NINL,22981,-0.872,1,0
9957,NIP7,51388,0.304,1,0
9958,NIPA1,123606,-1.12,1,0.5
9959,NIPA2,81614,-1.127,1,0.5
9960,NIPAL1,152519,-0.535,1,0
9961,NIPAL2,79815,0.33,1,0
9962,NIPAL3,57185,0.211,1,0
9963,NIPBL,25836,-1.704,1,1
9964,NIPSNAP1,8508,0.126,1,0
9965,NIPSNAP2,2631,-1.177,0.809,0.5
9966,NIPSNAP3A,25934,-0.472,1,0
9967,NIPSNAP3B,55335,0.215,1,0
9968,NISCH,11188,-0.088,1,0
9969,NIT1,4817,0.779,1,0
9970,NIT2,56954,0.724,1,0
9971,NKAIN1,79570,-1.21,1,0.5
9972,NKAIN2,154215,-1.163,1,0.5
9973,NKAIN3,286183,0.424,1,0
9974,NKAIN4,128414,1.449,1,0
9975,NKAP,79576,-0.826,1,0
9976,NKAPD1,55216,0.248,1,0
9977,NKAPL,222698,0.172,1,0
9978,NKD1,85407,0.556,1,0
9979,NKD2,85409,0.558,1,0
9980,NKG7,4818,-0.231,1,0
9981,NKIRAS1,28512,-0.49,1,0
9982,NKIRAS2,28511,-1,1,0.5
9983,NKPD1,284353,1.497,1,0
9984,NKRF,55922,1.781,1,0
9985,NKTR,4820,0.138,1,0
9986,NKX2-1,7080,-1.241,1,0.5
9987,NKX2-2,4821,-0.532,1,0
9988,NKX2-3,159296,-1.395,0.262,0.5
9989,NKX2-5,1482,-0.406,1,0
9990,NKX2-8,26257,0.574,1,0
9991,NKX3-1,4824,0.426,1,0
9992,NKX3-2,579,-1.391,1,0.5
9993,NKX6-1,4825,-0.562,1,0
9994,NKX6-3,157848,0.994,1,0
9995,NLE1,54475,0.52,1,0
9996,NLGN1,22871,-1.236,1,0.5
9997,NLGN2,57555,-0.233,1,0
9998,NLGN3,54413,0.289,1,0
9999,NLGN4X,57502,1.824,1,0
10000,NLGN4Y,22829,1.405,1,0
10001,NLK,51701,-0.684,1,0
10002,NLN,57486,-1.301,1,0.5
10003,NLRC3,197358,-0.752,1,0
10004,NLRC4,58484,-1.028,1,0.5
10005,NLRC5,84166,0.235,1,0
10006,NLRP1,22861,-0.156,1,0
10007,NLRP10,338322,0.629,1,0
10008,NLRP11,204801,0.859,1,0
10009,NLRP12,91662,-1.278,1,0.5
10010,NLRP13,126204,1.176,1,0
10011,NLRP14,338323,-0.48,1,0
10012,NLRP2,55655,-0.022,1,0
10013,NLRP3,114548,0.012,1,0
10014,NLRP4,147945,0.083,1,0
10015,NLRP5,126206,-0.449,1,0
10016,NLRP6,171389,0.962,1,0
10017,NLRP7,199713,-0.692,1,0
10018,NLRP8,126205,-0.118,1,0
10019,NLRP9,338321,-0.874,1,0
10020,NLRX1,79671,-0.844,1,0
10021,NMB,4828,-0.089,1,0
10022,NMBR,4829,-0.072,1,0
10023,NMD3,51068,-0.017,1,0
10024,NME1,4830,0.149,1,0
10025,NME1-NME2,654364,-0.428,1,0
10026,NME2,4831,-0.628,1,0
10027,NME3,4832,-0.12,1,0
10028,NME4,4833,-0.608,1,0
10029,NME5,8382,-0.26,1,0
10030,NME6,10201,-0.27,1,0
10031,NME7,29922,-0.722,1,0
10032,NME8,51314,0.306,1,0
10033,NME9,347736,0.176,1,0
10034,NMI,9111,-1.267,1,0.5
10035,NMNAT1,64802,-0.884,1,0
10036,NMNAT2,23057,1.487,1,0
10037,NMNAT3,349565,-1.135,1,0.5
10038,NMRAL1,57407,-0.646,1,0
10039,NMRK1,54981,-0.798,1,0
10040,NMRK2,27231,1.847,1,0
10041,NMS,129521,-1.232,1,0.5
10042,NMT1,4836,1.044,1,0
10043,NMT2,9397,-0.232,1,0
10044,NMU,10874,0.406,1,0
10045,NMUR1,10316,-0.722,1,0
10046,NMUR2,56923,-1.095,1,0.5
10047,NNAT,4826,0.436,0.978,0
10048,NNMT,4837,-0.282,1,0
10049,NNT,23530,0.572,1,0
10050,NOA1,84273,-2.073,1,1
10051,NOB1,28987,0.099,1,0
10052,NOBOX,135935,0.031,1,0
10053,NOC2L,26155,0.146,1,0
10054,NOC3L,64318,0.721,1,0
10055,NOC4L,79050,-0.986,1,0
10056,NOCT,25819,-1.522,1,0.5
10057,NOD1,10392,0.528,1,0
10058,NOD2,64127,0.758,1,0
10059,NODAL,4838,0.497,1,0
10060,NOG,9241,-0.639,1,0
10061,NOL10,79954,-0.324,1,0
10062,NOL11,25926,0.402,1,0
10063,NOL12,79159,-0.641,1,0
10064,NOL3,8996,-1.678,0.583,1
10065,NOL4,8715,1.464,1,0
10066,NOL4L,140688,-0.195,1,0
10067,NOL6,65083,-0.406,1,0
10068,NOL8,55035,0.666,1,0
10069,NOL9,79707,0.301,1,0
10070,NOLC1,9221,-1.598,1,0.5
10071,NOM1,64434,-0.196,1,0
10072,NOMO1,23420,0.23,1,0
10073,NOMO2,283820,-0.895,1,0
10074,NOMO3,408050,-1.223,1,0.5
10075,NONO,4841,0.01,1,0
10076,NOP10,55505,0.638,1,0
10077,NOP14,8602,-1.746,1,1
10078,NOP16,51491,1.326,1,0
10079,NOP2,4839,-1.243,1,0.5
10080,NOP53,29997,1.488,1,0
10081,NOP56,10528,0.688,1,0
10082,NOP58,51602,1.114,1,0
10083,NOP9,161424,0.933,1,0
10084,NOS1,4842,0.802,1,0
10085,NOS1AP,9722,0.372,1,0
10086,NOS2,4843,0.142,1,0
10087,NOS3,4846,-0.262,1,0
10088,NOSIP,51070,-1.379,1,0.5
10089,NOSTRIN,115677,0.722,1,0
10090,NOTCH1,4851,-0.26,1,0
10091,NOTCH2,4853,0.222,1,0
10092,NOTCH2NLA,388677,-1.345,1,0.5
10093,NOTCH3,4854,0.056,1,0
10094,NOTCH4,4855,-0.86,1,0
10095,NOTUM,147111,-0.03,1,0
10096,NOV,4856,0.075,1,0
10097,NOVA1,4857,0.786,1,0
10098,NOVA2,4858,0.592,1,0
10099,NOX1,27035,-0.614,1,0
10100,NOX3,50508,0.372,1,0
10101,NOX4,50507,1.423,1,0
10102,NOX5,79400,0.114,1,0
10103,NOXA1,10811,0.235,1,0
10104,NOXO1,124056,0.176,1,0
10105,NOXRED1,122945,-0.197,1,0
10106,NPAP1,23742,-1.471,1,0.5
10107,NPAS1,4861,0.5,1,0
10108,NPAS2,4862,0.768,1,0
10109,NPAS3,64067,0.146,1,0
10110,NPAS4,266743,-3.954,1,1
10111,NPAT,4863,0.691,1,0
10112,NPB,256933,-0.156,1,0
10113,NPBWR1,2831,0.184,1,0
10114,NPBWR2,2832,-0.983,1,0
10115,NPC1,4864,-1.351,1,0.5
10116,NPC1L1,29881,0.964,1,0
10117,NPC2,10577,-0.052,1,0
10118,NPDC1,56654,-0.057,1,0
10119,NPEPL1,79716,-0.23,1,0
10120,NPEPPS,9520,0.862,1,0
10121,NPFF,8620,-0.804,1,0
10122,NPFFR1,64106,0.634,1,0
10123,NPFFR2,10886,0.922,1,0
10124,NPHP1,4867,0.675,1,0
10125,NPHP3,27031,0.376,1,0
10126,NPHP4,261734,0.058,1,0
10127,NPHS1,4868,1.419,1,0
10128,NPHS2,7827,1.081,1,0
10129,NPIPA1,9284,0.616,1,0
10130,NPIPB15,440348,-1.368,1,0.5
10131,NPIPB7,440350,-0.355,1,0
10132,NPL,80896,0.272,1,0
10133,NPLOC4,55666,-0.511,1,0
10134,NPM1,4869,-0.604,1,0
10135,NPM2,10361,1.069,1,0
10136,NPM3,10360,0.916,1,0
10137,NPNT,255743,0.82,1,0
10138,NPPA,4878,0.238,1,0
10139,NPPB,4879,1.038,1,0
10140,NPPC,4880,1.219,1,0
10141,NPR1,4881,0.462,1,0
10142,NPR2,4882,1.76,1,0
10143,NPR3,4883,0.464,1,0
10144,NPRL2,10641,-0.284,1,0
10145,NPRL3,8131,-0.03,1,0
10146,NPS,594857,0.01,1,0
10147,NPSR1,387129,0.02,1,0
10148,NPTN,27020,0.426,1,0
10149,NPTX1,4884,0.274,1,0
10150,NPTX2,4885,0.552,1,0
10151,NPTXR,23467,0.962,1,0
10152,NPVF,64111,0.828,1,0
10153,NPY,4852,-0.912,1,0
10154,NPY1R,4886,-0.248,1,0
10155,NPY2R,4887,0.968,1,0
10156,NPY4R,5540,1.097,1,0
10157,NPY5R,4889,-0.304,1,0
10158,NQO1,1728,-0.974,1,0
10159,NQO2,4835,-0.027,1,0
10160,NR0B1,190,0.818,1,0
10161,NR0B2,8431,-1.263,1,0.5
10162,NR1D1,9572,-1.146,1,0.5
10163,NR1D2,9975,-0.78,1,0
10164,NR1H2,7376,1.111,1,0
10165,NR1H3,10062,-0.384,1,0
10166,NR1H4,9971,0.498,1,0
10167,NR1I2,8856,0.216,1,0
10168,NR1I3,9970,1.048,1,0
10169,NR2C1,7181,1.798,1,0
10170,NR2C2,7182,-0.026,1,0
10171,NR2C2AP,126382,0.91,1,0
10172,NR2E1,7101,0.632,1,0
10173,NR2E3,10002,0.292,1,0
10174,NR2F1,7025,-0.217,1,0
10175,NR2F2,7026,0.679,1,0
10176,NR2F6,2063,-0.422,1,0
10177,NR3C1,2908,0.966,1,0
10178,NR3C2,4306,0.43,1,0
10179,NR4A1,3164,-2.869,1,0.5
10180,NR4A2,4929,1.052,1,0
10181,NR4A3,8013,-0.662,1,0
10182,NR5A1,2516,-0.23,1,0
10183,NR5A2,2494,-0.715,1,0
10184,NR6A1,2649,-0.108,1,0
10185,NRAP,4892,0.2,1,0
10186,NRARP,441478,-0.752,1,0
10187,NRAS,4893,1.057,1,0
10188,NRBF2,29982,-0.001,1,0
10189,NRBP1,29959,-0.129,1,0
10190,NRBP2,340371,-0.766,1,0
10191,NRCAM,4897,0.242,1,0
10192,NRDC,4898,-1.162,0.511,0.5
10193,NRDE2,55051,-0.326,1,0
10194,NREP,9315,-0.484,1,0
10195,NRF1,4899,0.608,1,0
10196,NRG1,3084,1.586,1,0
10197,NRG2,9542,0.266,1,0
10198,NRG3,10718,1.099,1,0
10199,NRG4,145957,-1.504,1,0.5
10200,NRGN,4900,0.252,1,0
10201,NRIP1,8204,0.162,1,0
10202,NRIP2,83714,0.718,1,0
10203,NRIP3,56675,0.024,1,0
10204,NRK,203447,-0.347,1,0
10205,NRL,4901,1.219,1,0
10206,NRM,11270,-0.158,1,0
10207,NRN1,51299,-1.738,1,1
10208,NRN1L,123904,0.06,1,0
10209,NRP1,8829,-1.044,1,0.5
10210,NRP2,8828,-1.147,1,0.5
10211,NRROS,375387,-0.276,1,0
10212,NRSN1,140767,0.145,1,0
10213,NRSN2,80023,1.478,1,0
10214,NRXN1,9378,0.628,1,0
10215,NRXN2,9379,0.94,1,0
10216,NRXN3,9369,-0.124,1,0
10217,NSA2,10412,-0.261,1,0
10218,NSD1,64324,-0.206,1,0
